id,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,T1_I,T1_J,technique,speedup,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,points
1,1,2048,32,128,4,32,1024,2,1,1,RS,11.888841013722784,False,True,12,True,4,True,20,1,128,2,1,2,4,0.12028968999999996,1,True,301
