id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,RT_I,U_K,U_J,U_I,cost_std,correct_result,cost_mean,mean_confidence_interval_sup
62,512,1,1,0.09484270657120265,1,False,64,1,DLMT,True,True,False,False,True,8,1,256,35,8,30,1,21,9.517388022746063e-05,True,0.09487423714285716,0.09490576771451166
63,128,2048,1,0.11470719955244688,1,False,64,16,DLMT,True,True,False,False,True,28,1,32,35,8,1,19,21,5.4161210609566e-05,True,0.11472514285714284,0.11474308616183881
64,1,2048,1,0.15234658191684539,8,False,64,1,DLMT,False,False,True,False,False,28,1,1,35,8,30,1,21,0.011256776082717504,True,0.15607588857142854,0.1598051952260117
65,2048,64,1,0.13471168835836567,1,False,64,512,DLMT,False,False,False,False,False,2,1,16,35,8,28,1,21,3.241894130137828e-05,True,0.13472242857142858,0.13473316878449149
66,2048,2048,1,0.09531130412924772,1,False,64,64,DLMT,False,False,True,True,True,30,1,32,35,8,1,4,21,0.0004407090821271879,True,0.09545730857142859,0.09560331301360946
67,1,1,1,0.0947144658132476,8,False,64,32,DLMT,False,True,True,False,False,27,1,128,35,8,20,1,21,3.564344333900989e-05,True,0.0947262742857143,0.09473808275818099
68,256,256,1,0.09250252187745182,8,False,64,64,DLMT,False,True,True,True,False,3,1,32,35,8,1,13,21,0.00024369645320792592,True,0.09258325714285716,0.0926639924082625
69,1,1,1,0.09135522000507594,1,False,64,512,DLMT,True,False,True,True,False,1,1,64,35,8,12,1,21,0.00018608394844635983,True,0.09141686857142857,0.0914785171377812
70,2048,1,1,0.12458090322610833,1,False,64,128,DLMT,False,False,False,True,False,17,1,1,35,8,1,15,21,3.866971604208555e-05,True,0.1245937142857143,0.12460652534532025
71,512,2048,1,0.09552108093260055,8,False,64,1,DLMT,False,False,True,True,True,24,1,512,35,8,1,13,21,5.689953437634631e-05,True,0.09553993142857142,0.0955587819245423
72,2048,256,1,0.1338228349371924,8,False,64,16,DLMT,False,False,False,False,True,12,1,64,35,8,10,1,21,0.000132706938132759,True,0.1338668,0.1339107650628076
73,128,1024,1,0.12208522161568643,1,False,64,128,DLMT,True,False,False,True,False,17,1,1,35,8,30,1,21,4.788520286123077e-05,True,0.12210108571428573,0.12211694981288503
74,2048,64,1,0.09344864191478386,1,False,64,1,DLMT,True,False,True,False,False,6,1,512,35,8,1,2,21,3.6646991579620464e-05,True,0.09346078285714285,0.09347292379950184
75,512,512,1,0.1090449635458197,8,False,64,512,DLMT,True,True,False,True,True,13,1,64,35,8,1,1,21,4.029872130447229e-05,True,0.10905831428571429,0.10907166502560887
76,1,2048,1,0.12615311167156834,8,False,64,512,DLMT,True,True,False,False,False,1,1,16,35,8,1,27,21,6.650032990557737e-05,True,0.12617514285714282,0.1261971740427173
77,2048,256,1,0.11299816103539292,8,False,64,128,DLMT,True,True,False,False,False,30,1,512,35,8,1,13,21,4.5222082379008876e-05,True,0.11301314285714285,0.11302812467889278
78,2048,512,1,0.11487855362578757,1,False,64,1,DLMT,False,True,False,True,True,30,1,1,35,8,27,1,21,5.1798825926336805e-05,True,0.11489571428571428,0.114912874945641
79,1,128,1,0.11754409925782391,1,False,64,1,DLMT,True,True,False,True,False,21,1,64,35,8,4,1,21,0.000143379257316293,True,0.11759159999999998,0.11763910074217604
80,1,2048,1,0.11090714149397428,8,False,64,32,DLMT,True,False,False,False,True,6,1,1,35,8,11,1,21,7.279220635564202e-05,True,0.11093125714285715,0.11095537279174002
81,512,2048,1,0.13112218731426398,1,False,64,512,DLMT,False,True,False,False,False,17,1,512,35,8,16,1,21,4.005449349298479e-05,True,0.13113545714285715,0.13114872697145033
82,128,1,1,0.11223931749664376,8,False,64,32,DLMT,False,False,False,True,True,1,1,512,35,8,1,1,21,7.855660119835168e-05,True,0.11226534285714286,0.11229136821764196
83,256,512,1,0.11102202795558565,1,False,64,1,DLMT,False,False,True,True,False,2,1,128,35,8,1,30,21,4.407142625607755e-05,True,0.11103662857142858,0.11105122918727152
84,512,128,1,0.10062585114170883,1,False,64,16,DLMT,True,True,True,False,True,1,1,1,35,8,1,16,21,4.4173923418733865e-05,True,0.10064048571428573,0.10065512028686263
85,1,256,1,0.13277502649773046,1,False,64,256,DLMT,False,False,False,False,True,21,1,512,35,8,1,29,21,0.00024605415697212773,True,0.13285654285714288,0.1329380592165553
86,1024,1,1,0.09860961326537249,1,False,64,64,DLMT,True,True,True,True,True,7,1,512,35,8,1,2,21,0.00019060611472727877,True,0.09867276,0.09873590673462751
87,2048,2048,512,0.16420791927027117,1,False,16,512,DLMT,False,True,True,False,False,2,1,16,35,32,30,1,30,0.00017729812550087168,True,0.16426665714285715,0.16432539501544313
88,64,1024,2048,0.3550179325857494,8,False,64,16,DLMT,True,False,True,False,True,30,8,128,35,1,15,1,30,6.203886865900623e-05,True,0.3550384857142857,0.35505903884282203
89,1,1024,256,0.20950374158710233,8,False,128,32,DLMT,True,False,False,False,False,14,8,16,35,1,29,1,29,2.5876378007277034e-05,True,0.20951231428571426,0.2095208869843262
90,1,512,1,0.11197001060570339,8,False,1,1,DLMT,False,False,False,False,True,4,1,128,35,8,1,19,4,4.015667276240719e-05,True,0.11198331428571429,0.11199661796572519
91,128,2048,1,0.31731676056621705,1,False,32,128,DLMT,False,False,False,False,False,17,1,512,35,32,11,25,1,0.0005909617025472552,True,0.31751254285714287,0.3177083251480687
92,1024,512,64,0.22310236237268935,32,False,512,64,DLMT,False,True,False,True,False,5,1,64,35,1,13,30,1,0.0002001945869724281,True,0.22316868571428572,0.2232350090558821
93,2048,1,128,0.11754523531276777,1,False,16,128,DLMT,True,False,False,True,False,2,1,64,35,8,2,1,2,4.128948079704786e-05,True,0.1175589142857143,0.11757259325866083
94,256,2048,1024,0.1753119075568579,32,False,256,32,DLMT,False,False,True,False,False,1,1,32,35,1,30,12,1,0.00031135326219192187,True,0.17541505714285716,0.1755182067288564
95,2048,1,512,0.08816312999224156,8,False,256,1,DLMT,True,True,True,False,False,16,1,512,35,8,28,30,1,2.801567695241338e-05,True,0.08817241142857142,0.08818169286490128
96,512,256,2048,0.10713830845477607,1,False,64,512,DLMT,False,False,False,False,True,13,8,256,35,8,12,1,1,4.408716783086644e-05,True,0.10715291428571427,0.10716752011665248
97,512,512,512,0.08959392120318814,8,False,1,32,DLMT,False,True,True,False,False,17,1,512,35,8,1,28,28,0.000119984605134942,True,0.08963367142857143,0.08967342165395471
98,128,1,2048,0.1200936576107525,8,False,32,32,DLMT,False,True,False,True,False,23,1,16,35,8,14,16,1,0.0005786811649019229,True,0.12028537142857143,0.12047708524639036
99,1,256,256,0.31139088240977847,1,False,128,256,DLMT,False,False,False,True,True,29,1,1,35,32,13,29,1,0.0009651421238261633,True,0.31171062857142856,0.31203037473307865
100,1,2048,128,inf,1,False,256,512,DLMT,False,True,True,True,False,29,32,32,1,1,1,22,27,inf,False,inf,inf
101,1024,1,1,0.2662243358190816,32,False,16,512,DLMT,True,False,False,True,False,11,1,64,35,1,1,25,28,0.0012201704397504546,True,0.2666285714285714,0.26703280703806115
102,2048,128,1,0.10646609166624543,1,False,32,64,DLMT,False,True,True,False,False,29,1,32,35,8,17,1,21,0.0001392625651092789,True,0.10651222857142859,0.10655836547661174
103,2048,256,2048,0.20114080870163195,1,False,32,1,DLMT,False,False,False,False,False,23,1,512,35,1,24,17,1,0.00011105319188826278,True,0.2011776,0.20121439129836807
104,2048,1,128,inf,1,False,1,1,DLMT,True,True,False,False,False,10,32,1,1,1,22,1,16,inf,False,inf,inf
105,1,256,2048,0.18317168159607422,1,False,1,1,DLMT,True,True,False,True,True,26,1,16,35,32,30,18,1,6.460754994738723e-05,True,0.18319308571428575,0.18321448983249727
106,256,2048,1024,0.22928356469517533,1,False,1,1,DLMT,False,True,True,True,False,20,1,32,35,1,15,3,1,4.1761362867746486e-05,True,0.22929739999999998,0.22931123530482464
107,2048,256,1024,0.28710191071862246,1,False,256,128,DLMT,False,False,True,True,False,18,8,1,35,1,1,14,30,0.0001234228040980629,True,0.2871428,0.2871836892813775
108,256,128,128,0.2909188050194715,1,False,128,32,DLMT,True,False,True,False,False,30,1,32,35,32,1,25,19,0.00019135543592263866,True,0.2909821999999999,0.29104559498052834
109,1,2048,256,inf,1,False,64,16,DLMT,True,False,False,True,False,3,32,128,1,1,11,11,1,inf,False,inf,inf
110,128,1,1,0.17223082572982865,8,False,512,1,DLMT,True,False,True,True,True,5,1,512,35,1,24,1,30,0.0003940474290317496,True,0.17236137142857144,0.17249191712731424
111,2048,1,1024,0.11206261831546482,8,False,1,512,DLMT,False,False,False,False,False,20,1,1,35,1,18,1,16,4.246193012810522e-05,True,0.11207668571428572,0.11209075311310662
112,1,1,2048,0.2791783481356693,1,False,512,64,DLMT,True,True,True,False,True,19,8,512,35,1,1,18,30,0.00017643482001659114,True,0.27923679999999995,0.27929525186433063
113,1024,1024,256,0.2156582169793436,1,False,512,128,DLMT,False,False,True,True,True,28,1,256,35,32,30,7,1,0.0004039916507522792,True,0.21579205714285715,0.2159258973063707
114,1,1,2048,0.23997253625856504,1,False,1,512,DLMT,False,True,True,True,False,3,1,512,35,32,17,1,21,0.0005343742019924821,True,0.24014957142857146,0.24032660659857788
115,1,64,64,0.16855753992110292,8,False,1,512,DLMT,True,False,True,False,False,21,8,32,35,1,14,30,1,3.062470657918539e-05,True,0.16856768571428574,0.16857783150746855
116,512,256,256,0.09182887208818001,1,False,1,1,DLMT,True,True,True,False,True,1,8,1,35,8,16,8,1,0.0002672872655677679,True,0.09191742285714286,0.0920059736261057
117,2048,2048,2048,0.19649851574001886,1,False,128,16,DLMT,True,True,True,False,False,27,32,16,35,1,1,1,1,3.6044688815924454e-05,True,0.19651045714285711,0.19652239854569536
118,512,128,1024,inf,1,False,1,128,DLMT,True,False,False,True,True,29,32,64,1,1,28,17,1,inf,False,inf,inf
119,1,256,2048,0.18427910824570398,1,False,1,64,DLMT,True,True,True,True,False,17,1,64,35,1,1,3,12,3.667100283574967e-05,True,0.18429125714285718,0.1843034060400104
120,1,1024,256,0.09403649226685784,8,False,128,512,DLMT,True,True,True,False,True,10,1,256,35,8,1,14,13,0.00015950170611332386,True,0.0940893342857143,0.09414217630457075
121,2048,1,64,0.25992297375335394,8,False,64,16,DLMT,False,True,False,True,True,13,8,64,35,1,1,21,19,0.00021973712680827386,True,0.2599957714285714,0.26006856910378884
122,64,2048,1,0.1171240379237578,1,False,16,32,DLMT,True,False,True,True,True,19,8,1,35,8,30,1,15,0.00017581883068798392,True,0.11718228571428571,0.11724053350481362
123,512,2048,1,0.20111786712606608,8,False,512,64,DLMT,True,True,False,False,False,30,8,512,35,1,2,3,1,0.00013062621545182108,True,0.20116114285714287,0.20120441858821966
124,512,2048,2048,0.2051262905617343,1,False,512,64,DLMT,True,False,False,True,True,1,1,1,35,1,1,30,16,9.830103701157662e-05,True,0.20515885714285714,0.20519142372398
125,1,2048,128,inf,32,False,32,128,DLMT,False,False,True,True,True,30,1,1,1,1,1,8,1,inf,False,inf,inf
126,512,1,1,0.1411381840132506,1,False,32,256,DLMT,False,False,True,False,True,19,32,16,35,1,1,17,3,0.00018745171895390722,True,0.1412002857142857,0.1412623874153208
127,64,1,1024,0.234857070103499,1,False,1,1,DLMT,False,True,False,False,True,29,8,32,35,1,30,28,1,3.971835539271554e-05,True,0.23487022857142859,0.23488338703935818
128,2048,2048,256,0.09473609923172746,1,False,512,512,DLMT,True,True,False,False,True,18,1,16,35,8,15,1,29,5.8689873965808076e-05,True,0.09475554285714285,0.09477498648255825
129,1024,1,512,0.09869744029956976,1,False,512,1,DLMT,True,False,False,True,False,22,8,64,35,8,1,14,14,5.9618062322605346e-05,True,0.09871719142857145,0.09873694255757315
130,2048,1,128,0.19914921595896826,8,False,32,64,DLMT,True,True,True,True,True,19,1,128,35,1,16,14,1,3.600090701805178e-05,True,0.1991611428571429,0.19917306975531754
131,64,128,256,inf,32,False,128,1,DLMT,True,True,False,False,True,30,1,256,1,1,3,1,20,inf,False,inf,inf
132,1024,128,1,0.20676795533422646,8,False,128,512,DLMT,True,False,False,True,False,1,1,512,35,1,29,18,1,8.603166953666007e-05,True,0.20679645714285713,0.2068249589514878
133,1024,2048,512,inf,32,False,1,1,DLMT,True,False,True,False,True,30,1,64,1,1,11,20,1,inf,False,inf,inf
134,512,1,1,0.10618251435382003,1,False,512,512,DLMT,False,True,True,False,False,30,1,1,35,8,23,12,1,7.123553344005864e-05,True,0.10620611428571428,0.10622971421760852
135,256,512,1024,0.19174407252903528,8,False,512,16,DLMT,False,True,True,False,False,9,1,1,35,1,2,1,1,8.01584451354353e-05,True,0.19177062857142857,0.19179718461382186
136,512,64,1,0.09347498275836137,8,False,1,256,DLMT,True,False,True,False,True,21,1,256,35,8,28,1,11,3.980089569292655e-05,True,0.09348816857142857,0.09350135438449576
137,512,512,1,0.12039633014680211,8,False,1,1,DLMT,False,False,False,False,True,21,1,64,35,8,11,1,11,0.00010016511266862454,True,0.12042951428571429,0.12046269842462647
138,512,2048,256,0.09380249430614788,8,False,1,512,DLMT,False,True,True,False,True,21,1,128,35,8,30,1,11,3.426381133713732e-05,True,0.0938138457142857,0.09382519712242353
139,512,2048,512,0.09293521816751248,8,False,1,32,DLMT,False,False,True,False,False,21,1,1,35,8,30,1,11,4.175519383555526e-05,True,0.09294905142857142,0.09296288468963036
140,512,1,2048,0.09351528202540862,8,False,1,1,DLMT,True,False,True,False,True,21,1,16,35,8,2,1,11,4.1398581657652604e-05,True,0.09352899714285715,0.09354271226030567
141,512,1024,2048,0.09378730539237269,8,False,1,512,DLMT,False,True,True,False,True,21,1,256,35,8,1,1,11,4.7856554708538486e-05,True,0.09380316,0.0938190146076273
142,512,2048,2048,0.11411218254651019,8,False,1,512,DLMT,True,False,False,False,False,21,1,1,35,8,9,1,11,0.00024032237872134566,True,0.11419179999999998,0.11427141745348977
143,512,2048,1,0.10792225666942083,8,False,1,1,DLMT,True,True,False,False,True,21,1,1,35,8,12,1,11,5.114282521946368e-05,True,0.1079392,0.10795614333057917
144,512,256,2048,0.12520995883619754,8,False,1,128,DLMT,False,True,False,False,False,21,1,32,35,8,8,1,11,4.885087679116007e-05,True,0.12522614285714287,0.1252423268780882
145,512,256,1,0.12504613315536453,8,False,1,512,DLMT,False,False,False,False,False,21,1,512,35,8,29,1,11,6.514185462887667e-05,True,0.1250677142857143,0.1250892954160641
146,512,1,1,0.08967461664095783,8,False,1,512,DLMT,True,False,True,False,False,21,1,64,35,8,15,1,11,5.504104116243673e-05,True,0.08969285142857143,0.08971108621618504
147,512,256,64,0.09004779295333921,8,False,1,1,DLMT,False,False,True,False,False,21,1,1,35,8,1,1,11,4.1305226827429085e-05,True,0.09006147714285713,0.09007516133237504
148,512,1,64,0.08961094356833131,8,False,1,512,DLMT,False,True,True,False,False,21,1,1,35,8,1,1,11,3.074306027548441e-05,True,0.08962112857142857,0.08963131357452582
149,512,1,1,0.1086582723390066,8,False,1,128,DLMT,True,True,True,False,True,21,1,512,35,8,9,1,11,4.2212620223370216e-05,True,0.10867225714285715,0.1086862419467077
150,512,256,256,0.09217700906072533,8,False,1,64,DLMT,True,False,True,False,True,21,1,1,35,8,19,1,11,6.490411288499169e-05,True,0.09219851142857144,0.09222001379641755
151,512,256,2048,0.11565953138936103,8,False,1,64,DLMT,True,True,False,False,False,21,1,1,35,8,30,1,11,6.945927598534485e-05,True,0.11568254285714286,0.11570555432492469
152,512,256,512,0.10809270169511562,8,False,1,512,DLMT,True,False,False,False,True,21,1,512,35,8,2,1,11,4.186528443491495e-05,True,0.10810657142857144,0.10812044116202726
153,512,1,512,0.11421536213829157,8,False,1,1,DLMT,False,False,False,False,False,21,1,512,35,8,19,1,11,4.4097609727439675e-05,True,0.11422997142857143,0.11424458071885128
154,512,2048,1,0.1268552518232597,8,False,1,32,DLMT,False,False,False,False,False,21,1,512,35,8,1,1,11,0.00014593720763201042,True,0.12690360000000003,0.12695194817674035
155,512,2048,1,0.0907116433303811,8,False,1,64,DLMT,True,False,True,False,False,21,1,64,35,8,3,1,11,3.490063399225408e-05,True,0.0907232057142857,0.0907347680981903
156,512,512,2048,0.08985386381346573,8,False,1,1,DLMT,True,True,True,False,False,21,1,512,35,8,12,1,11,3.1483999953329344e-05,True,0.08986429428571427,0.0898747247579628
157,512,1,128,0.1147590744223756,8,False,1,128,DLMT,True,True,False,False,False,21,1,64,35,8,5,1,11,4.134391350215218e-05,True,0.11477277142857142,0.11478646843476725
158,512,1,2048,0.10921665325717436,8,False,1,128,DLMT,False,False,False,False,True,21,1,1,35,8,11,1,11,5.477528118203922e-05,True,0.10923479999999999,0.10925294674282562
159,512,1,2048,0.10767609643589282,8,False,1,1,DLMT,True,False,False,False,True,21,1,128,35,8,30,1,11,7.249700345672278e-05,True,0.10770011428571429,0.10772413213553575
160,512,128,512,0.09559101695369973,8,False,1,1,DLMT,True,False,True,False,True,21,1,1,35,8,2,1,11,3.802458710479082e-05,True,0.0956036142857143,0.09561621161772887
