id,speedup,T2_J,T2_I,T4_I,T2_Ja,T3_I,T3_Ja,T4_J,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,RT4_J,T3_J,U2_J,SCR,RT4_I,U1_I,T3_Ia,RT2_I,U2_I,RT2_J,cost_mean,RT3_I,RT3_J,points,U4_J,U4_I,T4_Ja,U3_I,U3_J
1,1.0297282444722213,64,16,8,128,4,512,16,32,RS,1024,False,True,False,True,2,16,2,False,16,2,512,2,1,4,1.8560799999999997,4,1,301,1,21,32,26,1
