id,speedup,T2_J,T2_I,T4_I,T4_J,T2_Ja,T2_Ia,technique,T4_Ia,VEC4,points,VEC2,VEC3,VEC1,U4_J,U2_J,SCR,U4_I,U1_I,RT2_I,U2_I,RT2_J,cost_mean,OMP,RT4_J,RT4_I,T4_Ja,U3_I
1,3.517161453800618,128,512,4,32,2048,512,RS,2048,False,301,False,False,False,18,28,False,1,1,8,1,4,1.8327409999999997,True,16,2,32,23
