id,T2_J,T2_I,T4_I,T4_J,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,U4_J,U2_J,SCR,U4_I,U1_I,RT2_I,runs,U2_I,RT2_J,cost_mean,cost_std,correct_result,OMP,RT4_J,RT4_I,T4_Ja,mean_confidence_interval_sup,U3_I
17,4,512,1024,4,2.2612413950256736,16,False,1,RS,2048,False,True,True,False,1,1,False,14,19,4,10,9,4,2.333499,0.11658306570424361,True,True,4,1,4,2.405756604974327,21
18,512,4,4,8,7.258088928123872,512,False,1,RS,128,True,True,True,False,1,8,False,22,5,16,10,1,4,7.26049,0.0038739772843939656,True,False,4,4,8,7.262891071876128,26
19,4,4,512,16,6.463324181935092,256,False,4,RS,1024,True,False,True,True,1,13,False,12,1,1,10,1,1,6.506749000000001,0.07006319154163615,True,True,1,32,128,6.55017381806491,7
20,64,4,1,8,3.317592831242382,512,False,16,RS,1,False,False,True,True,22,29,True,1,22,1,10,1,16,3.366816,0.07941846286601119,True,True,16,4,1,3.416039168757618,16
21,1,8,2,2,2.562389344961797,64,False,64,RS,64,False,True,True,True,29,13,True,1,29,32,10,1,1,2.5862119999999997,0.03843634394684284,True,True,4,8,16,2.6100346550382025,27
22,128,4,1,256,10.32613158210044,1,False,128,RS,1,True,True,True,True,28,1,True,1,10,8,10,8,1,10.35289,0.04317301124545301,True,False,2,16,2048,10.379648417899562,26
23,2,64,32,512,2.442976057520339,1024,False,64,RS,256,False,False,False,True,11,1,False,1,1,1,10,19,16,2.5169449999999993,0.1193442002989671,True,True,32,1,1,2.5909139424796597,21
24,16,16,32,128,2.6577469813262904,32,False,1,RS,1,True,False,False,True,10,30,True,1,23,8,10,1,1,2.6957020000000003,0.0612380169175978,True,True,8,4,1,2.73365701867371,28
25,32,4,16,16,5.879202880703919,1024,False,32,RS,64,False,True,False,True,1,14,True,10,30,32,10,1,1,5.881674,0.003986994356655174,True,False,2,2,64,5.884145119296082,4
26,16,512,256,2,6.514688390366747,256,False,2048,RS,256,False,False,True,False,1,1,False,18,27,8,10,19,4,6.514812999999999,0.0002010497450880652,True,False,16,8,64,6.514937609633251,9
27,4,2,32,2,9.18667443001507,128,False,1024,RS,2048,True,True,True,False,20,21,False,1,9,32,10,1,1,9.186826,0.0002445485636840212,True,False,32,2,16,9.18697756998493,8
28,2,1,256,16,2.5842890605060895,128,False,2048,RS,1,True,False,True,True,18,1,False,1,2,1,10,9,16,2.624156,0.06432277997723672,True,True,16,2,64,2.664022939493911,5
29,1,8,1,32,2.352014383483608,4,False,512,RS,16,True,False,True,True,18,11,True,1,20,2,10,1,2,2.469883,0.1901735418532241,True,True,1,16,256,2.5877516165163916,21
30,1,4,2048,256,20.859562898953264,512,False,1024,RS,2048,False,False,False,True,13,1,True,1,24,4,10,25,16,20.86843,0.014306505513226854,True,False,32,1,1,20.877297101046736,21
31,2048,2,4,32,1.8860353342804979,1,False,64,RS,512,True,True,True,True,1,29,False,30,3,32,10,1,4,2.076809,0.30780121778349084,True,True,1,4,1,2.267582665719502,22
32,1,16,8,8,7.467323770592976,8,False,512,RS,16,True,False,False,True,12,5,False,1,19,32,10,1,4,7.730123000000001,0.42400989957900737,True,False,1,2,32,7.992922229407026,4
33,8,1,512,4,2.504121645080422,128,False,256,RS,1024,True,True,True,True,1,19,True,11,6,32,10,1,1,2.5782800000000003,0.11964980526519885,True,True,2,8,256,2.6524383549195787,3
34,8,64,2,8,6.42125454152279,512,False,256,RS,128,False,True,True,False,11,1,False,1,28,1,10,14,16,6.421454,0.00032181361065067516,True,False,2,16,512,6.421653458477209,25
35,1,32,2,2,28.547832433062233,512,False,256,RS,128,False,True,True,True,25,29,True,1,6,8,10,1,16,28.567239999999998,0.03131287913942044,True,False,1,4,4,28.586647566937764,27
36,8,256,256,4,6.0077891991089345,1,False,2048,RS,512,True,True,False,False,1,1,True,19,12,1,10,13,1,6.008334,0.0008790017064828737,True,False,16,4,4,6.008878800891065,23
37,4,2,4,4,5.8780137488691455,8,False,2048,RS,256,True,False,True,True,1,18,True,17,11,1,10,1,4,5.878222,0.00033599999999991574,True,False,8,2,16,5.878430251130855,4
38,8,128,4,2,2.2842016631379787,512,False,1024,RS,2048,False,False,False,False,21,1,False,1,4,2,10,26,1,2.3933299999999997,0.17607165461822644,True,True,1,32,2048,2.502458336862021,16
39,16,2,64,2,14.51681785748329,1024,False,32,RS,512,False,False,False,False,1,1,False,29,3,4,10,9,8,14.519200000000001,0.0038434359627814363,True,False,32,1,1024,14.521582142516714,23
40,4,8,512,2,6.831995481778069,4,False,2048,RS,2048,False,True,False,False,1,29,True,27,5,8,10,1,4,6.832536999999999,0.0008737053278995606,True,False,4,4,2,6.83307851822193,6
41,128,32,512,32,2.409344415951662,1,False,64,RS,512,True,True,False,True,1,1,False,3,3,8,10,7,4,2.455583,0.07460302461026641,True,True,16,1,128,2.5018215840483378,25
42,64,128,16,2,5.636376871839435,1,False,256,RS,512,True,False,False,False,17,1,True,1,23,4,10,2,1,5.638173999999999,0.002899552379247373,True,False,4,2,256,5.639971128160564,12
43,2,16,1,1024,2.6370273170500518,2,False,256,RS,4,False,True,False,False,10,18,False,1,7,32,10,1,4,2.6703130000000006,0.05370433968498259,True,True,2,8,2048,2.7035986829499494,28
44,128,16,4,16,6.7509977578971405,256,False,512,RS,4,False,False,False,True,1,17,True,21,21,16,10,1,8,6.751166,0.0002714479692316635,True,False,8,16,64,6.751334242102859,19
45,4,32,8,1,2.6464582474697966,1,False,1024,RS,64,False,False,True,False,1,5,True,18,15,8,10,1,16,2.6685000000000003,0.03556297062957477,True,True,8,4,32,2.690541752530204,9
46,16,1,16,16,4.738310275289849,1024,False,512,RS,256,False,False,False,True,1,1,True,5,27,8,10,4,2,4.738694000000001,0.0006191154981100393,True,False,2,2,64,4.739077724710152,13
47,2,16,64,8,2.5931486428204518,16,False,1024,RS,128,True,False,True,False,13,1,False,1,28,2,10,22,1,2.633063,0.0643992854075261,True,True,2,2,256,2.672977357179548,8
48,256,16,4,128,8.909140265564277,1024,False,1,RS,128,True,True,False,True,1,27,True,7,20,1,10,1,32,8.909661,0.0008401720061987038,True,False,16,4,2048,8.910181734435723,19
49,2,32,8,2,6.8326192051045,4,False,256,RS,1,True,True,True,True,16,23,False,1,27,2,10,1,4,6.832954000000001,0.0005401703435027016,True,False,2,32,2,6.833288794895502,17
50,256,4,16,64,2.9404564400804754,512,False,2048,RS,16,False,False,True,True,27,17,False,1,5,16,10,1,1,2.9860620000000004,0.07358168030155322,True,True,16,4,2048,3.0316675599195255,12
51,4,1024,2,64,6.05126243944983,256,False,2048,RS,1024,True,True,True,False,4,9,False,1,23,4,10,1,4,6.055545,0.006909640005094189,True,False,2,1,256,6.059827560550171,8
52,256,256,8,128,2.462089907933737,256,False,2048,RS,128,False,False,False,True,1,8,True,8,6,1,10,1,4,2.5023109999999997,0.06489418270538581,True,True,2,4,2048,2.5425320920662626,25
53,1,1,2,2,2.5401961606577705,16,False,1,RS,8,True,False,True,True,11,1,False,1,23,1,10,28,2,2.5594490000000003,0.03106323597116051,True,True,32,4,64,2.57870183934223,7
54,4,32,64,16,5.592921974997133,1024,False,32,RS,1,True,True,True,False,9,7,False,1,17,1,10,1,1,5.595054000000001,0.003439887207453099,True,False,16,4,1024,5.597186025002869,20
55,64,8,64,16,7.4723062321947955,1,False,8,RS,2048,True,False,False,True,1,20,False,4,12,16,10,1,4,7.472833,0.0008499064654420407,True,False,4,1,32,7.473359767805204,30
56,8,64,1,256,6.417480809586841,64,False,1,RS,16,False,False,False,False,1,1,True,5,25,1,10,24,16,6.417668000000001,0.000302019866896218,True,False,1,2,2048,6.41785519041316,28
57,128,512,8,128,5.258063918018793,256,False,2048,RS,2048,False,True,True,False,1,11,False,29,8,8,10,1,2,5.258301999999999,0.00038413018626512257,True,False,32,2,1,5.258540081981204,20
58,1,1,2,1,9.775401222044687,1,False,4,RS,1024,True,False,True,True,1,20,True,13,18,1,10,1,32,9.777866,0.00397676300525941,True,False,1,8,1024,9.780330777955312,13
59,2048,16,8,1,5.371571870852087,1,False,16,RS,32,True,True,True,True,6,1,True,1,7,2,10,10,8,5.371912,0.0005487768216678844,True,False,32,2,8,5.372252129147913,15
60,8,1024,8,2048,2.5783109410430254,128,False,2048,RS,64,True,False,True,True,1,1,True,22,4,16,10,30,1,2.608551,0.048790418413864875,True,True,32,4,2048,2.6387910589569743,14
61,2,1,32,1,1.894174640037595,2048,False,64,RS,128,False,True,True,False,15,9,True,1,9,1,10,1,4,2.169721,0.4445765867755521,True,True,16,2,256,2.445267359962405,6
62,4,128,32,256,5.04457689065266,16,False,2048,RS,1,True,False,False,True,22,1,False,1,5,8,10,19,4,5.044777,0.00032286374835215574,True,False,32,4,1,5.0449771093473395,3
63,64,128,32,32,14.16609273309854,512,False,1024,RS,128,False,True,True,True,9,21,True,1,27,2,10,1,32,14.18525,0.03090903589567299,True,False,4,2,1024,14.20440726690146,20
64,2,16,16,128,5.960699990743464,2048,False,16,RS,32,False,False,False,True,1,1,False,17,28,32,10,10,2,5.965503,0.0077493510050842835,True,False,32,4,128,5.970306009256536,25
65,64,1,16,64,2.2827236815749714,1,False,1,RS,128,False,True,False,False,1,1,True,21,27,1,10,29,1,2.4592330000000002,0.28478659754454744,True,True,2,32,1,2.635742318425029,20
66,8,4,1024,128,2.535068925163075,256,False,4,RS,1024,True,True,True,True,9,14,True,1,30,16,10,1,8,2.577815,0.06896808236423571,True,True,2,16,2048,2.6205610748369255,10
67,128,256,2,8,5.620704072408119,1,False,512,RS,256,True,True,False,True,1,1,True,5,29,8,10,1,2,5.621169999999999,0.0007517446374934856,True,False,4,8,32,5.621635927591879,21
68,128,64,8,512,4.786143506045909,256,False,1024,RS,1024,False,False,True,True,1,1,True,7,9,8,10,19,4,4.786695,0.0008898005394468256,True,False,16,2,512,4.787246493954091,9
69,1,2,1,512,2.4383420237440503,512,False,1,RS,16,False,True,False,True,7,1,False,1,26,32,10,15,2,2.5231470000000003,0.13682745397397406,True,True,1,32,1,2.60795197625595,3
70,2,32,32,64,2.531998910660852,512,False,1024,RS,32,False,False,False,True,22,7,True,1,28,1,10,1,2,2.5741519999999998,0.06801133784892047,True,True,4,16,64,2.6163050893391477,6
71,128,32,1024,32,2.5098444627409657,512,False,32,RS,1,False,False,True,True,25,1,True,1,13,32,10,26,1,2.5796430000000004,0.11261551580932361,True,True,2,4,32,2.649441537259035,1
72,64,1,1,1,5.399207427524524,1024,False,2048,RS,32,True,False,False,True,15,28,False,1,21,4,10,1,4,5.399436,0.00036878720151334375,True,False,2,16,512,5.3996645724754755,21
73,64,1,1,16,5.265695476328809,2048,False,16,RS,32,False,True,True,False,8,22,False,1,16,8,10,1,2,5.265934,0.0003848428250597839,True,False,4,4,1024,5.26617252367119,29
74,1,512,2,2048,6.780198071962089,32,False,1024,RS,2048,False,False,False,False,28,11,False,1,6,1,10,1,4,6.780807,0.0009824667933319854,True,False,2,8,2048,6.781415928037911,30
75,8,16,4,64,6.906085199185544,256,False,2048,RS,4,False,False,True,False,27,1,False,1,3,4,10,4,2,6.906304,0.000353021245819685,True,False,1,2,128,6.906522800814457,15
76,4,16,64,4,2.3220665666361042,1024,False,64,RS,512,True,True,False,False,1,11,False,14,22,8,10,1,4,2.4037930000000003,0.13186042014569804,True,True,1,8,2048,2.4855194333638964,25
77,2,1,16,128,5.8817479015887635,1,False,2048,RS,1024,True,True,True,True,15,3,True,1,24,16,10,1,8,5.882232999999999,0.000782675539415859,True,False,4,32,128,5.882718098411235,7
78,16,2,2,2,8.400183461169078,16,False,256,RS,8,True,True,False,False,22,1,False,1,6,1,10,24,32,8.4007,0.000833402663782671,True,False,16,2,2048,8.401216538830923,8
79,8,4,128,4,2.5200491663777687,32,False,32,RS,256,True,True,False,True,1,1,False,17,4,2,10,22,4,2.550982,0.04990816642594671,True,True,2,8,64,2.581914833622231,15
80,1,2,8,16,2.493079535474149,32,False,8,RS,512,False,False,True,True,1,2,True,19,14,8,10,1,2,2.5349309999999994,0.06752468533062558,True,True,4,8,1024,2.57678246452585,19
81,2,8,1024,8,1.9339496008185557,2048,False,64,RS,1,True,True,True,False,1,1,True,15,25,4,10,18,16,2.190102,0.41328566030773434,True,True,16,2,1,2.446254399181444,27
82,64,2,4,128,2.4116851319997954,1024,False,2048,RS,256,True,False,False,True,1,1,True,15,11,32,10,18,2,2.483638,0.11609139191171755,True,True,8,1,512,2.5555908680002046,17
83,16,2,128,64,2.5846554378204645,128,False,128,RS,1,False,True,False,True,15,1,False,1,19,32,10,1,4,2.62803,0.06998210685596713,True,True,1,32,64,2.6714045621795353,8
84,4,128,32,1,5.481114712641518,2048,False,256,RS,1024,False,True,False,False,13,14,False,1,16,8,10,1,4,5.483465999999999,0.003793653120674219,True,False,32,1,4,5.48581728735848,10
85,1024,32,2,1024,8.366354435914815,2048,False,1,RS,128,True,True,False,False,20,10,False,1,12,2,10,1,1,8.366544000000001,0.00030584963625924166,True,False,16,4,2048,8.366733564085187,10
86,16,4,512,2,2.8473707024524897,64,False,2048,RS,512,True,False,False,True,9,6,False,1,30,4,10,1,16,2.8905800000000004,0.06971546284720481,True,True,4,8,256,2.933789297547511,17
87,256,1,32,32,2.6153691224745166,1,False,128,RS,1,True,True,False,True,1,1,False,7,21,1,10,21,4,2.654338,0.06287381391326598,True,True,1,32,256,2.6933068775254836,4
88,2,16,16,16,1.9264154726286333,2048,False,64,RS,512,True,True,True,True,2,1,False,1,24,32,10,5,1,2.1527000000000003,0.36509574226495706,True,True,4,2,128,2.378984527371367,13
89,4,8,2,1,2.543002649912293,16,False,2048,RS,8,True,False,True,False,1,2,False,7,7,16,10,1,4,2.584059,0.06624181858161807,True,True,8,8,1,2.625115350087707,1
90,32,512,16,1024,2.155807654976851,2048,False,1,RS,1,False,False,False,True,16,1,True,1,29,4,10,17,1,2.2955949999999996,0.22553802101863005,True,True,16,1,1024,2.4353823450231484,17
91,2,4,16,1024,7.50525582496718,16,False,4,RS,1024,True,True,True,True,14,1,False,1,29,4,10,30,4,7.5056189999999985,0.0005859598962385852,True,False,32,1,1024,7.505982175032817,21
92,4,16,64,1,2.3901061220891626,64,False,16,RS,2048,False,True,False,True,1,1,True,5,30,4,10,19,2,2.4336189999999993,0.07020527052152133,True,True,4,32,32,2.477131877910836,25
93,32,64,64,32,25.31737420853626,1,False,1024,RS,512,True,True,False,False,27,1,False,1,26,2,10,1,16,25.318329999999996,0.0015421089455675543,True,False,1,2,512,25.31928579146373,18
94,4,256,64,16,5.565019994063955,4,False,2048,RS,512,True,True,False,False,20,1,False,1,9,16,10,10,1,5.565289999999999,0.0004356374639537805,True,False,1,4,32,5.565560005936043,23
95,512,1,1024,32,22.72005618283292,1,False,512,RS,2048,True,True,True,False,1,1,False,8,11,4,10,11,16,22.72806,0.01291365169113713,True,False,2,4,256,22.73606381716708,1
96,32,1,2,16,6.18792711404938,1,False,256,RS,512,True,False,False,True,1,1,False,11,3,4,10,12,4,6.188235,0.0004967544665124056,True,False,16,1,512,6.1885428859506195,17
97,2,1,16,128,5.6820487942204885,512,False,1024,RS,128,True,True,False,False,1,24,False,9,15,4,10,1,1,5.683809,0.0028399804576792155,True,False,32,2,512,5.685569205779512,3
98,256,128,1,256,2.6847710356594927,512,False,1024,RS,64,True,False,True,True,12,10,True,1,14,2,10,1,32,2.718588,0.05456152853430708,True,True,32,4,2048,2.7524049643405073,3
99,2,2,64,256,2.6729955331859014,8,False,4,RS,1,True,True,True,True,3,27,False,1,26,2,10,1,2,2.693072,0.03239210669283493,True,True,8,16,1024,2.7131484668140984,8
100,1024,256,1,256,2.2477292551750643,1,False,2048,RS,2048,True,False,False,True,16,1,True,1,30,32,10,17,4,2.3773139999999997,0.20907677227277066,True,True,4,1,256,2.506898744824935,12
101,4,64,2,2,2.6115280335243467,128,False,1024,RS,128,True,False,True,False,26,1,False,1,9,16,10,6,1,2.654547,0.06940837572656483,True,True,32,2,512,2.6975659664756533,22
102,32,32,1024,16,15.179812594880742,512,False,512,RS,1,True,False,True,False,1,24,True,6,18,2,10,1,32,15.181659999999999,0.002980671065380964,True,False,32,2,128,15.183507405119256,6
103,1,2,4,512,2.528805153807155,8,False,2048,RS,16,True,False,True,True,1,20,True,21,5,4,10,1,2,2.556197,0.04419500764792324,True,True,4,8,1024,2.583588846192845,4
104,4,4,64,1,7.712082198664131,512,False,512,RS,64,False,False,False,True,5,1,False,1,29,2,10,3,1,7.7123360000000005,0.0004094923686713652,True,False,8,4,16,7.71258980133587,29
105,8,16,32,2,5.250553683274224,1,False,64,RS,128,False,True,False,True,10,6,True,1,7,2,10,1,32,5.250862,0.0004974494949237981,True,False,2,2,16,5.2511703167257755,6
106,32,64,32,16,4.713069049765112,64,False,1024,RS,1024,False,True,True,True,15,1,True,1,23,8,10,27,2,4.714783,0.002765350068255485,True,False,4,2,256,4.7164969502348875,17
107,32,8,256,1,5.580984076053122,256,False,2048,RS,1024,False,True,True,True,1,2,False,24,21,1,10,1,1,5.581138,0.0002483465320876801,True,False,4,2,256,5.581291923946878,11
108,4,1,16,8,2.517127453919446,64,False,512,RS,1,True,True,True,False,1,1,False,18,29,32,10,30,2,2.5703679999999998,0.08590024654213745,True,True,1,1,2048,2.6236085460805536,20
109,8,4,256,16,2.240896735620702,256,False,2048,RS,2048,False,True,False,False,1,1,True,12,10,2,10,17,2,2.3194879999999998,0.12680202370624843,True,True,1,16,1,2.3980792643792976,1
110,8,1,128,16,2.6571820868949168,256,False,1024,RS,128,True,True,True,True,1,7,False,30,14,2,10,1,32,2.7016160000000005,0.07169130242923473,True,True,2,16,32,2.746049913105084,11
111,16,2,512,2,2.755589696299707,1,False,128,RS,1,True,True,True,False,16,1,False,1,12,2,10,10,8,2.8461799999999995,0.14616171311256587,True,True,4,1,4,2.936770303700292,17
112,4,64,128,2048,6.746149530164986,128,False,64,RS,1024,True,True,False,True,1,1,True,22,12,8,10,20,16,6.747299,0.0018545967216621415,True,False,2,32,2048,6.748448469835014,19
113,2048,8,64,1,25.194481045713356,2048,False,128,RS,1024,False,True,False,False,19,29,True,1,2,8,10,1,1,25.19709,0.004209382377499523,True,False,32,4,4,25.199698954286642,13
114,8,16,8,4,5.439345077866099,1024,False,512,RS,16,True,False,False,True,17,1,True,1,1,16,10,30,2,5.439667999999999,0.0005210143951945083,True,False,8,8,32,5.4399909221339,25
115,4,16,2048,2,2.410127999865681,1,False,16,RS,2048,False,True,False,False,1,9,False,10,5,32,10,1,2,2.4660339999999996,0.09020078771274669,True,True,4,1,512,2.521940000134318,17
116,2,256,64,1,2.525572786415209,256,False,1,RS,256,False,False,True,True,4,1,True,1,24,8,10,10,2,2.561199,0.05748063751386196,True,True,1,8,2048,2.5968252135847907,3
117,4,1,4,256,2.502536151431583,16,False,64,RS,1024,False,False,False,True,14,1,True,1,2,16,10,2,2,2.5614809999999997,0.09510377704907415,True,True,2,2,1,2.6204258485684164,7
118,64,512,16,1,2.558994011606188,64,False,1024,RS,16,False,False,False,True,1,1,True,22,28,2,10,17,16,2.6136880000000002,0.08824528359068261,True,True,4,1,2048,2.6683819883938127,27
119,16,1024,8,1,2.4415871338975434,512,False,1024,RS,128,False,False,False,False,1,5,False,7,22,2,10,1,1,2.494078,0.08469068541463103,True,True,4,1,4,2.5465688661024566,9
120,2,8,2,1,6.896211026398229,64,False,16,RS,256,False,False,True,False,1,24,False,3,12,8,10,1,16,6.8963790000000005,0.0002710147597456428,True,False,32,2,512,6.896546973601772,12
121,128,64,16,8,5.602215393528192,256,False,1,RS,256,True,True,True,True,1,1,True,10,10,8,10,22,2,5.602785,0.000919023938752488,True,False,4,1,32,5.603354606471807,19
122,4,8,64,4,4.3128101978733175,2048,False,1,RS,512,True,True,True,True,1,9,True,1,4,32,10,1,4,4.3132600000000005,0.0007257272214819765,True,False,2,8,2048,4.3137098021266835,15
123,2,4,1,2,5.844183939068359,1,False,2048,RS,512,False,False,True,True,4,15,True,1,8,1,10,1,16,5.844568000000001,0.0006196579701737994,True,False,16,4,32,5.844952060931642,3
124,2,2,2048,1,12.13193487818221,64,False,4,RS,2048,False,False,False,True,1,6,False,4,28,8,10,1,16,12.132050000000001,0.00018574175621020804,True,False,16,1,8,12.132165121817792,16
125,2048,256,512,32,5.613919144814955,1,False,1024,RS,512,False,False,True,False,14,3,True,1,6,2,10,1,1,5.614355,0.0007032247151515563,True,False,4,32,1,5.614790855185045,7
126,2,64,4,16,6.525962259688893,2,False,2048,RS,64,True,True,True,True,1,1,False,26,13,4,10,18,16,6.526155,0.0003109742754635417,True,False,4,16,128,6.526347740311107,19
127,128,8,64,1,11.92897311004603,256,False,16,RS,128,False,True,True,True,1,1,False,6,8,1,10,9,8,11.935410000000001,0.010385513949728226,True,False,16,1,2,11.941846889953972,13
128,128,1,8,32,2.9552534985779815,2048,False,128,RS,256,False,True,False,True,10,25,False,1,23,2,10,1,16,3.0416270000000005,0.13935816991120392,True,True,16,1,2048,3.1280005014220196,30
129,2,1,64,2,2.2372578111482486,1,False,64,RS,2048,True,False,True,True,27,26,True,1,17,8,10,1,16,2.350983,0.18348838394023745,True,True,8,4,8,2.464708188851751,16
130,16,8,128,64,2.510866188339701,64,False,16,RS,1,False,True,True,True,20,1,True,1,5,4,10,20,4,2.554011,0.06961141895551336,True,True,32,4,256,2.597155811660299,1
131,8,32,1024,256,5.889063673268305,128,False,512,RS,1024,False,True,False,True,14,12,False,1,19,2,10,1,16,5.8892,0.00021995454075784883,True,False,32,1,1024,5.889336326731694,24
132,8,256,512,8,5.246120192931093,1024,False,2048,RS,512,True,False,False,False,1,1,True,11,24,2,10,30,8,5.246381,0.00042079567488253144,True,False,1,16,256,5.246641807068908,15
133,512,2,128,4,2.4690847460244387,512,False,128,RS,1,False,True,True,True,4,1,True,1,3,16,10,12,8,2.5472639999999998,0.1261372710343775,True,True,16,4,32,2.6254432539755608,1
134,4,512,512,1,5.20749668523381,512,False,512,RS,1,False,False,True,False,1,25,True,11,2,4,10,1,16,5.208415,0.0014816426694718803,True,False,2,4,256,5.209333314766189,30
135,32,128,2,32,2.9980029262964547,512,False,1,RS,2,False,False,True,False,27,5,False,1,24,2,10,1,32,3.041842,0.07073156675770725,True,True,16,4,512,3.085681073703545,10
136,2,32,1,256,2.357563310600782,64,False,256,RS,1,True,True,False,False,1,7,False,8,22,2,10,1,8,2.55331,0.31582487628431044,True,True,2,2,1024,2.7490566893992185,23
137,512,64,1024,2,2.628142561611761,512,False,128,RS,2048,True,True,True,True,1,27,False,13,10,16,10,1,1,2.6927320000000003,0.10421096495091106,True,True,4,4,32,2.7573214383882396,30
138,2,4,2,4,8.307542442295412,512,False,1,RS,2,False,False,False,True,1,6,False,16,9,4,10,1,1,8.307789,0.0003978052287240472,True,False,8,16,256,8.308035557704587,10
139,256,256,2,2,2.5855443425447433,256,False,512,RS,256,True,False,True,False,28,29,True,1,23,1,10,1,16,2.656412,0.1143404734816154,True,True,8,1,8,2.7272796574552567,24
140,2,2,2,64,6.557470284272282,2048,False,1,RS,32,False,False,True,True,14,1,True,1,7,1,10,29,2,6.5578959999999995,0.0006868653434262157,True,False,4,2,1024,6.558321715727717,5
141,2,256,1,128,5.438023518665299,1024,False,1,RS,2,False,False,False,False,11,10,True,1,17,4,10,1,16,5.438405999999999,0.0006171093906268097,True,False,32,2,1,5.438788481334698,4
142,2,2,4,2,10.55658453175837,1024,False,256,RS,8,False,True,False,False,20,23,False,1,18,16,10,1,4,10.58272,0.04216792145695599,True,False,1,32,2,10.60885546824163,10
143,512,16,2,128,2.416786530977175,1,False,256,RS,8,True,True,False,True,1,7,True,15,28,1,10,1,1,2.48666,0.11273641346078023,True,True,2,2,512,2.556533469022825,4
144,1,1,2,4,8.172738054952784,1,False,128,RS,2,True,True,False,False,1,7,True,12,17,32,10,1,1,8.173281,0.000876007420059707,True,False,16,8,1024,8.173823945047214,17
145,4,2,2,1024,2.482850032611352,128,False,1024,RS,2,True,True,True,True,25,5,True,1,7,1,10,1,2,2.522419,0.06384202087183646,True,True,1,1,2048,2.5619879673886485,26
146,4,2,256,16,14.62878512212801,16,False,2048,RS,1024,False,False,True,False,3,1,False,1,25,8,10,7,1,14.62903,0.000395094925302841,True,False,4,8,64,14.62927487787199,19
