id,RT1_K,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,32,1,2048,1,1,512,128,1024,4,inf,256,1,128,DLMT,8,True,True,False,256,128,True,25,21,1,128,8,1,128,1,13,inf,1,True,inf,False,inf
2,1,1,128,8,128,128,16,1,21,0.21220253605671277,512,128,16,DLMT,1,True,True,True,1024,1024,True,30,1,27,1,8,35,64,1,20,0.213594,8,False,0.004200083148836804,True,0.21498546394328724
3,1,1,1024,32,128,512,16,2048,10,0.18767588874889846,64,1,1,DLMT,1,True,True,False,1024,1,False,1,3,1,128,32,35,1024,1,3,0.18844505714285714,1,True,0.0023217067360377943,True,0.18921422553681583
4,1,1,64,1,512,512,1,2048,19,0.1472968930343266,32,16,32,DLMT,32,False,False,False,2048,2048,True,1,4,3,1,1,35,1024,23,1,0.14882517142857143,1,False,0.004613052577729628,True,0.15035344982281626
5,1,1,256,32,1,512,512,1,4,0.15059537658939912,512,32,16,DLMT,1,False,False,True,1,2048,True,1,16,12,1,1,35,2048,12,1,0.15509757142857145,1,True,0.013589710871066522,True,0.15959976626774378
6,1,1,2048,1,128,1,64,256,18,0.09984169648560962,1,1,128,DLMT,1,False,False,False,64,256,True,22,1,1,128,32,35,64,28,1,0.10353722857142858,1,True,0.011154828779080934,True,0.10723276065724754
7,8,8,1,1,16,512,512,2048,17,0.15865683220741825,32,512,32,DLMT,1,False,False,False,512,1,True,30,10,1,2048,1,35,1,30,1,0.15963745714285713,32,False,0.0029599805920488935,True,0.160618082078296
8,32,1,1,1,512,1,32,2048,1,0.16473890529311247,32,32,1,DLMT,1,True,True,True,64,2048,True,1,20,9,2048,32,35,512,29,28,0.16572234285714282,1,False,0.0029684704088407637,True,0.16670578042117318
9,1,1,256,32,256,64,128,1,29,0.2277944678725126,64,1,512,DLMT,8,True,True,True,1024,1,True,3,29,1,1,1,35,1,23,1,0.22910905714285715,1,False,0.003968039753133656,True,0.2304236464132017
10,1,1,512,1,16,1,1,1024,1,0.15961784594134487,512,512,1,DLMT,1,True,True,True,1024,2048,True,22,1,14,1,1,35,512,30,22,0.16348765714285715,8,True,0.011680883931676836,True,0.16735746834436943
11,1,8,2048,8,1,512,256,2048,1,0.1747071533867629,1,512,1,DLMT,1,True,True,False,64,512,False,1,29,1,1,8,35,2048,14,23,0.1750204,8,False,0.0009455234740607982,True,0.17533364661323708
12,1,1,1,1,64,256,32,2048,26,0.18936918919205317,1,512,128,DLMT,1,False,True,True,64,128,False,30,22,1,2048,1,35,512,10,1,0.18939422857142854,8,False,7.558045314735062e-05,True,0.1894192679508039
