id,T_J,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,speedup,OMP,VEC,SCREP,points
1,1,4,4,1,0.19015829999999997,1,2,DLMT,1.0675900026451648,False,False,True,105
