id,T_J,runs,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,correct_result,OMP,VEC,cost_std,SCREP,mean_confidence_interval_sup,baseline
1,256,10,16,8,16,1.012235,29,1,RS,1.0120968468670257,True,False,True,0.00022290132345952185,False,1.0123731531329743,False
2,256,10,64,16,2,0.22461799999999998,1,9,RS,0.22458957984638253,True,False,False,4.5854116500051344e-05,True,0.22464642015361744,False
3,2048,10,8,2,8,0.7751932,4,1,RS,0.7751284156740924,True,False,False,0.00010452540361079438,False,0.7752579843259076,False
4,2048,10,32,2,2,0.45647719999999997,28,1,RS,0.4564419056250864,True,False,False,5.694523685085466e-05,False,0.45651249437491354,False
5,256,1,4,2,32,inf,1,27,RS,inf,False,True,False,inf,True,inf,False
6,256,1,512,32,2,inf,1,11,RS,inf,False,True,True,inf,True,inf,False
7,2,10,512,4,8,0.8256593999999999,1,13,RS,0.8256046764858209,True,False,True,8.829292157358608e-05,True,0.8257141235141789,False
8,64,1,2048,8,32,inf,1,28,RS,inf,False,True,True,inf,False,inf,False
9,4,1,16,4,4,inf,1,22,RS,inf,False,True,True,inf,False,inf,False
10,4,1,1024,32,1,inf,14,1,RS,inf,False,True,False,inf,True,inf,False
11,128,10,128,8,8,1.003908,1,15,RS,1.0031023436977027,True,False,True,0.0012998753786421327,False,1.0047136563022974,False
12,128,1,256,2,4,inf,5,1,RS,inf,False,True,True,inf,True,inf,False
13,256,10,1024,16,4,0.40338209999999997,1,27,RS,0.40331175697724087,True,False,False,0.0001134940086524378,False,0.40345244302275907,False
14,256,1,16,32,2,inf,1,21,RS,inf,False,True,True,inf,False,inf,False
15,4,10,8,2,4,0.4542607,1,26,RS,0.45421556372730915,True,False,False,7.28245151030846e-05,True,0.4543058362726909,False
16,1024,1,2,2,8,inf,21,1,RS,inf,False,True,False,inf,True,inf,False
17,16,10,256,32,2,0.4952662,27,1,RS,0.49523657690956085,True,False,False,4.779497881577182e-05,False,0.4952958230904391,False
18,64,10,1024,2,8,0.7209555,1,18,RS,0.7205437578632216,True,False,False,0.0006643198401372803,True,0.7213672421367784,False
19,512,1,8,32,1,inf,1,25,RS,inf,False,True,False,inf,False,inf,False
20,32,1,8,8,4,inf,2,1,RS,inf,False,True,True,inf,True,inf,False
21,4,1,64,16,2,inf,1,13,RS,inf,False,True,False,inf,False,inf,False
22,8,10,256,1,4,0.29115019999999997,1,28,RS,0.29072577019059775,True,False,True,0.0006847905957298168,True,0.2915746298094022,False
23,16,1,512,4,32,inf,2,1,RS,inf,False,True,False,inf,False,inf,False
24,32,10,1,1,16,0.782437,1,23,RS,0.7824161855885071,True,False,False,3.358273365883198e-05,True,0.782457814411493,False
25,8,1,16,2,2,inf,1,12,RS,inf,False,True,False,inf,True,inf,False
26,128,10,1,4,2,0.19255529999999998,1,24,RS,0.19250224391612558,True,False,True,8.56026284643185e-05,True,0.1926083560838744,False
27,512,10,4,4,1,0.2048342,6,1,RS,0.20481940051973477,True,False,True,2.387802336877932e-05,False,0.20484899948026522,False
28,2,1,2,4,1,inf,5,1,RS,inf,False,True,True,inf,True,inf,False
