id,T1_I,T1_J,cost_mean,U_J,U_I,technique,points,T2_I,speedup,T2_J,U1_I,OMP,VEC2,VEC1,RT_I,SCR,RT_J
1,256,16,0.5463943999999998,1,15,RS,301,2048,10.816946513361044,512,2,True,False,False,2,True,2
