id,RT1_I2,RT1_I1,technique,U1_I1,cost_mean,RT2_I2,T2_I2a,speedup,RT2_I1,T1_I1a,U2_I1,points,T1_I2,T2_I2,T2_I1,T1_I1,U2_I2,T1_I2a,T2_I1a,U1_I2
1,1,32,DLMT,1,1.1134114285714287,32,1,0.991850015653307,1,1,1,231,512,1,32,16,2,1024,128,10
