id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,RT_I,U_K,U_J,U_I,cost_std,correct_result,cost_mean,mean_confidence_interval_sup
165,1024,1,32,2.3188099108883056,1,False,128,2,DLMT,True,True,True,True,True,22,8,16,10,4,1,3,15,0.00014857994481089196,True,2.3189019999999996,2.3189940891116936
166,64,16,1,1.437380635533822,4,False,1,1,DLMT,True,True,True,True,True,20,4,2048,10,16,1,27,1,0.0008540960133380401,True,1.43791,1.4384393644661781
167,128,1024,512,6.920649195634797,1,False,1024,2,DLMT,False,True,False,True,False,11,1,128,10,64,1,30,11,0.0013210889447723268,True,6.921468,6.922286804365203
168,2048,2048,2048,1.4252124062793,4,False,256,256,DLMT,True,False,True,True,True,4,4,128,10,8,1,1,6,0.0002784690287985106,True,1.425385,1.4255575937207
169,2048,2048,1,5.183962282920618,1,False,16,2048,DLMT,False,False,False,False,True,2,4,16,10,1,22,30,1,0.0003819280036864535,True,5.1841990000000004,5.184435717079383
170,2048,1,512,2.1174993745516284,2,False,128,128,DLMT,False,True,False,False,True,27,1,64,10,16,30,30,1,0.0009642307815040191,True,2.1180969999999997,2.118694625448371
171,1024,1,2048,2.191358497281336,1,False,2048,4,DLMT,True,True,True,True,True,30,1,1,10,8,1,1,1,0.0003686746533190926,True,2.1915869999999997,2.1918155027186637
172,128,2048,2048,2.798953669366927,1,False,8,8,DLMT,True,False,False,True,False,20,2,2048,10,4,30,1,16,0.00030063266622244684,True,2.79914,2.799326330633073
173,4,256,64,5.02840268645931,1,False,256,4,DLMT,True,False,True,True,True,30,64,4,10,1,1,23,21,0.0034484199280251644,True,5.030539999999999,5.032677313540689
174,64,1,128,5.2832392700659945,1,False,16,64,DLMT,True,False,False,False,True,1,1,1,10,64,16,1,15,0.0011386505170595557,True,5.283944999999999,5.284650729934004
175,1,2048,16,4.3123140220337906,64,False,2048,32,DLMT,False,True,False,True,False,13,1,16,10,1,11,23,1,0.0014181752359987724,True,4.313193,4.31407197796621
176,1024,2048,128,2.9753261404185327,16,False,1,8,DLMT,False,False,True,False,False,1,4,128,10,2,24,1,10,0.00034827575281659763,True,2.9755420000000004,2.975757859581468
177,32,64,1,3.1719523142074135,4,False,32,4,DLMT,True,False,True,False,True,8,16,2048,10,1,15,1,7,0.00017213076424623178,True,3.172059,3.1721656857925864
