id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,256,8,2048,4.097188584802474,2,False,2,16,DLMT,False,False,True,False,True,21,32,32,10,4.097773415197526,0.0004717933869821223,4.097481,1,27,True,22,2
2,512,1024,16,1.9825122583272656,4,False,1,4,DLMT,True,False,True,True,True,17,4,16,10,1.9833777416727338,0.000698201260382736,1.9829449999999997,1,30,True,13,16
3,2048,32,128,inf,64,False,16,8,DLMT,False,False,False,False,True,5,1,8,1,inf,inf,inf,1,3,False,6,1
4,2048,1024,4,3.2157856132066405,1,False,8,2048,DLMT,True,False,True,False,True,14,64,1,10,3.2158943867933596,8.774964387394952e-05,3.21584,26,2,True,1,1
5,1024,32,1024,6.650583899770922,1,False,16,2,DLMT,True,True,False,False,False,18,4,2,10,6.716806100229078,0.053422661530477936,6.683695,12,1,True,18,16
6,1,2048,1,2.2036050027068645,2,False,1,256,DLMT,False,True,True,True,True,22,4,1,10,2.2055109972931346,0.0015376007284077058,2.2045579999999996,2,8,True,1,1
7,2048,2048,1,1.94595792266184,2,False,1,2048,DLMT,False,True,False,False,False,23,8,1,10,1.94636607733816,0.0003292658500360914,1.946162,1,13,True,19,4
8,1,256,512,2.9871023319182903,2,False,128,64,DLMT,True,False,True,False,False,30,1,2,10,2.9876276680817098,0.00042379830108201763,2.987365,25,1,True,14,32
9,2048,8,2048,4.843677658710537,2,False,1,2048,DLMT,True,False,False,True,True,9,1,8,10,4.843992341289463,0.00025386019774672336,4.843835,22,1,True,27,1
10,2048,2048,2048,2.155239400807864,8,False,128,8,DLMT,True,False,False,True,False,10,1,1024,10,2.155386599192136,0.0001187476315553007,2.155313,1,29,True,11,4
11,2048,8,2048,3.433719573526231,16,False,2,16,DLMT,True,True,False,False,True,29,2,2048,10,3.4340904264737704,0.000299173862494703,3.4339050000000007,1,12,True,29,4
12,2048,1,32,inf,16,False,2,128,DLMT,True,True,True,True,True,15,4,16,1,inf,inf,inf,30,1,False,15,1
13,32,2048,2,inf,4,False,4,2,DLMT,True,True,True,False,True,2,16,1,1,inf,inf,inf,30,1,False,28,4
14,1,2,1,3.140451010062986,32,False,2,2048,DLMT,False,True,True,False,True,4,1,64,10,3.147304989937014,0.005529231049612603,3.143878,14,3,True,1,1
15,2048,1,16,6.930269462183589,1,False,128,16,DLMT,False,True,False,True,True,15,2,8,10,6.933142537816411,0.002317762714343348,6.931706,21,30,True,1,32
16,256,1024,512,1.9536499481593654,32,False,8,1,DLMT,False,True,True,False,False,22,2,16,10,1.9540240518406347,0.00030179628891026296,1.953837,27,1,True,30,2
17,1,512,1,3.9508232531002196,1,False,512,512,DLMT,False,False,False,False,True,22,64,2048,10,3.95635274689978,0.004460743884152096,3.953588,30,1,True,14,1
18,1024,256,2048,inf,2,False,2,1024,DLMT,True,True,False,True,False,26,16,2,1,inf,inf,inf,30,29,False,1,1
19,64,32,256,5.929080402977678,2,False,2,2,DLMT,True,False,True,True,True,18,1,2,10,5.933563597022322,0.003616674715812839,5.931322,30,12,True,1,8
20,2,2048,2048,3.741793475776409,1,False,2,1,DLMT,True,True,True,True,False,18,1,32,10,3.7452325242235913,0.0027743433457306497,3.743513,1,1,True,26,8
21,16,256,2048,6.378421586498737,1,False,2,16,DLMT,False,False,True,False,False,8,8,8,10,6.379048413501264,0.0005056728191231426,6.378735000000001,10,1,True,30,1
22,1,16,1,2.520586649173662,1,False,8,2048,DLMT,False,True,False,True,False,2,4,256,10,2.5216473508263375,0.0008556874429370303,2.521117,1,23,True,8,16
23,512,2048,1024,5.017585562711766,8,False,1024,8,DLMT,False,True,True,True,True,12,4,32,10,5.018012437288233,0.0003443675362167134,5.017798999999999,11,1,True,9,1
24,2,512,2048,5.01772650920796,4,False,1,2,DLMT,True,True,True,True,False,12,4,256,10,5.01784149079204,9.27577490025267e-05,5.017784,30,5,True,1,2
25,32,1,2048,inf,1,False,4,16,DLMT,True,True,False,True,False,29,64,32,1,inf,inf,inf,5,21,False,1,1
26,1,512,512,2.9911932124524814,2,False,4,2048,DLMT,True,True,False,True,True,4,2,2,10,2.991448787547519,0.00020617710833168,2.991321,1,30,True,24,2
27,512,1,1,3.3853614196005344,4,False,512,1,DLMT,False,False,True,True,False,10,2,8,10,3.385496580399465,0.00010903669107225837,3.385429,16,21,True,1,16
28,1,1,2048,2.1876143808539332,1,False,256,2,DLMT,False,True,False,False,False,29,1,1,10,2.187939619146067,0.0002623756848489759,2.187777,30,17,True,1,4
29,256,1,1024,5.0773822812100455,1,False,128,8,DLMT,True,False,True,False,True,24,1,256,10,5.077749718789953,0.00029641862289669154,5.077565999999999,1,19,True,28,1
30,256,1,128,5.004922978015237,1,False,256,256,DLMT,False,False,True,False,False,9,1,128,10,5.005855021984763,0.0007518969344264044,5.005389,1,10,True,25,64
31,256,1,512,2.5721629546400164,2,False,512,1,DLMT,False,True,False,False,True,24,32,128,10,2.5745430453599836,0.0019200627593909565,2.573353,16,1,True,5,2
32,2048,2048,32,2.152214472366789,1,False,2048,16,DLMT,False,True,True,True,False,3,32,16,10,2.1523535276332115,0.00011217842929900818,2.1522840000000003,26,4,True,1,1
33,256,32,2048,3.9515290309096627,1,False,8,1,DLMT,True,True,False,False,True,14,1,4,10,3.9519769690903375,0.00036135993137028505,3.951753,1,20,True,9,64
34,16,1,128,4.166378376960793,2,False,2048,2,DLMT,False,False,False,True,True,10,16,1,10,4.171043623039207,0.003763539424531131,4.168711,1,26,True,23,1
35,2048,256,1024,1.997065410339223,1,False,1,32,DLMT,False,False,False,False,True,2,2,1,10,1.9971945896607768,0.00010421132376089232,1.9971299999999998,1,22,True,22,8
36,64,2048,8,3.7475219066635974,1,False,1,1,DLMT,True,False,False,False,True,29,8,8,10,3.7492800933364023,0.001418361378492768,3.748401,15,1,True,18,1
37,1024,1,1,3.095657183453268,4,False,16,8,DLMT,True,True,True,False,False,16,16,8,10,3.096434816546733,0.0006273308536968641,3.0960460000000003,7,19,True,1,1
38,128,256,1024,inf,64,False,256,16,DLMT,True,True,False,False,True,21,1,1024,1,inf,inf,inf,8,11,False,1,1
39,1024,512,32,1.925908140206733,2,False,16,256,DLMT,False,True,False,False,True,2,1,32,10,1.9264998597932665,0.00047735102388074926,1.9262039999999998,7,19,True,1,8
40,1,128,1,2.374515915421662,16,False,64,1,DLMT,True,False,False,True,True,1,1,1,10,2.374728084578338,0.00017116074316271155,2.374622,15,30,True,1,2
41,1,2048,8,1.8305158897259795,1,False,128,2048,DLMT,True,False,True,True,True,22,4,4,10,1.8310621102740205,0.0004406461165152594,1.830789,6,21,True,1,4
42,16,2048,1,1.9336833272189926,1,False,2048,1,DLMT,False,True,False,False,False,14,4,2048,10,1.9338946727810078,0.00017049633427148193,1.9337890000000002,7,30,True,1,8
43,512,512,1024,4.026293348367402,16,False,64,1,DLMT,False,False,False,False,False,1,4,1024,10,4.027940651632597,0.0013289097034788766,4.027117,1,1,True,1,1
44,1,1,1,inf,4,False,4,512,DLMT,False,False,False,True,True,13,16,256,1,inf,inf,inf,19,16,False,1,4
45,128,8,64,2.2526788547688277,8,False,1,128,DLMT,True,True,False,False,False,15,1,1,10,2.2527951452311727,9.381364506303107e-05,2.252737,21,25,True,1,2
46,256,2048,1,5.043434489629207,1,False,2,4,DLMT,True,False,True,True,False,23,1,2048,10,5.043973510370793,0.00043483790083202446,5.043704,22,1,True,24,64
47,64,1,1,2.151188895029425,2,False,2048,16,DLMT,True,False,False,False,True,8,4,1,10,2.1512631049705746,5.986651818837765e-05,2.151226,28,1,True,1,4
48,2048,1,8,2.1333374452382996,2,False,2048,256,DLMT,True,True,True,True,False,24,1,1,10,2.1350725547617015,0.001399744619564547,2.1342050000000006,16,1,True,15,2
49,1024,128,4,2.994087266583589,1,False,1,8,DLMT,False,True,False,True,False,15,32,1,10,2.9948327334164104,0.0006013817423234132,2.9944599999999997,2,1,True,10,2
50,4,16,64,3.459723794954143,1,False,1,4,DLMT,False,True,True,False,False,26,1,16,10,3.4636082050458565,0.003133624738222529,3.4616659999999997,10,1,True,4,64
51,32,1,2048,2.384963801683505,1,False,32,16,DLMT,False,False,True,False,False,2,2,2048,10,2.3851821983164947,0.00017618456232025863,2.3850729999999998,1,28,True,11,2
