id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,cost_std,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,256,64,DLMT,8,1,False,8,128,False,128,256,1,True,0.11763177341634563,128,32,1,2048,True,True,False,1,True,16,True,256,False,8,1,1,True,12,1,16,1,8,16,1,8.17512403950089e-05,35,0.11768594086936864,4,0.11765885714285713,1,32,1,True,256,128,4,256,True,1,8,8,4
2,16,512,DLMT,1,32,False,1,64,False,32,64,1,True,0.1897021545920996,32,16,64,64,True,False,True,1,False,1,False,2048,False,1,1,2048,False,1,1,1,12,16,8,1,7.007917388386304e-05,35,0.18974858826504332,12,0.18972537142857146,16,1,1,True,1,2048,8,2048,False,1,1,32,4
3,1,1,DLMT,1,1,True,32,512,True,1,256,32,False,0.1490890324435594,1,256,64,128,False,False,False,128,False,16,True,256,True,4,4,512,False,1,1,4,1,4,1,8,5.604549172642804e-05,35,0.14912616755644056,16,0.14910759999999998,16,8,8,True,128,2048,8,1024,True,1,32,1,1
4,64,1,DLMT,1,1,False,32,32,True,16,16,1,False,0.16117280139503073,256,16,64,128,True,False,False,256,False,64,False,1,False,16,4,512,False,1,4,8,1,1,1,4,6.605701927818504e-05,35,0.1612165700335407,16,0.16119468571428572,16,8,1,True,2048,1,1,256,False,1,1,32,8
5,256,256,DLMT,32,8,False,1,512,True,512,512,1,False,0.08480517383926656,16,128,2048,1,True,True,False,1,False,64,True,256,False,8,16,2048,True,16,1,1,12,1,4,1,1.6956488373457e-05,35,0.08481640901787629,8,0.08481079142857142,8,8,1,True,2048,512,16,512,True,8,8,8,1
6,128,1,DLMT,8,1,True,32,16,False,1,32,8,False,0.12471862111016065,32,1,2048,1,True,False,True,64,False,512,True,1,True,1,8,64,True,1,4,16,1,4,1,1,3.486421473929716e-05,35,0.12474172174698218,12,0.12473017142857142,1,1,32,True,1,256,16,64,True,8,32,1,1
7,1,1024,DLMT,1,1,True,8,1,False,1,32,8,False,0.1623163840779547,32,1,2048,1,True,False,False,16,False,512,True,2048,True,16,8,1,False,1,1,16,1,16,1,12,0.00020495861204901936,35,0.16245218735061676,1,0.16238428571428573,4,1,32,True,1024,256,8,512,True,12,1,32,1
8,32,1024,DLMT,1,32,False,1,128,True,32,16,8,False,0.22351157674424185,1,512,2048,512,True,False,True,64,True,512,True,1,True,12,8,2048,True,4,1,12,1,1,1,12,6.000825793512127e-05,35,0.2235513375414724,1,0.22353145714285713,8,1,32,True,512,128,12,1,False,1,1,1,16
9,64,128,DLMT,8,8,False,1,128,True,64,256,1,True,0.0868649135473594,64,128,256,512,True,False,True,512,False,256,True,2048,True,1,16,64,False,12,1,12,1,1,16,1,9.322963048301746e-05,35,0.0869266864526406,1,0.0868958,8,1,1,True,1,128,1,1,True,1,32,1,12
10,128,1,DLMT,1,8,True,1,64,True,16,1,1,False,0.1221155147350218,1,128,128,1,True,True,False,16,True,64,True,1,False,4,4,2048,False,1,12,1,12,16,1,1,0.0005833382790072161,35,0.12250202812212108,16,0.12230877142857144,12,32,1,True,256,128,12,1,True,8,1,8,1
11,512,1024,DLMT,1,1,True,32,1,False,32,512,1,True,0.12295778451662093,1,256,1024,1024,False,True,True,128,False,64,True,1,False,16,16,1,False,1,16,4,1,1,1,12,0.0001513148791529154,35,0.12305804405480766,12,0.1230079142857143,16,8,1,True,128,1024,8,1,False,8,32,1,1
12,64,1,DLMT,1,32,True,1,1,False,128,256,8,False,0.1663271065457924,32,64,1,1,False,False,True,128,False,256,False,256,False,8,1,256,True,16,1,16,1,8,4,1,6.686076913242612e-05,35,0.16637140773992187,16,0.16634925714285714,12,8,1,True,128,2048,12,1,False,1,1,8,8
13,256,256,DLMT,8,1,True,1,64,False,256,1,8,False,0.1558609436143301,128,32,1024,2048,True,False,False,128,False,64,False,512,True,12,1,256,False,4,1,16,1,1,1,4,9.745096516836172e-05,35,0.1559255135285271,4,0.1558932285714286,16,32,1,True,128,2048,16,2048,False,1,32,1,4
14,16,1,DLMT,1,1,False,1,256,True,64,1,1,True,0.15063254977007484,1,256,256,128,False,False,False,128,False,32,False,2048,False,16,16,1,True,1,16,1,1,16,1,16,0.00018194936276954985,35,0.1507531073727823,4,0.15069282857142857,1,32,1,True,256,2048,16,1,False,16,32,1,1
15,16,256,DLMT,8,1,False,1,128,True,64,1,1,False,0.16790945403108865,1,1,2048,1,False,True,False,32,False,1,False,64,True,8,8,256,True,1,16,16,1,1,12,1,0.0002544227463839477,35,0.16807803168319702,8,0.16799374285714283,8,32,1,True,1024,128,1,64,False,1,1,1,1
16,64,64,DLMT,1,1,True,8,1,False,256,1,8,False,0.12127366607385852,32,1,1,1024,False,True,True,16,True,16,True,128,False,12,12,1024,True,1,1,1,8,1,1,16,2.6535521052941512e-05,35,0.12129124821185581,16,0.12128245714285717,8,1,1,True,128,1,12,2048,True,1,32,1,8
17,256,1,DLMT,32,1,True,8,1,False,16,1,1,False,0.1425515682143538,64,512,1,2048,True,False,True,256,False,256,False,1024,True,12,4,64,True,16,1,4,1,1,4,1,0.00022035753878176827,35,0.14269757464278907,4,0.14262457142857143,12,32,1,True,512,1024,1,128,False,8,1,1,1
