id,speedup,T2_K,T2_J,T2_I,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,RT_I,cost_mean,U_J,U_I,U_K,points
1,1.9036662919051455,1,2048,256,1,64,512,256,SIMA,False,False,False,True,True,26,8,8,0.09372817714285715,26,13,1,101
2,2.1083888504551784,1,512,512,8,512,32,512,SIMA,True,True,True,False,False,7,8,1,0.08462726,1,10,17,100
