id,T_J,runs,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,correct_result,OMP,VEC,cost_std,SCREP,mean_confidence_interval_sup,baseline
43,2048,10,128,32,16,1.0067560000000002,1,9,DLMT,1.006424271246406,True,False,False,0.0005352233178777169,True,1.0070877287535944,False
44,1,10,1024,8,16,1.0359779999999998,30,1,DLMT,1.035822585854952,True,False,True,0.00025075087238133644,False,1.0361334141450478,False
45,2048,10,1,2,8,0.7816401000000001,10,1,DLMT,0.7815831587790176,True,False,False,9.187105093552728e-05,False,0.7816970412209825,False
46,8,10,8,1,1,0.24867160000000005,1,2,DLMT,0.2486460960557295,True,False,True,4.114899755765506e-05,True,0.2486971039442706,False
47,8,1,64,4,1,inf,20,1,DLMT,inf,False,True,True,inf,True,inf,False
48,1,10,1024,32,32,1.0324849999999999,13,1,DLMT,1.032238305226308,True,False,True,0.0003980263810352208,True,1.0327316947736918,False
49,128,10,2048,32,4,0.4630636,1,22,DLMT,0.46301886024252475,True,False,True,7.218476293512144e-05,False,0.4631083397574753,False
50,1024,10,1,8,1,0.9974505,1,21,DLMT,0.9973069347452764,True,False,False,0.00023163343886408076,True,0.9975940652547236,False
51,16,1,512,32,16,inf,1,1,DLMT,inf,False,True,False,inf,True,inf,False
52,32,1,2048,16,1,inf,9,1,DLMT,inf,False,True,False,inf,False,inf,False
53,1,1,2,16,4,inf,1,7,DLMT,inf,False,True,False,inf,True,inf,False
54,16,10,512,16,1,0.9050829,1,30,DLMT,0.9048305617424357,True,False,True,0.00040713178456121767,True,0.9053352382575643,False
55,8,1,4,2,2,inf,30,1,DLMT,inf,False,True,False,inf,True,inf,False
56,4,10,16,1,16,0.7702311,19,1,DLMT,0.7683137711761381,True,False,False,0.0030934885307691076,True,0.7721484288238618,False
57,8,1,2048,32,8,inf,1,9,DLMT,inf,False,True,True,inf,False,inf,False
58,128,1,2048,1,16,inf,1,25,DLMT,inf,False,True,False,inf,True,inf,False
59,1,10,2,16,1,0.21448349999999997,1,1,DLMT,0.21446410675308666,True,False,False,3.128977468758633e-05,False,0.21450289324691327,False
60,2048,1,1024,2,32,inf,1,1,DLMT,inf,False,True,True,inf,True,inf,False
61,2048,1,1,16,16,inf,28,1,DLMT,inf,False,True,True,inf,True,inf,False
62,1,1,256,8,32,inf,9,1,DLMT,inf,False,True,True,inf,False,inf,False
63,1,10,8,32,2,0.2331791,1,30,DLMT,0.23293822426173608,True,False,True,0.00038863773620172366,True,0.23341997573826392,False
64,4,10,2048,1,2,0.3890571,23,1,DLMT,0.389003132648827,True,False,True,8.707290049147901e-05,False,0.38911106735117296,False
65,2048,10,128,32,1,1.061482,1,18,DLMT,1.0614237392669634,True,False,True,9.399999999999928e-05,False,1.0615402607330366,False
66,2048,1,16,1,32,inf,1,9,DLMT,inf,False,True,True,inf,False,inf,False
67,1,1,1,1,2,inf,1,17,DLMT,inf,False,True,True,inf,True,inf,False
68,2048,1,4,16,4,inf,1,27,DLMT,inf,False,True,False,inf,False,inf,False
69,64,10,256,8,4,0.3893859,1,11,DLMT,0.38885450836700736,True,False,False,0.0008573667185049886,True,0.38991729163299266,False
70,512,1,8,32,32,inf,25,1,DLMT,inf,False,True,True,inf,False,inf,False
71,32,10,1,2,32,0.7954581000000001,1,30,DLMT,0.7951523510900269,True,False,False,0.0004933064868821562,False,0.7957638489099732,False
72,32,1,8,8,1,inf,7,1,DLMT,inf,False,True,True,inf,True,inf,False
73,8,1,256,32,8,inf,1,1,DLMT,inf,False,True,False,inf,False,inf,False
74,2048,10,2048,32,32,0.9621799,9,1,DLMT,0.96192252255488,True,False,False,0.0004152621942821321,True,0.96243727744512,False
75,4,10,4,4,32,0.3056275,1,21,DLMT,0.30558455106632504,True,False,False,6.929538224153615e-05,False,0.30567044893367495,False
76,1,1,512,2,1,inf,24,1,DLMT,inf,False,True,False,inf,False,inf,False
77,32,10,128,1,32,0.9571396,30,1,DLMT,0.957051669803058,True,False,False,0.0001418697994641674,False,0.957227530196942,False
78,1,10,8,4,8,0.5583572,29,1,DLMT,0.5582471966656064,True,False,True,0.0001774834076751906,False,0.5584672033343936,False
79,512,10,1,2,2,0.3844987,11,1,DLMT,0.38442978835195996,True,False,True,0.00011118457626847544,False,0.3845676116480401,False
80,128,1,8,32,4,inf,17,1,DLMT,inf,False,True,True,inf,True,inf,False
81,8,1,4,1,8,inf,1,1,DLMT,inf,False,True,False,inf,True,inf,False
82,32,1,64,4,2,inf,1,30,DLMT,inf,False,True,True,inf,True,inf,False
83,4,10,1,16,4,0.3633051,1,10,DLMT,0.3632341003486206,True,False,True,0.00011455343731202523,False,0.3633760996513794,False
84,1,10,8,8,1,0.2078602,1,29,DLMT,0.20782683936326002,True,False,False,5.382527287436766e-05,True,0.20789356063673997,False
85,8,10,1,2,1,0.2255769,20,1,DLMT,0.22554781523069636,True,False,True,4.692643178422729e-05,True,0.22560598476930363,False
86,1,1,1,32,1,inf,29,1,DLMT,inf,False,True,False,inf,False,inf,False
87,8,10,2048,1,4,0.29324490000000003,30,1,DLMT,0.29311699483168385,True,False,True,0.00020636688203294238,True,0.2933728051683162,False
88,128,10,8,4,8,0.8934379,1,21,DLMT,0.8932471842343408,True,False,False,0.00030770779970613497,False,0.8936286157656592,False
89,4,1,32,4,32,inf,1,1,DLMT,inf,False,True,True,inf,False,inf,False
90,64,1,4,8,16,inf,30,1,DLMT,inf,False,True,True,inf,True,inf,False
91,16,10,256,32,32,0.7707738999999999,1,24,DLMT,0.7707362804837528,True,False,False,6.0696705017637664e-05,True,0.770811519516247,False
92,2048,1,128,16,8,inf,25,1,DLMT,inf,False,True,False,inf,True,inf,False
93,1,10,256,1,32,0.9088944,25,1,DLMT,0.9087778698966777,True,False,True,0.0001880139356537258,True,0.9090109301033222,False
94,1024,1,1,8,2,inf,1,22,DLMT,inf,False,True,True,inf,True,inf,False
95,32,1,2048,8,32,inf,18,1,DLMT,inf,False,True,False,inf,False,inf,False
96,512,10,256,32,16,1.019885,1,1,DLMT,1.01977131364109,True,False,True,0.0001834257342904796,False,1.01999868635891,False
97,128,10,2048,8,1,0.2127424,1,4,DLMT,0.21263404139208333,True,False,True,0.00017482974575283128,True,0.21285075860791666,False
98,2048,10,8,16,32,0.20745260000000001,6,1,DLMT,0.20743254275857606,True,False,True,3.2361087744388846e-05,True,0.20747265724142397,False
99,64,10,1,2,32,0.818933,1,9,DLMT,0.8187571598783286,True,False,False,0.00028370689099843226,True,0.8191088401216714,False
100,1,1,2048,32,16,inf,1,15,DLMT,inf,False,True,True,inf,True,inf,False
101,2048,10,2048,2,8,0.7943123,3,1,DLMT,0.794177507746418,True,False,False,0.00021747875758336188,True,0.7944470922535819,False
102,16,1,512,1,1,inf,8,1,DLMT,inf,False,True,False,inf,True,inf,False
103,2048,10,1,1,16,0.6532828,1,30,DLMT,0.6532552086074428,True,False,True,4.451696305901954e-05,False,0.6533103913925573,False
104,1,1,256,4,8,inf,8,1,DLMT,inf,False,True,True,inf,False,inf,False
105,2048,1,32,2,1,inf,1,13,DLMT,inf,False,True,False,inf,False,inf,False
