id,SCREP,T1_Ja,technique,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,speedup,cost_mean,OMP,PAR,VEC,points
1,False,1024,RS,1,16,1,1,7,10,512,1024,19.386173988447524,0.07597331999999998,True,False,True,301
