id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,1,32,512,64,30,30,1,DLMT,26,1.3962624587515262,2048,512,2048,113,8,0.12723414285714282,1
2,8,64,512,1,1,14,12,DLMT,2,1.5493864953473522,1,2048,128,145,1,0.11465974285714287,1
