id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,points,technique,speedup,RT1_I,U1_T,T1_Ta,U1_J,U1_I,OMP,VEC,T1_T,SCR,RT1_T
1,2,1,256,256,512,0.08872988999999999,301,RS,32.64994468042279,2,8,16,1,9,True,False,16,True,32
