id,RT1_J,T1_Ja,RT1_I,RT1_T,mean_confidence_interval_inf,T1_I,T1_J,technique,T1_T,SCR,T1_Ia,U1_T,T1_Ta,U1_J,U1_I,VEC,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,1,1024,1,8,inf,16,128,RS,1,False,1024,1,8,27,23,False,False,1,inf,inf,False,False,inf
2,1,128,2,32,2.7205413083679173,4,8,RS,1024,False,256,30,1024,1,28,False,False,10,0.0025164635900406054,2.722101,True,True,2.7236606916320825
3,4,64,2,4,1.4861923477790417,32,2,RS,8,True,1024,8,1024,29,1,False,False,10,0.010786876100150614,1.492878,True,True,1.499563652220958
4,2,1024,4,4,1.790611658935798,8,256,RS,16,False,8,1,256,20,16,False,False,10,0.004271317010009901,1.7932590000000002,True,True,1.7959063410642022
5,2,512,4,16,inf,128,8,RS,1,False,128,17,32,8,1,True,False,1,inf,inf,False,False,inf
6,2,1024,8,4,1.1571721395910997,1,8,RS,1,True,1,1,1,3,9,False,False,10,3.527038417709618e-05,1.157194,True,False,1.1572158604089005
7,16,8,4,2,1.4390352826513704,1,1,RS,16,True,4,1,16,1,20,False,False,10,0.05707163740423082,1.474408,True,True,1.5097807173486295
8,16,128,2,4,1.166859323021298,8,1,RS,16,True,16,29,512,8,1,False,False,10,2.6907248094125642e-05,1.1668759999999998,True,False,1.1668926769787016
9,4,1,16,1,2.915363577913434,8,64,RS,2,False,16,17,1024,18,1,True,False,10,0.0038567945239537577,2.917754,True,True,2.9201444220865658
10,1,256,16,2,1.7151020946580546,512,64,RS,8,False,1,1,2048,12,21,False,False,10,5.793099343183794e-05,1.715138,True,False,1.7151739053419455
11,8,2048,2,2,2.153238337592597,1,2,RS,16,True,1,1,128,12,8,False,False,10,0.0009255679337573855,2.1538120000000003,True,False,2.1543856624074036
12,16,1024,1,4,5.603235436319019,16,4,RS,8,True,512,1,32,6,14,False,False,10,0.0004655792091578062,5.603523999999999,True,False,5.60381256368098
13,8,512,1,2,1.0969598569617283,32,512,RS,2,True,128,14,512,22,1,False,False,10,7.283543093851148e-05,1.0970049999999998,True,False,1.0970501430382713
14,1,64,2,2,1.7119906330792647,1024,64,RS,4,False,2048,1,32,6,18,False,False,10,0.03877631421370523,1.736024,True,True,1.7600573669207353
15,8,32,1,1,1.301171181062605,1024,16,RS,4,False,2048,12,512,1,6,True,False,10,0.0023278969049337463,1.3026140000000002,True,True,1.3040568189373953
16,1,1,1,1,1.5896926492064176,16,2,RS,64,True,64,8,512,3,1,False,False,10,2.154065922854513e-05,1.589706,True,False,1.5897193507935825
17,2,32,16,2,4.07877703505011,2,4,RS,4,False,128,1,1024,23,22,False,False,10,4.9959983987034486e-05,4.0788079999999995,True,False,4.078838964949889
18,2,256,2,4,0.9148315755801794,128,1,RS,2,True,1024,2,2,1,2,False,False,10,3.1340070197773235e-05,0.914851,True,False,0.9148704244198206
19,1,64,8,2,1.107923037918215,256,2,RS,32,True,256,28,256,15,1,True,False,10,3.0594117081552467e-05,1.107942,True,False,1.107960962081785
20,8,512,2,4,1.9018454198325083,128,32,RS,64,False,1,6,64,6,1,False,False,10,0.7431821104709129,2.362466,True,True,2.823086580167492
21,4,1024,2,2,1.9874205134302358,64,16,RS,16,False,512,25,2048,1,16,True,False,10,2.821347195937651e-05,1.9874380000000003,True,False,1.9874554865697647
22,8,4,1,1,1.1468358667787253,512,4,RS,512,False,2048,1,2048,13,22,True,False,10,2.1189620100422826e-05,1.146849,True,False,1.1468621332212747
23,8,1,2,8,2.917228415149345,1,2,RS,4,False,128,24,8,1,30,False,False,10,4.1279534881108523e-05,2.917254,True,False,2.9172795848506548
24,2,1024,8,2,2.4514488974678272,64,8,RS,8,False,256,9,8,1,26,True,False,10,8.890444308356447e-05,2.4515040000000003,True,False,2.4515591025321735
25,16,2048,2,4,1.7362918130534621,2048,8,RS,4,True,2048,2,8,1,17,False,False,10,0.05880845287031445,1.772741,True,True,1.8091901869465377
26,1,256,2,1,2.9760706695044097,2,4,RS,64,False,1,1,64,6,25,True,False,10,5.216320542303643e-05,2.976103,True,False,2.9761353304955906
27,2,2048,1,4,2.35497230185647,1,4,RS,128,False,256,1,256,30,9,False,False,10,0.00024152846623115914,2.355122,True,False,2.35527169814353
28,16,2048,4,2,2.539596034640848,4,128,RS,4,False,64,26,512,1,29,True,False,10,0.0019925383308735086,2.540831,True,True,2.5420659653591517
29,4,1024,1,2,0.5918887293818607,128,512,RS,4,True,2048,24,512,1,8,False,False,10,0.00011531331232777855,0.5919602,True,False,0.5920316706181394
30,2,256,2,2,2.7967777902565305,64,16,RS,8,False,2048,21,1,1,18,True,False,10,2.615339366125916e-05,2.796794,True,False,2.796810209743469
31,1,2048,16,2,0.7490319003582088,64,64,RS,1,True,128,21,16,12,1,True,False,10,8.82544049892201e-05,0.7490866,True,False,0.7491412996417913
32,1,512,1,1,1.3270200308730908,1,512,RS,1024,False,2048,3,1024,1,9,False,False,10,0.00494029310871326,1.3300819999999998,True,True,1.3331439691269087
33,2,4,8,4,1.168762841700154,8,1,RS,1024,True,2048,1,2048,25,17,True,False,10,0.00010190191362283281,1.168826,True,False,1.1688891582998457
34,1,1,4,2,1.162965818527046,1,8,RS,256,True,2048,15,1,10,1,False,False,10,0.006844490923363129,1.167208,True,True,1.171450181472954
35,1,16,8,4,1.1250452986732298,1,4,RS,1,True,32,24,16,17,1,True,False,10,1.565247584250177e-05,1.1250550000000001,True,False,1.1250647013267705
36,4,512,2,8,1.080401955374974,4,256,RS,128,True,128,1,512,9,13,False,False,10,0.002236295150466539,1.081788,True,True,1.083174044625026
37,4,512,8,2,1.0756745981091362,2,8,RS,1,True,256,7,2048,1,22,False,False,10,0.0035276208696513765,1.077861,True,True,1.0800474018908637
38,1,32,8,2,7.127443274499968,1,4,RS,2,False,1,1,32,7,12,False,False,10,0.00045938654747398845,7.127728,True,False,7.1280127255000325
39,8,256,8,4,2.7786040281642026,2,4,RS,512,False,2048,5,1,1,9,True,False,10,0.0014391400209847326,2.7794959999999995,True,True,2.7803879718357964
40,1,1,2,16,inf,1,16,RS,16,False,16,18,64,8,1,False,False,1,inf,inf,False,False,inf
41,16,2048,2,1,2.687801558064646,2,64,RS,16,False,256,1,512,28,6,True,False,10,0.003689029140573448,2.6900880000000003,True,True,2.6923744419353546
42,2,2048,4,4,2.7424042114426346,2,2048,RS,4,False,512,1,256,26,6,True,False,10,3.354101966247826e-05,2.742425,True,False,2.742445788557365
43,2,256,4,2,1.7638991035268954,8,256,RS,32,False,16,15,1024,1,25,False,False,10,0.00026282313444595364,1.7640619999999998,True,False,1.7642248964731042
44,1,128,4,4,0.7017190245468201,2,64,RS,1024,True,128,1,1024,30,21,False,False,10,1.8998947339268446e-05,0.7017308,True,False,0.7017425754531799
45,8,128,2,4,1.3608533073105626,64,1,RS,2,True,256,1,1024,6,8,False,False,10,0.0018839981422495986,1.362021,True,True,1.3631886926894372
46,16,1,1,2,8.780820690440164,2,512,RS,8,True,1,23,16,1,25,True,False,10,0.00012150720143269202,8.780896000000002,True,False,8.78097130955984
47,2,1024,2,1,0.4979681793624577,1,1024,RS,128,True,64,23,1,19,1,False,False,10,0.0745340285574314,0.544164,True,True,0.5903598206375423
48,4,16,4,16,1.8618991017300028,256,8,RS,4,False,1024,18,1024,1,16,True,False,10,0.0027055690713785148,1.8635760000000001,True,True,1.8652528982699974
49,2,512,1,2,0.7396726181483558,1,64,RS,2,True,2048,1,512,20,8,False,False,10,0.0037576645991892195,0.7420016,True,True,0.7443305818516442
50,4,2048,8,8,7.524826705105501,128,32,RS,8,True,256,9,16,1,23,False,False,10,0.00010696261028974807,7.524893000000001,True,False,7.524959294894502
