id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,cost_std,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,baseline,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
33,32,256,RS,2,4,False,1,1024,0.0001618517840495187,False,4,8,1,False,1.8080576850682764,256,64,1024,32,False,True,False,512,True,1,True,128,False,4,8,1,True,1,4,16,1,4,1,12,False,10,1.8082583149317235,4,1.808158,12,8,4,True,1,1,16,8,True,1,4,32,8
34,8,8,RS,2,2,False,1,2,0.00010176443386571194,False,128,256,8,True,2.036218926909425,8,4,512,256,True,False,True,128,False,2,False,256,False,8,16,256,True,1,8,1,16,16,8,1,False,10,2.0363450730905757,1,2.0362820000000004,8,1,2,True,1,1024,12,512,True,1,1,16,16
35,4,32,RS,8,1,True,32,1,0.00011164228589553487,False,8,1024,4,False,5.443924804665807,512,4,64,128,False,True,False,2,False,4,True,32,False,16,16,2048,False,1,12,1,8,16,1,12,False,10,5.444063195334193,1,5.443994,1,2,1,True,8,512,8,1,False,16,2,16,1
36,1,1,RS,1,16,True,8,256,0.0008618706399454334,False,8,512,4,True,2.185558816858873,64,128,4,16,False,True,True,4,False,256,True,512,True,4,1,2048,True,4,1,16,1,16,1,12,False,10,2.1866271831411273,12,2.186093,4,8,1,True,64,512,4,2048,True,4,4,1,1
37,1,512,RS,2,4,False,2,2,8.614522621714243e-05,False,64,64,16,True,1.993063607616734,2,1,8,128,True,True,True,1,False,4,False,128,False,16,12,512,False,1,12,16,1,1,1,12,False,10,1.9931703923832664,12,1.9931170000000002,8,32,2,True,512,8,16,2048,True,1,8,4,8
38,1024,256,RS,16,16,False,4,128,0.003189346171239469,True,4,1024,8,False,3.0600042590867664,1024,32,1024,128,False,False,True,1,False,32,False,128,True,8,12,2048,False,1,8,4,1,8,1,12,False,10,3.063957740913234,4,3.0619810000000003,1,16,2,True,1,2048,16,2048,False,12,1,4,1
39,2,1,RS,1,1,False,2,16,0.008393902846709638,True,2,128,32,False,2.656762500713962,16,8,2,2,False,True,False,4,True,8,False,1024,True,16,12,2048,False,1,1,12,1,1,1,1,False,10,2.667167499286037,8,2.6619649999999995,4,4,4,True,1,1024,12,1,True,1,32,2,16
40,128,1024,RS,8,16,False,2,512,0.0001349407277288587,False,2,4,16,False,3.3737373644072983,64,32,128,8,True,True,True,128,False,1,False,2,False,1,16,256,False,16,1,16,1,8,8,1,False,10,3.3739046355927025,8,3.3738210000000004,12,4,4,True,512,1,8,2048,False,16,1,16,1
41,512,32,RS,16,1,False,4,256,0.00024083396770394405,True,8,16,8,True,2.3249277323032067,2,8,1,2048,True,True,False,32,True,1,True,8,False,12,12,8,True,16,1,1,8,12,1,16,False,10,2.325226267696793,8,2.325077,1,2,16,True,64,512,16,1,True,1,32,2,8
42,1,32,RS,4,2,False,1,512,0.0010247126426466626,True,256,512,32,False,2.0188068881945482,16,4,2048,1,False,True,True,64,False,256,False,1,True,8,1,256,False,1,12,8,1,16,8,1,False,10,2.020077111805452,8,2.019442,4,2,1,True,512,512,8,1,True,1,4,16,8
43,8,64,RS,4,2,False,1,2,0.00024323651041730613,False,2,128,16,True,7.539365243219169,4,2,128,256,True,True,False,1,True,16,False,128,True,4,1,16,True,12,1,12,1,1,1,16,False,10,7.539666756780832,4,7.539516000000001,8,2,4,True,8,512,4,256,False,1,16,1,12
44,64,1,RS,1,4,False,8,64,0.0002639109698364146,True,64,64,32,False,2.149187429291925,1,16,1,2048,False,False,False,16,True,256,False,2048,True,8,4,512,True,4,1,1,12,8,4,1,False,10,2.1495145707080754,12,2.1493510000000002,12,32,4,True,2048,256,12,512,True,12,8,8,1
45,32,1,RS,8,16,False,8,1024,0.00021452272606887208,False,32,4,16,False,2.952967039880066,4,32,256,128,False,True,True,8,True,4,True,16,False,12,1,8,True,1,4,1,12,4,1,1,False,10,2.953232960119934,1,2.9531,4,1,2,True,2048,1,8,64,False,1,32,1,16
46,16,256,RS,8,32,True,4,1,0.00226540084753233,True,2,1024,1,True,3.8449129158085213,16,64,32,8,False,True,False,1,False,32,True,2048,False,8,4,1024,True,1,8,1,12,8,1,16,False,10,3.8477210841914795,4,3.8463170000000004,8,8,1,True,2048,1,1,2048,False,1,2,16,8
47,2048,1,RS,8,2,True,32,64,0.00132833316603935,True,256,8,2,False,2.7001657057024433,512,64,2048,256,False,True,True,1,False,1024,True,2048,True,1,16,1024,True,1,8,12,1,1,4,1,False,10,2.7018122942975564,8,2.700989,1,16,2,True,32,256,4,512,False,8,16,2,1
48,32,8,RS,1,1,True,8,8,0.00018536450577177535,False,8,2,8,True,1.9071651120001571,256,4,128,512,True,False,True,4,False,32,False,128,False,8,12,1024,False,1,16,1,1,1,4,1,False,10,1.907394887999843,12,1.90728,12,2,4,True,4,16,4,128,True,1,2,32,8
49,1,32,RS,2,8,False,16,256,0.00018621492958403513,False,32,128,16,True,2.8365565849117025,16,32,256,128,False,False,False,256,False,64,False,1,False,8,1,1,False,1,12,1,16,16,16,1,False,10,2.836787415088297,1,2.8366719999999996,16,4,16,True,1024,512,12,512,False,8,16,2,1
50,512,32,RS,32,2,True,8,32,0.0028536553751286053,True,32,32,2,True,3.421212318574586,8,2,512,256,True,True,True,256,False,4,True,4,True,12,8,2048,True,1,4,4,1,1,1,16,False,10,3.424749681425414,12,3.422981,1,4,1,True,2048,256,1,256,False,1,4,8,12
51,8,256,RS,8,16,False,1,64,0.00011117553687745976,False,1024,1,16,False,1.8006410939545296,1024,64,2048,2048,True,True,False,128,False,4,False,128,False,4,8,2048,True,8,1,12,1,4,1,12,False,10,1.8007789060454704,4,1.80071,16,8,2,True,256,512,12,512,True,12,1,32,1
52,2,256,RS,2,1,False,2,32,0.004369480976042894,False,1,128,8,False,3.460405817397299,2,4,16,1,False,True,True,1,True,4,True,512,True,12,12,2,True,1,8,1,4,1,4,1,False,10,3.4658221826027003,4,3.4631139999999996,8,8,16,True,256,1024,16,1024,False,1,2,1,12
53,1,2048,RS,4,8,False,8,32,0.0002738777099363858,True,8,8,1,False,2.903829251955923,8,1024,128,16,True,True,True,32,True,4,True,16,True,4,8,256,False,16,1,1,4,8,1,4,False,10,2.9041687480440777,1,2.903999,8,1,1,True,128,1,16,32,False,1,2,1,16
54,4,16,RS,4,8,False,8,8,0.0001598405455446579,False,4,64,2,True,4.5960899316239106,4,16,8,1024,False,False,False,4,False,256,False,2048,False,1,1,1,False,12,1,16,1,16,1,4,False,10,4.596288068376089,1,4.596189,12,8,2,True,32,8,1,1024,False,1,16,2,12
55,1024,256,RS,2,1,True,1,2,9.470480452435165e-05,True,4,2048,16,False,3.863002302432621,8,1,1024,256,False,True,False,1,True,256,False,2048,True,8,8,128,False,4,1,1,1,8,1,12,False,10,3.86311969756738,12,3.8630610000000005,8,16,8,True,512,8,8,1,True,1,4,1,8
56,256,2048,RS,1,4,False,8,4,0.005959641264371657,True,4,4,8,False,3.1243902439500255,4,1024,1,128,True,True,True,1,True,8,False,256,True,4,16,1024,False,12,1,1,12,16,4,1,False,10,3.131777756049975,16,3.1280840000000003,16,4,2,True,2048,128,16,64,False,12,2,8,1
57,1,512,RS,1,32,True,2,128,0.0001143721994192756,False,4,4,1,False,3.358332112678966,32,1,256,256,True,False,False,2,False,4,True,1024,True,8,1,256,False,16,1,16,1,1,1,4,False,10,3.358473887321034,12,3.358403,4,8,8,True,256,1024,1,512,True,1,1,2,1
58,64,512,RS,1,1,False,2,8,0.0006066498166158461,True,1,4,16,False,2.271068001457313,256,512,512,32,True,True,False,8,True,2,True,32,False,4,8,256,False,4,1,8,1,12,1,4,False,10,2.2718199985426866,4,2.271444,8,1,8,True,64,256,16,8,True,1,8,1,1
59,2,512,RS,8,32,False,1,8,0.00011137324633851346,False,2,4,4,False,5.189576971415188,128,128,1024,128,True,False,True,2,True,1,True,4,True,8,4,1024,False,8,1,1,8,4,4,1,False,10,5.189715028584813,8,5.189646000000001,8,16,4,True,256,128,4,1024,False,1,1,8,16
60,512,1024,RS,16,4,True,2,256,0.00017930142219181188,False,16,8,1,True,2.6257778698692404,256,1024,512,1024,False,False,True,1,False,2,True,32,False,8,16,512,False,16,1,1,12,16,16,1,False,10,2.6260001301307594,12,2.625889,1,8,8,True,2048,512,4,1024,False,1,16,2,12
61,8,2,RS,4,1,False,4,64,0.000123243661094588,True,64,32,4,True,1.7813226141910905,4,1,256,2048,False,True,False,1,False,256,True,512,True,12,16,2048,False,1,1,1,16,1,8,1,False,10,1.7814753858089094,8,1.781399,1,4,2,True,1,2048,1,32,True,1,8,16,1
62,1,64,RS,1,2,False,2,512,0.0004333820485437749,False,128,4,8,False,2.9923913919592224,1,64,1024,2048,True,True,True,16,False,256,True,512,False,1,16,1024,True,12,1,1,16,8,4,1,False,10,2.9929286080407773,4,2.99266,1,32,1,True,256,512,1,64,False,1,8,1,12
63,64,1,RS,4,4,True,2,16,0.0005380789904837149,False,512,2,2,True,1.7835755013147108,128,128,1,512,False,True,True,4,False,128,False,2048,True,16,8,2048,False,1,4,1,16,16,1,8,False,10,1.7842424986852892,8,1.783909,16,8,8,True,1024,1024,8,32,True,1,16,4,12
64,1,256,RS,2,16,False,1,8,0.00024912045279342626,False,64,32,32,False,2.0431025963809133,4,128,1024,512,True,True,True,64,False,1,False,512,False,4,12,16,False,4,1,1,4,12,1,4,False,10,2.043411403619087,12,2.043257,16,32,2,True,1,1024,8,64,True,16,16,8,1
65,4,128,RS,4,16,True,2,1024,0.00021360945671947815,False,4,512,8,True,1.984256605919872,1,32,512,8,False,True,False,32,False,128,True,512,False,4,8,1024,False,1,16,8,1,4,16,1,False,10,1.9845213940801283,8,1.9843890000000002,16,32,2,True,512,2048,8,1,True,16,1,4,1
66,32,32,RS,2,8,True,8,1024,0.0005916553050552572,True,4,4,8,False,1.99038529498109,128,16,128,64,False,True,True,1,True,64,False,1,True,16,8,1,True,1,4,1,12,12,1,16,False,10,1.9911187050189096,4,1.9907519999999999,1,16,2,True,1,2048,12,32,True,12,8,2,1
67,16,32,RS,16,32,True,4,64,0.00033763293678196985,False,8,1,1,False,2.59672873678304,4,2,2048,256,False,True,False,32,False,1,True,4,False,8,4,256,False,8,1,1,16,4,8,1,False,10,2.5971472632169594,1,2.5969379999999997,8,8,8,True,32,1024,16,1024,True,1,2,2,8
68,1,1,RS,8,2,False,2,16,0.00010438390680559672,False,64,1,16,True,1.5341873033731093,32,2048,32,128,False,True,False,32,False,128,False,1024,False,16,1,32,True,4,1,8,1,4,8,1,False,10,1.5343166966268906,12,1.534252,1,16,8,True,1024,32,4,2048,True,1,8,8,4
69,32,256,RS,1,2,False,2,1,0.00016644518617248702,False,4,2,4,False,4.996662838100459,16,8,1024,512,False,False,False,2,False,4,True,16,True,1,4,128,False,16,1,1,12,4,1,4,False,10,4.996869161899541,8,4.996766,12,2,16,True,32,4,1,32,False,1,16,1,4
70,16,2,RS,8,16,True,4,4,0.00014752965803525015,True,16,16,2,True,2.8816135618508323,1,1,1,1024,False,False,False,1,False,2,False,128,True,8,12,1024,True,12,1,8,1,8,16,1,False,10,2.881796438149168,4,2.881705,8,1,4,True,1024,512,12,512,True,16,4,8,1
71,16,16,RS,4,8,False,1,8,0.000434378866889357,True,4,8,2,True,4.619315774136164,256,1,32,1024,True,True,True,1,False,2048,False,1,True,8,4,512,False,12,1,8,1,12,4,1,False,10,4.619854225863837,4,4.619585000000001,4,4,16,True,32,2048,16,2048,False,1,16,2,8
72,256,16,RS,8,32,True,1,8,0.0003215960198758542,True,8,1024,16,False,4.591996676384472,4,1,2048,1024,True,False,True,256,True,256,True,256,True,8,12,1024,True,1,1,4,1,1,12,1,False,10,4.592395323615527,8,4.5921959999999995,1,8,8,True,1,256,1,2048,False,4,4,1,1
73,256,1,RS,2,2,False,16,8,0.0004885785504910871,False,16,2,8,False,2.766758181441515,2,256,512,256,True,False,False,64,False,32,True,128,False,4,1,1024,True,16,1,4,1,12,1,8,False,10,2.767363818558485,8,2.767061,12,32,2,True,2048,128,16,1024,False,16,32,4,1
74,1,256,RS,1,8,True,8,2,0.00012704723531028895,True,4,1,32,True,4.4587842567546865,256,1,128,32,False,True,False,8,True,1,True,512,False,4,4,2048,False,1,4,16,1,1,8,1,False,10,4.458941743245314,12,4.458863,12,1,32,True,512,8,8,4,False,1,2,8,16
75,512,256,RS,1,1,False,2,1,0.00011031319050775958,True,128,64,8,True,3.847560628432526,2,8,1,128,False,False,True,8,True,64,True,64,True,4,8,1,False,4,1,8,1,8,8,1,False,10,3.8476973715674747,1,3.8476290000000004,1,2,8,True,32,16,16,1,False,1,1,8,16
76,8,256,RS,16,8,False,16,2,0.12415540610058032,False,128,2048,8,False,3.6347650960651054,2048,16,2048,128,True,True,True,256,True,8,False,1024,True,8,16,1,False,12,1,1,16,8,1,4,False,10,3.7886669039348955,12,3.7117160000000005,12,8,1,True,512,32,16,2048,False,16,2,32,1
77,16,2,RS,1,4,True,1,64,0.00015619218930535344,True,32,128,2,True,2.125655192856984,64,1,1024,64,False,False,False,64,True,32,True,32,True,1,8,512,True,1,8,1,12,8,1,8,False,10,2.125848807143016,8,2.125752,12,8,1,True,512,2048,16,1024,True,12,1,2,1
78,512,2048,RS,4,8,False,2,8,0.00020416659863942862,True,8,1,1,False,2.2668194585564008,1024,256,512,64,True,False,True,4,False,2,True,64,True,12,12,1,True,1,4,12,1,1,8,1,False,10,2.267072541443599,1,2.266946,16,2,1,True,512,1024,8,512,True,1,2,2,12
79,2,1,RS,1,8,False,2,16,0.0021826362500426055,True,2,4,2,True,2.5641102128948954,16,32,8,512,True,True,True,1024,False,16,True,128,True,4,12,2048,True,1,4,1,1,12,1,4,False,10,2.5668157871051043,1,2.565463,16,2,32,True,2048,1,12,1,True,1,1,2,8
80,8,512,RS,8,1,True,2,2,0.0001207518115805411,True,4,4,16,False,3.2861581586270407,16,256,8,2048,False,False,True,64,False,64,True,128,False,4,8,2048,False,1,1,16,1,4,1,8,False,10,3.2863078413729596,12,3.286233,1,4,2,True,128,512,1,1,False,12,8,2,1
81,2,1024,RS,2,32,True,1,4,0.0005649858405305254,True,4,64,32,False,2.713410824582717,8,4,8,32,False,True,False,4,False,512,True,1024,True,1,12,32,False,1,12,1,12,1,8,1,False,10,2.7141111754172838,8,2.7137610000000003,4,32,4,True,256,128,8,256,True,1,2,4,16
82,16,16,RS,2,1,True,1,2,0.0034447124698586415,False,32,512,2,False,3.9570089843234646,2,4,32,2048,False,True,False,128,False,4,False,32,False,1,8,8,False,1,8,1,16,8,4,1,False,10,3.9612790156765367,4,3.9591440000000007,4,2,8,True,256,16,4,2048,False,1,1,32,16
83,16,1024,RS,8,16,False,4,4,0.00017029386365925307,False,16,2,1,False,3.146784452709272,32,512,2048,256,True,True,False,32,True,16,True,512,False,1,12,128,False,1,4,16,1,8,12,1,False,10,3.146995547290728,16,3.14689,12,32,1,True,512,64,16,32,False,1,32,2,4
84,1,2048,RS,4,2,True,16,256,0.00022605530296812177,False,128,256,16,True,1.8050968920461943,128,128,16,256,True,False,False,16,False,32,True,1024,True,1,8,1024,False,12,1,1,1,1,1,12,False,10,1.8053771079538057,1,1.805237,8,4,1,True,128,256,1,512,True,8,8,16,1
85,1,2,RS,4,1,True,32,1024,0.0001779775266711862,False,8,4,32,False,2.4446276904131072,2,1,512,256,False,True,True,8,False,8,False,1024,False,1,1,64,False,1,16,1,12,8,1,4,False,10,2.444848309586893,8,2.444738,12,16,8,True,8,1024,12,32,True,4,4,1,1
86,2,512,RS,4,32,True,4,512,0.00010763363786474067,True,1,4,1,True,2.1608382892059432,32,256,64,32,False,False,False,512,False,256,True,512,True,12,1,32,True,1,8,1,12,12,1,16,False,10,2.160971710794058,8,2.1609050000000005,4,2,2,True,1024,512,16,1024,True,1,8,1,1
87,16,1,RS,2,4,True,8,1,0.00016220049321752193,False,8,4,2,True,2.5882404689400667,512,128,2048,64,True,True,True,2048,True,128,True,256,False,12,12,2048,False,1,1,1,16,8,12,1,False,10,2.588441531059934,8,2.5883410000000002,12,1,2,True,1,512,12,1024,False,1,16,8,16
88,64,32,RS,8,4,True,32,1,0.00022635370551427278,True,1024,64,4,True,4.205667707097778,256,8,2048,1,False,False,True,2,False,128,False,512,False,8,4,256,True,8,1,8,1,8,4,1,False,10,4.205948292902221,12,4.205807999999999,12,4,8,True,8,1024,16,128,False,16,2,8,1
89,8,1,RS,1,2,True,32,512,0.002167851470926904,True,2048,32,16,False,1.937496376427545,4,2,2048,2048,True,True,True,16,False,128,True,512,True,16,12,4,True,1,16,1,4,16,1,16,False,10,1.9401836235724543,1,1.9388399999999997,4,4,8,True,2048,2048,8,2048,True,4,2,2,1
90,1,4,RS,8,1,False,16,4,0.00024204338454092753,True,2,256,4,False,3.2448349827126592,2048,1,16,8,True,False,True,1,False,2,True,2,True,16,1,1,False,4,1,8,1,12,12,1,False,10,3.2451350172873403,16,3.244985,8,4,4,True,32,32,12,2048,True,1,32,2,16
91,4,64,RS,8,8,True,1,16,0.00015774663229373495,True,4,512,16,True,4.186226229420942,2,64,8,1,False,True,True,1,False,1024,True,1024,False,12,16,256,False,1,4,1,8,8,1,4,False,10,4.186421770579059,8,4.186324000000001,16,32,4,True,128,256,16,2048,False,16,1,16,1
