id,speedup,T2_J,T2_I,T3_J,T3_I,T2_Ja,T2_Ia,technique,T3_Ja,VEC2,VEC3,U2_J,SCREP,RT2_I,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,points,T3_Ia,U3_I,U3_J
1,1.0042806782903297,64,2048,64,1,2048,1,DLMT,128,False,False,20,True,1,1,32,False,6.950534,8,False,1,235,256,25,1
