id,T2_J,T2_I,T3_J,T3_I,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T3_Ja,VEC2,VEC3,cost_std,U2_J,SCREP,RT2_I,runs,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,correct_result,T3_Ia,mean_confidence_interval_sup,U3_I,U3_J
1,16,16,1,8,6.9948844849317755,1024,False,64,DLMT,4,False,False,0.0009253302113299196,1,True,1,10,20,1,False,6.995457999999999,8,False,1,True,2048,6.996031515068223,1,30
2,32,1,1,64,7.020496683832575,2048,False,1024,DLMT,128,True,False,0.001786584450844627,9,False,8,10,1,8,False,7.021604000000001,8,False,8,True,2048,7.022711316167427,7,1
3,2048,1024,512,128,7.113629727746807,2048,False,1024,DLMT,512,False,True,0.0011475926977808125,1,False,1,10,20,32,False,7.1143410000000005,1,False,8,True,2048,7.115052272253194,1,18
4,16,32,512,64,7.037081427903017,1,False,2048,DLMT,1024,True,True,0.004971921258427316,9,False,1,10,1,32,False,7.040163,32,True,32,True,256,7.043244572096983,1,5
5,2048,8,2048,4,6.970473346567191,2048,False,128,DLMT,1,True,True,0.003021407618974907,1,True,8,10,23,1,False,6.972345999999999,32,True,32,True,2048,6.974218653432807,16,1
6,256,128,32,4,6.968310597052828,1024,False,2048,DLMT,2048,False,False,0.002138453646914136,1,False,32,10,4,32,False,6.9696359999999995,8,True,8,True,2048,6.970961402947171,20,1
7,64,1,1024,1,6.98845226085394,1,False,512,DLMT,2048,False,False,0.0011128503942578593,25,False,32,10,1,32,False,6.989141999999999,1,False,32,True,8,6.989831739146059,4,1
8,1,2048,8,32,6.970645761483587,16,False,1,DLMT,8,True,True,0.0009991020968850765,29,True,1,10,1,1,False,6.971265000000001,8,False,1,True,32,6.971884238516415,1,18
9,2048,32,256,128,6.974365431307955,1,False,2048,DLMT,1,True,True,0.0013078012081353687,1,False,1,10,30,32,False,6.975175999999999,32,False,8,True,512,6.9759865686920435,1,9
10,1,1,2,16,7.004181162518265,2048,False,1,DLMT,2048,False,False,0.00042729849051920197,1,True,32,10,13,8,False,7.004446,8,False,8,True,64,7.004710837481735,1,4
