id,RT2_I,T2_J,T2_I,T2_Ja,mean_confidence_interval_inf,baseline,T2_Ia,technique,RT2_J,VEC2,VEC1,SCR,U1_K,U1_J,cost_std,runs,U2_I,U2_J,cost_mean,correct_result,OMP,mean_confidence_interval_sup
34,1,4,64,1,inf,False,256,DLMT,2,False,True,True,8,2,inf,1,1,20,inf,False,False,inf
35,1,8,2048,2048,8.001996065168553,False,1,DLMT,32,False,True,False,29,18,0.0003306493611061751,10,1,14,8.002201000000001,True,False,8.00240593483145
36,16,256,512,2048,2.198367810053602,False,512,DLMT,1,False,False,False,15,1,0.0004907911979650672,10,30,1,2.1986719999999997,True,False,2.1989761899463973
37,2,1,2048,2048,inf,False,2048,DLMT,16,False,False,True,18,11,inf,1,1,12,inf,False,False,inf
38,8,256,256,2048,inf,False,1024,DLMT,4,True,False,True,4,30,inf,1,1,20,inf,False,False,inf
39,16,32,1,512,inf,False,16,DLMT,2,True,False,True,8,15,inf,1,1,1,inf,False,True,inf
40,4,512,128,1,inf,False,128,DLMT,16,False,False,True,30,29,inf,1,1,2,inf,False,False,inf
41,2,1024,8,1024,inf,False,256,DLMT,32,False,True,True,15,3,inf,1,7,1,inf,False,False,inf
42,16,2048,1,2048,0.29797392224568875,False,32,DLMT,2,False,False,False,1,9,0.032339848997792194,10,1,14,0.318018,True,True,0.3380620777543113
43,1,1,1,1,1.9263589878136185,True,1,DLMT,1,False,False,False,1,1,0.0009261322799686874,10,1,1,1.926933,True,False,1.9275070121863815
