id,U2_I,U2_J,U1_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,U1_K,T2_J,T2_I,OMP,VEC2,VEC1,T2_Ja,SCR,RT2_I
1,1,10,29,0.26475440000000006,43,DLMT,7.278190655188353,2,8,4,1,8,True,False,False,512,False,32
