id,T_J,runs,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,correct_result,OMP,VEC,cost_std,SCREP,mean_confidence_interval_sup,baseline
68,128,10,2048,16,8,0.9897167,1,30,DLMT,0.9895215411097588,True,False,False,0.0003148764995994639,True,0.9899118588902412,False
69,64,1,256,32,4,inf,1,8,DLMT,inf,False,True,True,inf,False,inf,False
70,16,10,8,16,4,0.28277910000000006,1,2,DLMT,0.28255829121080006,True,False,False,0.00035626098579552345,False,0.28299990878920006,False
71,8,10,1,8,1,1.0621930000000002,1,12,DLMT,1.0617209289319902,True,False,False,0.0007616567468354759,False,1.0626650710680101,False
72,256,10,16,1,1,0.23380769999999998,26,1,DLMT,0.2337711972295845,True,False,False,5.889490640114549e-05,False,0.23384420277041545,False
73,2048,10,16,1,8,0.687994,15,1,DLMT,0.6846677873506616,True,False,True,0.005366633283540075,True,0.6913202126493384,False
74,16,1,2048,1,1,inf,30,1,DLMT,inf,False,True,True,inf,False,inf,False
75,256,10,8,32,32,0.2213428,29,1,DLMT,0.22132445616106544,True,False,True,2.9596621428804617e-05,True,0.22136114383893457,False
76,256,1,512,8,32,inf,8,1,DLMT,inf,False,True,False,inf,False,inf,False
77,8,10,256,8,1,0.23329350000000004,24,1,DLMT,0.23314032978644247,True,False,True,0.00024713043114922133,True,0.2334466702135576,False
78,1,10,1,32,16,1.028755,11,1,DLMT,1.0283269441350025,True,False,True,0.0006906410066018434,False,1.0291830558649977,False
79,128,1,4,4,8,inf,1,23,DLMT,inf,False,True,True,inf,False,inf,False
80,16,1,8,16,32,inf,1,9,DLMT,inf,False,True,True,inf,False,inf,False
81,2048,10,128,1,4,0.2100996,3,1,DLMT,0.21003618663816404,True,False,True,0.00010231343997735428,False,0.21016301336183596,False
82,1,10,32,32,1,0.9807713999999998,1,30,DLMT,0.9805795332001024,True,False,True,0.00030956492049325683,False,0.9809632667998973,False
83,256,1,8,16,2,inf,1,26,DLMT,inf,False,True,False,inf,True,inf,False
84,1,1,16,2,8,inf,11,1,DLMT,inf,False,True,True,inf,True,inf,False
85,1024,10,2048,1,1,0.6578731000000001,1,17,DLMT,0.6578479078668965,True,False,True,4.064591000335467e-05,True,0.6578982921331037,False
86,8,10,1024,4,2,0.4520993,30,1,DLMT,0.4520477562636021,True,False,False,8.316255166841162e-05,False,0.45215084373639786,False
87,1,10,512,4,32,0.9626192,1,19,DLMT,0.9625167762501781,True,False,True,0.0001652542283876496,False,0.962721623749822,False
88,16,10,1,32,32,0.9783759,15,1,DLMT,0.978316564894429,True,False,False,9.573343198696744e-05,True,0.978435235105571,False
89,512,10,256,32,4,0.43296619999999997,1,8,DLMT,0.4329139010502622,True,False,False,8.438104052450886e-05,True,0.43301849894973776,False
90,4,10,2048,8,2,0.3932844,23,1,DLMT,0.39320353909723876,True,False,True,0.0001304639413784445,True,0.3933652609027612,False
91,128,1,512,16,16,inf,22,1,DLMT,inf,False,True,True,inf,False,inf,False
92,16,10,1,4,1,0.27379739999999997,1,1,DLMT,0.2736092470916191,True,False,False,0.0003035727919297072,False,0.27398555290838084,False
93,2048,10,32,16,16,1.050208,30,1,DLMT,1.0482903882250243,True,False,False,0.0030939450544571877,False,1.0521256117749758,False
94,1,1,2048,2,8,inf,1,7,DLMT,inf,False,True,False,inf,False,inf,False
95,2048,1,2048,32,32,inf,1,25,DLMT,inf,False,True,True,inf,False,inf,False
96,2048,10,1,8,16,1.001404,1,30,DLMT,1.0012634772796951,True,False,True,0.00022672450242531425,True,1.0015445227203048,False
97,1,1,1024,16,32,inf,1,3,DLMT,inf,False,True,False,inf,True,inf,False
98,32,10,2048,32,8,0.9693405,1,1,DLMT,0.9691684255985008,True,False,True,0.0002776311401842371,False,0.9695125744014993,False
99,16,1,1,1,8,inf,1,22,DLMT,inf,False,True,False,inf,True,inf,False
100,128,1,16,4,32,inf,30,1,DLMT,inf,False,True,True,inf,True,inf,False
101,512,10,8,1,32,0.3823844,21,1,DLMT,0.3823280816703397,True,False,False,9.086605526817435e-05,False,0.3824407183296603,False
102,4,1,64,1,32,inf,1,30,DLMT,inf,False,True,False,inf,False,inf,False
103,256,1,2048,16,1,inf,10,1,DLMT,inf,False,True,False,inf,False,inf,False
104,1,1,1,1,2,inf,30,1,DLMT,inf,False,True,True,inf,False,inf,False
105,2048,1,64,32,1,inf,22,1,DLMT,inf,False,True,False,inf,True,inf,False
