id,correct_result,runs,baseline,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,mean_confidence_interval_sup,cost_std,RT_I,cost_mean,RT_J
1,True,35,False,32,128,16,128,1,2,20,DLMT,9,1,128,1,0.16070308667695168,0.16076205618019115,8.899864708900688e-05,1,0.16073257142857142,1
2,True,35,False,1,16,32,128,1,17,19,DLMT,8,1024,256,2048,0.2194409587480713,0.21956309839478583,0.00018433703382884293,1,0.21950202857142856,32
3,True,35,False,32,64,512,32,18,1,10,DLMT,23,2048,1,256,0.16469762592487935,0.16473700264654917,5.9428598901093006e-05,1,0.16471731428571426,1
4,True,35,False,8,512,16,512,3,2,1,DLMT,30,512,2048,512,0.3070746319605997,0.3072063966108288,0.0001988633948114076,1,0.30714051428571426,1
5,True,35,False,1,128,256,1,7,23,1,DLMT,29,1,1,2048,0.19380536342678442,0.19383715085892986,4.7974602124246525e-05,1,0.19382125714285714,8
6,True,35,False,8,32,64,512,17,1,15,DLMT,15,512,512,2048,0.12084192809877067,0.12086504332980072,3.488624078226736e-05,1,0.1208534857142857,8
7,True,35,False,1,512,1,16,1,5,14,DLMT,23,1,1024,2048,0.1464258440057036,0.14646004170858215,5.161225926194709e-05,1,0.14644294285714288,32
8,True,35,False,1,256,512,256,30,17,1,DLMT,24,2048,1024,512,0.3213684330836511,0.3218713954877775,0.0007590868337841786,32,0.3216199142857143,1
9,True,35,False,1,512,128,1,19,16,1,DLMT,14,1024,256,2048,0.11513818910166068,0.11515741089833934,2.9010146008398645e-05,8,0.11514780000000001,8
10,True,35,False,32,512,256,256,1,30,1,DLMT,9,1,1,1,0.19438551641880086,0.1945017407240563,0.00017540941263460315,1,0.19444362857142858,1
11,True,35,False,32,256,1,128,1,20,29,DLMT,22,2048,2048,2048,0.2531064430472694,0.2538004140955877,0.0010473631458017196,1,0.25345342857142855,1
12,True,35,False,1,1,64,64,2,1,1,DLMT,10,2048,128,512,0.20600869978748354,0.20603295735537358,3.661029185061878e-05,1,0.20602082857142856,32
13,True,35,False,8,128,1,16,1,14,25,DLMT,29,1024,1,1,0.13352388424745915,0.13362988718111235,0.00015998299399419476,1,0.13357688571428575,8
14,True,35,False,32,1,1,64,1,10,7,DLMT,27,1024,512,1,0.13420679061528085,0.13425183795614776,6.798687748532165e-05,1,0.1342293142857143,1
15,True,35,False,32,1,64,512,1,26,29,DLMT,20,2048,64,2048,0.19306562364751115,0.19326191920963168,0.00029625549646154043,1,0.1931637714285714,1
16,True,35,False,1,512,1,512,21,15,1,DLMT,29,1,2048,1,0.3210129513455023,0.32171276294021206,0.001056177883904494,32,0.3213628571428572,1
17,True,35,False,32,256,512,1,24,1,30,DLMT,30,1024,512,256,0.20309533504982036,0.2032984363787511,0.0003065269758745143,1,0.20319688571428574,1
18,True,35,False,1,64,64,512,20,1,20,DLMT,3,1,64,64,0.14872141276787423,0.14885538723212574,0.00020219851631503186,1,0.1487884,32
19,True,35,False,1,1,256,16,1,22,28,DLMT,30,256,1,128,0.18931950526598934,0.1894787804482964,0.00024038316352465862,1,0.18939914285714288,32
