id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,512,2048,2048,0.2593639689859958,1,128,1,256,DLMT,True,False,False,False,True,6,1,35,0.25940848815686135,6.718974654526598e-05,0.25938622857142857,30,1,True,2,32
2,1,1,1024,0.09890467059416765,1,1,16,64,DLMT,True,False,True,False,False,29,32,35,0.09892980940583236,3.794029294261535e-05,0.09891724,1,6,True,13,1
3,512,1,1,0.20236941201147646,1,32,16,1,DLMT,False,True,True,True,False,6,1,35,0.202392759417095,3.5236646044847033e-05,0.20238108571428573,13,1,True,29,1
4,512,2048,1,0.08875672987607551,1,512,32,1,DLMT,True,True,True,False,False,24,1,35,0.08887185298106738,0.00017374744622407503,0.08881429142857145,16,1,True,14,8
5,128,2048,1,inf,32,128,128,16,DLMT,False,False,False,True,True,29,1,1,inf,inf,inf,10,1,False,28,1
6,2048,1,128,inf,32,128,1,16,DLMT,True,True,True,False,True,24,1,1,inf,inf,inf,1,28,False,23,1
7,2048,2048,64,0.27747021508348135,1,1,32,64,DLMT,False,True,False,False,False,30,1,35,0.27766875634509014,0.00029964477745000515,0.27756948571428575,1,15,True,17,32
8,1024,256,1,0.18610605689274531,1,512,128,256,DLMT,True,False,True,True,True,19,1,35,0.18621337167868326,0.00016196288312512842,0.1861597142857143,4,17,True,1,32
9,1,1024,1024,inf,1,512,16,16,DLMT,True,True,False,True,True,1,32,1,inf,inf,inf,2,22,False,1,1
10,2048,1024,1,inf,1,1,1,512,DLMT,False,True,True,True,True,6,32,1,inf,inf,inf,1,15,False,30,1
11,2048,512,2048,inf,32,128,512,512,DLMT,False,False,True,False,True,24,1,1,inf,inf,inf,28,1,False,26,1
12,1,64,512,0.12664232220277602,1,1,1,32,DLMT,True,False,False,False,True,28,1,35,0.12666727779722395,3.766377570026515e-05,0.12665479999999998,10,4,True,1,1
13,1,256,256,0.19039849878127596,1,256,32,256,DLMT,True,False,True,True,False,11,1,35,0.19049635836158124,0.00014769278649843717,0.1904474285714286,1,30,True,29,1
14,1024,1,1,0.10210815908093508,1,1,512,512,DLMT,False,False,True,True,False,16,8,35,0.10213264091906495,3.694876761911436e-05,0.10212040000000001,11,20,True,1,8
15,1,1,2048,0.11633006137733248,8,1,512,128,DLMT,True,True,False,True,False,9,1,35,0.11636668147981036,5.52682216696955e-05,0.11634837142857142,1,21,True,29,8
16,256,1,1024,0.12320785958384392,1,512,128,64,DLMT,False,True,False,False,False,30,8,35,0.12324751184472749,5.984445143325315e-05,0.1232276857142857,2,9,True,1,1
17,256,2048,2048,0.23904064350392898,1,1,256,1,DLMT,True,True,True,True,True,23,8,35,0.2390879850674996,7.144939125145799e-05,0.23906431428571429,29,1,True,1,1
18,2048,128,1,0.17998124919389374,32,128,128,16,DLMT,True,False,False,False,False,2,1,35,0.18010166509182057,0.00018173549741425622,0.18004145714285716,1,29,True,1,1
