id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.19502254778297606,1,32,64,256,26,30,1,DLMT,26,1,1,64,0.19490888078845248,0.0001715498380610592,1,0.19496571428571427,32
2,True,35,0.18566352552361742,32,512,256,256,1,2,2,DLMT,7,1,2048,512,0.18563230304781114,4.712195207487747e-05,1,0.18564791428571428,1
3,True,35,0.3012972181287209,1,1,1,16,19,13,1,DLMT,7,1,1,1024,0.30123443901413627,9.474823351969328e-05,32,0.3012658285714286,1
4,True,35,0.44906514470820896,1,256,16,16,26,1,1,DLMT,15,256,2048,1,0.4490045124346483,9.150815286528008e-05,1,0.4490348285714286,32
5,True,35,0.4341407094806044,1,32,256,16,23,1,1,DLMT,6,2048,1024,1,0.4341229476622526,2.6806700350353876e-05,1,0.4341318285714285,1
6,True,35,0.22335029473172968,8,512,128,1,29,5,1,DLMT,30,1024,2048,2048,0.22321707669684177,0.00020105688909624668,1,0.22328368571428572,8
7,True,35,0.15623604918498218,1,1,32,1,1,27,16,DLMT,1,512,128,2048,0.15571337938644642,0.000788829859309835,1,0.1559747142857143,32
8,True,35,0.1423154539528603,8,1,512,1,5,1,2,DLMT,3,64,1,1024,0.14229443176142545,3.172735895284026e-05,1,0.14230494285714287,8
9,True,35,0.32273612394930873,1,512,1,512,19,25,1,DLMT,11,2048,64,1,0.32226090462211987,0.0007172161009836623,32,0.3224985142857143,1
10,True,35,0.4140160532087255,32,16,1,1,13,1,29,DLMT,5,2048,128,256,0.413964175362703,7.829569279471279e-05,1,0.41399011428571425,1
11,True,35,0.33100577677375553,1,512,64,1,1,25,24,DLMT,27,64,256,1,0.33053919465481596,0.0007041805519864329,32,0.33077248571428575,1
12,True,35,0.2611753619489001,1,512,512,64,29,1,30,DLMT,8,512,1,2048,0.2608714951939569,0.0004586053570003132,32,0.2610234285714285,1
13,True,35,0.1362021904994929,1,256,32,128,1,9,3,DLMT,4,128,2048,2048,0.13612500950050704,0.00011648401484446525,1,0.13616359999999997,1
14,True,35,0.24732651319715016,1,16,32,32,1,28,29,DLMT,30,128,2048,64,0.24730417251713555,3.371726379098714e-05,1,0.24731534285714285,1
15,True,35,0.21336044453691058,1,16,1,128,1,5,27,DLMT,8,1,2048,64,0.2133399554630894,3.0922760919055514e-05,1,0.2133502,32
16,False,1,inf,32,32,16,1,1,29,6,DLMT,28,1,128,1024,inf,inf,1,inf,1
17,True,35,0.15076810048220915,8,16,256,256,4,1,5,DLMT,26,1024,1,1,0.1507357280892194,4.885744360809774e-05,1,0.15075191428571427,1
18,True,35,0.16244004432443485,1,256,256,1,1,29,22,DLMT,24,2048,256,2048,0.16239704138985087,6.490139459524719e-05,1,0.16241854285714286,32
