id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,1,1,2048,False,1,64,128,512,128,19,0.2553427128790963,512,256,64,DLMT,8,False,True,True,512,256,False,29,28,1,1,1,35,512,13,1,0.2553877142857143,1,False,0.0001358351041159972,True,0.2554327156923322
2,1,8,1024,False,1,256,32,512,64,1,0.20274963844567934,64,128,128,DLMT,1,True,False,True,64,128,False,13,13,1,512,32,35,2048,18,5,0.20527251428571425,1,True,0.0076152086825225845,True,0.20779539012574916
3,32,1,64,False,1,256,32,32,256,1,0.20286738859744455,64,16,64,DLMT,8,True,True,True,512,256,True,1,27,23,1,8,35,512,14,26,0.20401554285714285,1,True,0.0034656617454502875,True,0.20516369711684115
4,1,1,2048,False,1,32,16,128,2048,5,0.08786325637952344,128,16,16,DLMT,1,False,False,True,256,128,True,22,15,1,512,8,35,512,6,1,0.09052970857142859,1,True,0.008048588662629754,True,0.09319616076333373
5,1,8,2048,False,1,16,64,1,1024,13,0.121154323506026,16,64,16,DLMT,1,False,True,False,1,2048,False,1,28,3,2048,1,35,128,25,1,0.12344354285714285,32,True,0.006909925095078229,True,0.1257327622082597
6,1,32,1024,False,1,1,16,1,64,8,0.2003902592270372,128,32,1,DLMT,32,True,True,True,512,1024,False,1,16,15,64,1,35,2048,7,1,0.2004342857142857,1,False,0.00013289234556664422,True,0.2004783122015342
7,1,32,1024,False,1,16,256,1,1,16,0.09733318942343176,128,16,64,DLMT,1,False,True,False,2048,1,True,25,1,14,128,1,35,512,18,1,0.09985351999999999,32,True,0.007607525897605796,True,0.10237385057656821
8,1,1,1,False,1,256,64,512,2048,29,0.11964216632693915,256,16,64,DLMT,1,True,False,False,256,2048,False,1,27,29,1,1,35,2048,1,21,0.11968371428571431,32,False,0.0001254109977926452,True,0.11972526224448947
9,8,1,1,False,8,256,1,64,2048,14,0.1711921825235972,128,512,128,DLMT,1,False,False,True,128,2048,False,12,14,1,1024,32,35,1,18,1,0.17203242857142856,1,True,0.002536252041167542,True,0.17287267461925993
10,8,1,1,False,8,1,128,128,1,1,0.20623654076301393,32,32,32,DLMT,1,True,False,True,2048,2048,True,12,5,1,64,32,35,1,29,15,0.2072597142857143,1,True,0.003088411950422127,True,0.20828288780841467
11,8,1,256,False,8,512,256,16,512,1,0.11552817846510166,512,128,1,DLMT,1,False,False,False,1024,1,False,4,1,25,1024,8,35,1,29,30,0.11557665714285716,1,False,0.00014633112018533036,True,0.11562513582061265
12,1,32,1,False,1,64,64,64,64,12,0.2475453992045718,64,32,256,DLMT,8,True,True,False,1024,2048,False,2,18,1,256,8,35,2048,1,11,0.24764477142857144,1,False,0.0002999514328034065,True,0.24774414365257108
13,8,8,1024,False,1,512,128,32,256,1,0.18238226958874687,512,32,32,DLMT,1,False,True,True,1,2048,False,26,11,1,1024,32,35,2048,2,8,0.18351159999999997,1,True,0.0034088426456580765,True,0.18464093041125307
14,1,1,2048,False,1,128,32,128,64,30,0.15182035049129602,32,64,32,DLMT,8,True,False,True,128,512,False,1,18,26,2048,1,35,128,27,1,0.1536469428571429,1,True,0.005513502417794013,True,0.15547353522298976
15,1,32,1,False,1,512,512,16,2048,19,0.2452217820745891,1,256,16,DLMT,1,False,False,False,2048,256,True,1,18,21,2048,32,35,512,1,26,0.24647957142857144,1,False,0.0037965912777927807,True,0.24773736078255376
16,1,8,2048,False,1,16,64,256,1024,1,0.15539630167292334,128,512,512,DLMT,8,False,False,True,1024,1024,True,22,1,29,2048,1,35,1,23,29,0.15600494285714286,1,False,0.001837161209861674,True,0.15661358404136239
17,1,32,512,False,1,1,16,512,2048,1,0.20101793554893574,512,512,128,DLMT,1,False,False,True,1024,1,True,1,3,18,128,1,35,512,27,28,0.20210645714285716,1,False,0.003285662719346907,True,0.20319497873677858
18,1,8,64,False,8,32,64,1,64,1,0.19725799682232242,32,16,1,DLMT,1,True,True,True,1,64,False,20,1,21,2048,8,35,256,5,7,0.19961568571428573,1,True,0.007116597906188556,True,0.20197337460624903
19,8,1,2048,False,8,32,64,128,1024,1,0.10156152180780735,128,32,64,DLMT,8,False,True,False,2048,2048,False,1,21,27,64,1,35,1,2,20,0.10158222857142857,1,False,6.250261055772418e-05,True,0.10160293533504978
20,32,1,2048,False,1,16,128,1,1,27,0.18121630323207868,512,64,32,DLMT,8,False,False,False,2048,1,True,13,1,30,2048,8,35,2048,10,1,0.18196457142857142,1,False,0.0022586202524767112,True,0.18271283962506416
21,1,1,512,False,8,64,128,16,1024,1,0.12221077167532544,64,128,16,DLMT,1,False,False,False,1,256,True,13,1,30,2048,1,35,2048,29,5,0.12423548571428573,8,True,0.006111525460128258,True,0.12626019975324604
22,1,1,256,False,32,16,32,32,64,30,0.21851383774092942,1,128,64,DLMT,8,True,True,True,512,2048,True,1,28,2,1024,8,35,128,28,1,0.22000888571428576,1,False,0.00451274776460404,True,0.2215039336876421
23,1,1,256,False,8,64,128,32,512,5,0.17650845803084733,16,1,128,DLMT,1,True,False,True,1024,256,False,30,1,29,512,8,35,128,1,20,0.17658914285714283,8,False,0.00024354420459505194,True,0.17666982768343834
