id,RT1_K,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,1,8,1,8,32,128,64,512,21,0.1583873408363091,16,64,16,RS,1,False,False,False,2048,64,True,1,10,18,64,8,35,2048,1,16,0.16167760000000003,1,False,0.009931527248975497,True,0.16496785916369097
2,1,1,2048,1,1,64,1,256,6,0.11534847822942643,256,1,16,RS,1,False,True,False,1024,2048,False,1,7,30,1,8,35,1024,1,7,0.11606802857142857,8,True,0.0021719364563937524,True,0.11678757891343072
3,1,8,1024,8,256,512,256,2048,4,0.21917060665906296,1,32,64,RS,8,True,True,False,1024,1024,True,29,1,16,2048,8,35,2048,22,1,0.22080874285714286,1,True,0.004944654350726983,True,0.22244687905522276
4,1,1,512,32,16,512,64,512,1,0.2941221359151277,128,64,16,RS,1,True,False,False,1,256,True,23,1,17,512,32,35,2048,1,10,0.2953040285714286,1,True,0.0035674998647369205,True,0.29648592122772954
5,1,1,512,1,512,64,64,2048,28,0.12014656569231279,32,256,16,RS,1,True,True,False,64,128,False,7,1,29,512,1,35,1,1,11,0.12180380000000002,8,True,0.005002301297831398,True,0.12346103430768725
6,1,32,2048,1,256,64,16,256,10,0.22241566806423585,512,1,64,RS,1,False,True,False,2048,512,True,7,20,1,512,1,35,1024,17,1,0.22371151428571429,32,True,0.003911464543923077,True,0.22500736050719272
7,1,8,1,1,512,32,256,64,22,0.1458618739368158,128,64,32,RS,1,False,False,False,2048,256,False,1,19,23,512,1,35,2048,1,13,0.14593340000000002,32,False,0.0002158988122775511,True,0.14600492606318424
8,1,32,64,1,64,32,16,64,1,0.1709669518818517,1,32,1,RS,32,True,True,False,1,512,True,1,24,2,512,1,35,1,4,8,0.17499008571428573,1,True,0.012143682699533071,True,0.17901321954671975
9,1,8,64,1,1,128,512,128,14,0.14114830993137756,32,64,128,RS,8,False,False,True,256,256,False,1,5,4,256,1,35,512,1,15,0.14391557142857145,8,True,0.008352877872876134,True,0.14668283292576534
10,1,32,512,1,256,16,32,64,24,0.3028421483475813,256,64,1,RS,8,False,False,False,512,64,True,1,18,19,1024,8,35,64,10,1,0.30419108571428577,1,False,0.004071718228894304,True,0.30554002308099026
11,8,1,1,8,16,128,128,2048,13,0.20875629547762437,256,64,64,RS,1,False,False,False,256,1,True,15,26,1,256,8,35,1024,1,28,0.2102424,1,False,0.004485752284097477,True,0.21172850452237563
12,8,1,1,8,256,32,16,1024,1,0.134672424205713,1,64,32,RS,1,False,False,True,2048,64,False,2,3,1,512,32,35,2048,2,24,0.13560128571428573,1,True,0.002803734576508664,True,0.13653014722285847
