id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,512,2048,1,0.16498042862489856,8,False,128,128,DLMT,True,False,True,False,False,1,1,128,35,0.16500819994652996,4.1913360589656675e-05,0.16499431428571426,30,1,True,22,1
2,1,2048,512,0.10006002799835678,1,False,16,16,DLMT,False,True,True,False,False,22,8,128,35,0.10018117771592894,0.00018284300132817243,0.10012060285714286,1,30,True,1,8
3,512,2048,256,0.3019101573966127,1,False,512,512,DLMT,False,True,False,True,True,12,1,128,35,0.30248481403195876,0.0008672900444629169,0.30219748571428573,29,1,True,26,32
4,2048,2048,1024,0.20026225476305728,1,False,1,1,DLMT,True,True,True,False,True,1,1,32,35,0.20036220237979982,0.0001508441174030392,0.20031222857142855,1,13,True,22,32
5,1,2048,512,inf,1,False,32,64,DLMT,False,True,True,True,False,28,32,512,1,inf,inf,inf,14,1,False,25,1
6,256,128,2048,0.24398504649533592,1,False,16,64,DLMT,False,False,True,False,False,12,1,256,35,0.2441788963618069,0.0002925643749149727,0.2440819714285714,1,10,True,29,32
7,256,2048,1,0.16786200360254813,32,False,128,1,DLMT,True,False,False,True,False,7,1,128,35,0.1678927963974519,4.6473464010582806e-05,0.1678774,1,12,True,16,1
8,512,512,512,0.11509544267530093,8,False,512,1,DLMT,True,True,False,True,False,27,1,512,35,0.11516427161041333,0.00010387881479524718,0.11512985714285713,18,1,True,8,8
9,1024,1,512,0.16274215781086204,1,False,128,1,DLMT,True,True,True,False,False,7,1,256,35,0.16291778504628085,0.0002650622014023214,0.16282997142857145,10,1,True,22,1
10,2048,1024,128,0.20017196606633572,1,False,1,64,DLMT,True,True,False,True,False,21,8,1,35,0.20019454821937852,3.408170255400765e-05,0.20018325714285712,29,1,True,12,1
11,2048,64,1,0.31995575236123497,1,False,32,128,DLMT,False,True,False,True,True,1,1,512,35,0.320201847638765,0.0003714148085362197,0.3200788,19,25,True,1,32
12,2048,256,2048,inf,32,False,128,1,DLMT,True,False,True,False,True,29,1,64,1,inf,inf,inf,30,1,False,25,1
13,256,1,64,0.10901894839773495,8,False,1,64,DLMT,False,False,False,False,True,28,1,1,35,0.10905202303083648,4.991728668711859e-05,0.10903548571428572,20,18,True,1,8
14,2048,1024,128,0.09673397838177572,1,False,512,64,DLMT,True,False,True,False,False,13,1,64,35,0.09679476447536711,9.174030294082012e-05,0.09676437142857142,14,9,True,1,8
15,128,512,1,0.08892087308352073,1,False,1,1,DLMT,False,False,True,False,False,14,8,512,35,0.08898942405933644,0.00010345930979700935,0.08895514857142858,4,1,True,2,8
16,1024,2048,1,0.12124026682010465,1,False,512,512,DLMT,True,False,False,True,False,19,8,1,35,0.12127630460846679,5.438937471264649e-05,0.12125828571428572,13,1,True,28,8
17,512,1,64,0.1898496011939873,1,False,512,1,DLMT,False,False,True,False,True,21,32,32,35,0.18988445594886977,5.260390301341718e-05,0.18986702857142854,24,21,True,1,1
18,2048,2048,1024,0.10367644613708812,8,False,64,1,DLMT,True,False,True,False,True,5,1,1,35,0.103705611005769,4.401654605407693e-05,0.10369102857142856,28,3,True,1,8
19,1,1024,2048,0.19265107334417633,8,False,1,1,DLMT,False,False,False,False,True,28,8,32,35,0.19268835522725228,5.626700196566278e-05,0.1926697142857143,13,1,True,13,1
20,2048,256,64,0.3010579008795521,8,False,128,16,DLMT,False,False,False,False,True,26,8,16,35,0.3010819848347336,3.6348270037156933e-05,0.30106994285714284,2,1,True,1,1
21,64,64,1,0.18438619196390835,1,False,1,1,DLMT,False,False,False,True,True,24,1,32,35,0.18445472232180596,0.00010342819258020317,0.18442045714285715,8,3,True,1,1
22,1,128,512,0.09958796082233719,1,False,64,512,DLMT,True,False,True,True,True,1,8,1,35,0.09961641060623426,4.293731738813869e-05,0.09960218571428572,14,1,True,1,8
23,2048,512,128,inf,1,False,1,32,DLMT,True,False,True,True,True,2,32,64,1,inf,inf,inf,1,28,False,30,1
24,1,1,2048,0.23652032178882276,1,False,512,32,DLMT,False,True,False,True,False,12,1,1,35,0.23697693535403436,0.0006891356941110775,0.23674862857142856,1,30,True,21,32
25,2048,1,2048,0.1186735401786021,1,False,1,512,DLMT,False,False,False,True,False,30,1,512,35,0.11873360267854077,9.064823241970194e-05,0.11870357142857144,2,1,True,10,8
