id,SCREP,correct_result,T1_Ja,technique,mean_confidence_interval_inf,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,runs,cost_mean,OMP,PAR,VEC,cost_std,mean_confidence_interval_sup,baseline
27,True,True,1,DLMT,1.6500615957378495,4,2048,2048,1,3,1,4,2048,10,1.6502879999999998,False,False,False,0.00036528892674154783,1.65051440426215,False
28,False,True,1024,DLMT,0.12711731883609387,128,8,128,1,6,5,32,128,10,0.1337958,True,True,True,0.010775306054122084,0.14047428116390612,False
29,True,True,1,DLMT,2.5573243903507277,4,16,4,4,1,5,256,1,10,2.5575490000000003,False,False,False,0.00036239343261155576,2.557773609649273,False
30,False,True,32,DLMT,1.5259617601079678,64,8,64,30,1,3,2048,1,10,1.526216,False,False,True,0.00041019995124328865,1.5264702398920322,False
31,False,True,512,DLMT,1.070105649026469,32,128,2048,1,5,16,2048,1,10,1.070253,False,True,True,0.0002377414562081983,1.0704003509735307,False
32,True,True,1,DLMT,0.07202171291563758,1,2048,8,1,17,7,1,512,10,0.08004276000000002,True,False,True,0.0129414510705871,0.08806380708436246,False
33,False,True,64,DLMT,2.4506448517530153,1024,1,2048,3,20,1,8,32,10,2.451027,False,True,True,0.0006165719747117674,2.4514091482469844,False
34,True,True,1024,DLMT,3.2815420605257826,2048,4,2048,25,1,1,256,2048,10,3.283243,True,True,True,0.0027443580305784063,3.2849439394742177,False
35,False,True,2,DLMT,1.6514019915364693,2048,1,1,1,11,8,4,1024,10,1.652072,False,False,True,0.0010810161885929418,1.6527420084635307,False
36,False,True,2048,DLMT,1.80054783761914,32,1,2048,22,4,1,16,16,10,1.800741,False,False,False,0.0003116552582582154,1.80093416238086,False
37,False,True,256,DLMT,0.19910328146431033,1,256,2,27,2,1,1,1,10,0.20289269999999998,True,True,False,0.006113986621673289,0.20668211853568963,False
38,True,True,512,DLMT,1.4291152779396916,8,1,128,18,6,1,2,1,10,1.429472,False,False,True,0.0005755484341043765,1.4298287220603085,False
39,False,True,1,DLMT,1.4705110811014057,1,1,1,1,1,1,1,1,10,1.470769,False,False,False,0.0004161357951438483,1.4710269188985943,True
40,False,True,8,DLMT,1.9836581248858007,16,1,2048,1,10,8,8,8,10,1.986023,True,True,False,0.0038155761032902884,1.9883878751141995,False
41,True,True,16,DLMT,0.32429869466435657,32,8,512,1,8,3,16,16,10,0.3269683,True,True,False,0.004307239000798542,0.3296379053356434,False
42,True,True,16,DLMT,3.6559377075733352,2048,16,2048,2,22,1,4,128,10,3.6585650000000003,True,True,True,0.004238969804091595,3.6611922924266653,False
43,False,True,2048,DLMT,0.9140804674544215,2,2048,1024,1,11,1,2,512,10,0.9174836,True,True,False,0.005490738660690377,0.9208867325455784,False
44,False,True,1024,DLMT,0.5961503513245723,1024,16,1024,1,4,28,512,1,10,0.5981466,True,False,False,0.003220820709074025,0.6001428486754277,False
45,True,True,2048,DLMT,0.1793844333038799,2,32,16,21,3,1,1,2048,10,0.18145029999999998,True,True,True,0.00333314497284472,0.18351616669612006,False
46,True,True,2048,DLMT,1.7139895368470732,2048,512,1,6,1,5,2,4,10,1.71695,True,True,True,0.004776519653471586,1.7199104631529267,False
47,False,True,2048,DLMT,0.7488286616191618,1024,512,1,1,30,3,16,128,10,0.7555624,True,True,False,0.010864460071259867,0.7622961383808381,False
48,False,True,8,DLMT,1.583761868315725,4,1,2048,23,4,1,512,1024,10,1.585309,True,True,True,0.0024961989103435126,1.586856131684275,False
49,True,True,512,DLMT,1.0400240577956665,2048,1,1,1,10,10,1,256,10,1.0416690000000002,True,False,False,0.0026540099849096167,1.0433139422043338,False
50,True,True,2,DLMT,0.12915337211601405,1,1,1,2,1,30,16,2048,10,0.1435981,True,False,True,0.02330565288701434,0.15804282788398596,False
51,True,True,1024,DLMT,0.16030640357207984,128,1024,256,13,1,7,128,512,10,0.17254560000000002,True,True,False,0.019747167676403624,0.1847847964279202,False
52,True,True,2048,DLMT,0.09377720586832779,32,512,64,1,13,2,64,1,10,0.0990157,True,False,True,0.008451978248670543,0.10425419413167221,False
53,False,True,512,DLMT,2.48982832447343,2,8,1024,27,1,4,32,1,10,2.493951,True,True,True,0.006651675653547724,2.49807367552657,False
54,False,True,2048,DLMT,0.37070498672013363,4,2,128,4,1,13,8,128,10,0.43279759999999995,True,False,False,0.10018249589544073,0.49489021327986626,False
55,False,True,64,DLMT,0.60258931680863,512,1,512,6,13,1,8,2048,10,0.6122368,True,False,False,0.015565602640437652,0.62188428319137,False
56,True,True,1,DLMT,0.07609381087205183,16,2048,32,1,4,5,2,2048,10,0.08295872,True,True,True,0.011076095757693681,0.08982362912794817,False
57,True,True,512,DLMT,0.15686155871263874,8,8,256,1,22,4,2048,2048,10,0.16814329999999997,True,True,False,0.018202374493730206,0.1794250412873612,False
58,True,True,16,DLMT,0.6115153974684078,1,2,1024,1,27,4,1,2048,10,0.6130620999999999,True,False,True,0.002495506499690987,0.6146088025315921,False
59,True,True,16,DLMT,0.12595948329570067,64,1,64,14,1,4,2048,1,10,0.1383666,True,False,True,0.02001809639900857,0.15077371670429934,False
60,False,True,256,DLMT,4.625309359097169,1024,1,2048,1,1,1,2,8,10,4.6267130000000005,True,True,True,0.002264685629397461,4.6281166409028325,False
61,True,True,1,DLMT,0.20895898999557105,1,2,4,2,21,1,128,1,10,0.2143176,True,True,False,0.00864577759602917,0.21967621000442894,False
62,True,True,32,DLMT,0.27095697477472075,2,32,16,1,1,29,64,256,10,0.27591069999999995,True,False,False,0.0079925216677842,0.28086442522527916,False
63,False,True,1,DLMT,0.895041993985326,1024,128,1024,22,3,1,256,256,10,0.8978708,True,False,False,0.004564099205757927,0.9006996060146739,False
64,True,True,2048,DLMT,1.1643872220548084,128,16,2048,1,5,22,16,16,10,1.166099,True,True,True,0.0027618452165173984,1.1678107779451916,False
65,True,True,2048,DLMT,0.23951022013930376,4,2048,256,2,29,1,128,2048,10,0.25069440000000004,True,False,True,0.01804496531556656,0.2618785798606963,False
66,False,True,128,DLMT,0.535405085299909,8,128,512,9,7,1,1,32,10,0.5422811,True,False,True,0.011094013894438738,0.5491571147000909,False
67,True,True,1,DLMT,0.4285534150229006,4,128,512,1,3,25,2,1,10,0.44369319999999995,True,False,False,0.02442708345177541,0.4588329849770993,False
68,True,True,128,DLMT,1.219886389388023,2048,4,1,5,1,23,64,1024,10,1.222537,True,True,True,0.004276592218110098,1.225187610611977,False
69,False,True,4,DLMT,2.547817655166975,128,1,2048,30,1,1,1,1024,10,2.5500050000000005,True,False,False,0.0035291422470623115,2.552192344833026,False
70,True,True,16,DLMT,0.204766091686288,1,4,128,30,3,1,512,1024,10,0.2151264,True,False,True,0.016715700794163547,0.22548670831371198,False
71,False,True,1,DLMT,1.9723663938715452,4,8,2048,1,9,4,256,512,10,1.973958,True,False,False,0.002567955607092929,1.975549606128455,False
72,False,True,1,DLMT,0.12340798549774666,1,32,1,14,4,1,2048,1,10,0.1322042,True,True,False,0.01419213456672392,0.14100041450225334,False
73,False,True,32,DLMT,0.13625807525839415,64,32,1,1,2,17,32,2048,10,0.1496672,True,False,False,0.02163477285667682,0.16307632474160585,False
74,False,True,1024,DLMT,0.08087817613263998,1,256,64,1,3,20,2048,1,10,0.0886915,True,True,True,0.012606302826126299,0.09650482386736003,False
75,False,True,512,DLMT,0.2385421833196191,128,2,1,1,25,1,2,256,10,0.25859550000000003,True,False,True,0.03235475541941246,0.278648816680381,False
76,False,True,1,DLMT,0.07447481963324776,1,2048,8,1,17,7,8,16,10,0.08456665,True,False,False,0.01628252864374879,0.09465848036675223,False
77,True,True,512,DLMT,1.7671508284855921,2,256,2048,11,2,1,2048,2048,10,1.769739,True,False,False,0.0041758506917752795,1.7723271715144078,False
78,True,True,32,DLMT,0.1883334886773631,8,4,128,1,29,3,64,1024,10,0.20312239999999998,True,True,True,0.023860971049812704,0.21791131132263686,False
79,True,True,128,DLMT,0.18173510858430772,8,4,128,1,29,2,2048,2048,10,0.1993895,True,True,False,0.028484241556516826,0.21704389141569227,False
80,True,True,2048,DLMT,0.1756750676033504,8,4,128,1,29,2,128,2048,10,0.2091072,True,False,False,0.053940626584792276,0.2425393323966496,False
81,False,True,32,DLMT,0.18588468943142777,8,4,128,1,29,4,256,2048,10,0.1991324,True,True,False,0.02137434131944187,0.2123801105685722,False
82,True,True,2048,DLMT,0.20271568613903987,8,4,128,1,29,3,4,512,10,0.22796180000000002,True,True,False,0.04073300453391574,0.2532079138609602,False
83,False,True,2048,DLMT,0.18279963068308586,8,4,128,1,29,4,1,8,10,0.19107960000000002,True,True,True,0.013359205681476721,0.19935956931691418,False
84,True,True,4,DLMT,0.18147960992105758,8,4,128,1,29,4,8,8,10,0.1966709,True,False,False,0.02451018366903847,0.21186219007894244,False
85,False,True,8,DLMT,0.3233961448985312,8,4,128,1,29,1,8,2048,10,0.3659347,True,False,True,0.06863326242435223,0.4084732551014688,False
86,False,True,512,DLMT,0.5050480432732639,8,4,128,1,29,1,4,1,10,0.5547679,True,False,False,0.08021983742248547,0.604487756726736,False
87,False,True,128,DLMT,0.23375757912392325,8,4,128,1,29,2,128,128,10,0.2500827,True,False,True,0.026339547794333902,0.26640782087607673,False
88,True,True,1,DLMT,0.14527728184464045,8,4,128,1,29,1,512,512,10,0.1840942,True,True,False,0.06262863710124944,0.22291111815535958,False
89,False,True,1,DLMT,0.17856794564165898,8,4,128,1,29,3,512,1,10,0.21133510000000003,True,False,False,0.052867726668450576,0.24410225435834107,False
90,False,True,16,DLMT,0.14700473865613148,8,4,128,1,29,2,1,256,10,0.165385,True,False,False,0.02965538667763414,0.18376526134386853,False
91,True,True,8,DLMT,0.18307253705721488,8,4,128,1,29,2,1,1,10,0.20003350000000003,True,True,False,0.02736543866723133,0.21699446294278518,False
92,True,True,128,DLMT,0.2195762449403239,8,4,128,1,29,3,1,4,10,0.230844,True,False,True,0.018179808601852768,0.24211175505967608,False
93,True,True,16,DLMT,0.13682986543676634,8,4,128,1,29,4,2048,1,10,0.1580266,True,False,True,0.03419958769985393,0.17922333456323364,False
94,True,True,512,DLMT,0.1376220575613518,8,4,128,1,29,4,16,1,10,0.14461439999999998,True,True,True,0.011281701327370795,0.15160674243864816,False
95,False,True,8,DLMT,0.18801918789897146,8,4,128,1,29,3,128,2048,10,0.19864160000000003,True,True,True,0.017138588642009,0.2092640121010286,False
96,False,True,1,DLMT,0.1323871876661096,8,4,128,1,29,4,1,2048,10,0.1478518,True,False,True,0.02495117180334423,0.1633164123338904,False
97,False,True,1,DLMT,0.1994436069900786,8,4,128,1,29,2,4,4,10,0.2157009,True,True,True,0.026230111831442884,0.2319581930099214,False
98,False,True,1024,DLMT,0.15530435386448987,8,4,128,1,29,4,512,1024,10,0.1632144,True,False,True,0.012762358075214785,0.17112444613551014,False
99,False,True,8,DLMT,0.18868832774526215,8,4,128,1,29,4,32,32,10,0.21756820000000002,True,True,False,0.046595843382859804,0.2464480722547379,False
100,True,True,1,DLMT,0.13819283081916803,8,4,128,1,29,4,2048,2048,10,0.15290189999999998,True,True,True,0.023732150814664905,0.16761096918083193,False
101,False,True,2048,DLMT,0.15025755317618356,8,4,128,1,29,4,1,1,10,0.16973960000000005,True,False,True,0.03143304771478579,0.18922164682381654,False
102,False,True,1,DLMT,0.19807969346923343,8,4,128,1,29,4,1,64,10,0.2164275,True,False,False,0.029603022893785687,0.23477530653076656,False
103,False,True,8,DLMT,0.13794007983176268,8,4,128,1,29,4,512,1,10,0.1446921,True,True,True,0.010893956576469356,0.1514441201682373,False
104,True,True,256,DLMT,0.17296841504892263,8,4,128,1,29,4,4,8,10,0.1918542,True,False,False,0.030471016976136522,0.21073998495107737,False
105,True,True,32,DLMT,0.1136594870088049,8,4,128,1,29,4,1,512,10,0.12907849,True,True,False,0.0248775840197737,0.14449749299119508,False
106,False,True,256,DLMT,0.23508452631886434,8,4,128,1,29,4,256,2048,10,0.2510377,True,True,False,0.02573943457051844,0.2669908736811356,False
107,True,True,1,DLMT,0.129792969553756,8,4,128,1,29,4,32,1,10,0.14752310000000002,True,True,False,0.028606441681726165,0.16525323044624404,False
108,False,True,2048,DLMT,0.16859654666793034,8,4,128,1,29,4,4,2048,10,0.1916571,True,True,False,0.03720674114848007,0.21471765333206966,False
109,True,True,2048,DLMT,0.14492895809583362,8,4,128,1,29,4,1,8,10,0.15554210000000002,True,True,True,0.017123631766947103,0.16615524190416642,False
110,False,True,512,DLMT,0.1429466134795234,8,4,128,1,29,4,8,256,10,0.1586873,True,True,True,0.02539660000492192,0.1744279865204766,False
111,True,True,2048,DLMT,0.1443995724938913,8,4,128,1,29,4,2048,1,10,0.1537586,True,False,False,0.015100197675527295,0.1631176275061087,False
112,True,True,8,DLMT,0.14796769024443812,8,4,128,1,29,4,16,2048,10,0.1640061,True,False,True,0.025876957574065773,0.18004450975556185,False
113,True,True,2048,DLMT,0.14368271422063467,8,4,128,1,29,4,128,512,10,0.15400660000000002,True,False,True,0.01665693534357386,0.16433048577936538,False
114,True,True,32,DLMT,0.146588819866519,8,4,128,1,29,4,2,1,10,0.15267780000000003,True,True,True,0.009824183506022268,0.15876678013348106,False
