id,SCREP,T1_Ja,technique,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,speedup,cost_mean,OMP,PAR,VEC,points
1,True,1,DLMT,1,2048,8,1,17,7,1,512,18.374791174117433,0.08004276000000002,True,False,True,114
