id,speedup,T2_K,T2_J,T2_I,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,RT_I,cost_mean,U_J,U_I,U_K,points
1,1.980510444710589,512,512,1,1,1,128,512,DLMT,False,True,True,True,False,22,8,8,0.08963511714285714,1,17,18,419
