id,T_J,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,speedup,OMP,VEC,SCREP,points
1,2048,8,4,2,0.19197769999999997,1,9,RS,1.0578931823852458,False,True,True,301
