id,T2_J,T2_I,T3_J,T3_I,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T3_Ja,VEC2,VEC3,cost_std,U2_J,SCREP,RT2_I,runs,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,correct_result,T3_Ia,mean_confidence_interval_sup,U3_I,U3_J
1,1024,128,2,8,6.974220015602192,2048,False,1024,RS,64,True,True,0.003833500228250933,9,True,8,10,1,32,False,6.976596000000001,1,True,1,True,1,6.978971984397809,25,1
2,4,512,512,128,6.992120321339291,2048,False,1,RS,1024,True,False,0.006262842485644969,28,True,32,10,1,32,False,6.996002,1,True,8,True,1024,6.999883678660709,2,1
3,8,1024,2,2,6.967030333195723,512,False,1024,RS,4,True,True,0.0072179778331608385,25,False,1,10,1,8,False,6.971504,8,True,8,True,16,6.975977666804278,28,1
4,1,2,8,512,7.00605908100941,8,False,16,RS,512,False,False,0.0007291426472233538,1,False,32,10,15,1,False,7.006511000000001,32,False,32,True,1,7.006962918990591,6,1
5,2048,32,256,1024,6.995004609739547,1,False,256,RS,256,True,True,0.00741114404123961,1,True,1,10,13,32,False,6.999598000000001,8,True,1,True,1,7.004191390260455,1,2
6,16,1,2,256,6.956405505477827,128,False,1024,RS,8,True,True,0.0008752805264599172,1,True,1,10,1,32,False,6.956948,8,False,1,True,1024,6.9574904945221725,26,1
7,4,256,4,1,7.07618132541916,8,False,2048,RS,1,True,False,0.0009401085043760192,24,True,8,10,1,8,False,7.076764,32,False,8,True,512,7.0773466745808395,1,15
8,128,1,2,64,7.063023676921523,512,False,4,RS,1,True,True,0.012212623018827702,18,True,32,10,1,1,False,7.070593000000001,32,True,1,True,1,7.0781623230784785,2,1
9,1,128,64,4,6.971490612344402,2,False,2048,RS,1,True,False,0.007072318148952299,27,False,1,10,1,1,False,6.975874,8,True,32,True,32,6.980257387655598,23,1
10,4,32,128,16,6.96746033333433,64,False,512,RS,2048,False,True,0.005840102738822314,1,True,8,10,2,1,False,6.971080000000001,32,True,8,True,512,6.974699666665671,1,21
11,1,1,4,8,7.027173989510567,4,False,1024,RS,1024,True,True,0.0014166142735409547,1,False,8,10,13,1,False,7.028052,32,False,1,True,512,7.028930010489432,1,7
12,1,256,1,2,7.00064361238458,256,False,512,RS,256,False,False,0.0011558460105049074,28,True,8,10,1,1,False,7.00136,8,False,1,True,1,7.00207638761542,15,1
13,4,4,32,8,6.975525319090892,1,False,1024,RS,512,False,True,0.0007206913347613124,2,True,1,10,1,8,False,6.975972000000001,32,False,1,True,1024,6.976418680909111,7,1
14,256,4,1,4,6.972234508738211,1,False,256,RS,8,False,True,0.0009172246180735741,5,True,32,10,1,8,False,6.972803000000001,1,False,1,True,32,6.973371491261791,1,10
15,32,8,4,16,6.986667723123362,1,False,512,RS,1024,True,False,0.00563134051536565,1,True,1,10,25,8,False,6.990158000000001,1,True,32,True,64,6.99364827687664,17,1
16,128,2,32,1,6.969355319614005,512,False,16,RS,1024,False,False,0.0011127555886176418,23,True,32,10,1,1,False,6.970044999999999,32,False,1,True,2048,6.970734680385993,30,1
17,32,16,1024,256,6.964929713729725,1,False,512,RS,1,False,False,0.004864973278446594,2,True,32,10,1,32,False,6.967945,32,True,8,True,1,6.970960286270276,18,1
18,128,2,128,2048,6.980369169052328,1024,False,2,RS,128,False,True,0.0009290667360314291,11,True,1,10,1,8,False,6.980945,1,False,1,True,1,6.981520830947672,12,1
19,512,8,128,4,7.012956641278126,1024,False,128,RS,2048,True,False,0.0032113176423394173,1,False,32,10,5,32,False,7.014946999999999,8,True,1,True,32,7.016937358721873,17,1
20,8,4,256,16,6.971978793056317,1024,False,64,RS,256,True,False,0.00047307081922280957,13,True,8,10,1,8,False,6.972271999999999,8,False,1,True,512,6.972565206943682,1,30
