id,SCREP,runs,T1_I,T1_J,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,cost_std,correct_result,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,mean_confidence_interval_sup,baseline
1,True,10,16,2,0.0984711,10,4,RS,0.09845972619541833,1.8350912783839594e-05,True,32,1024,False,False,False,False,True,0.09848247380458168,False
2,False,10,32,16,0.06483192,1,8,RS,0.05356179145599803,0.018183638068373444,True,16,64,True,False,False,False,True,0.07610204854400197,False
3,True,10,512,16,0.08552449,12,2,RS,0.07476728300034896,0.017356071667197617,True,32,2048,True,False,False,False,False,0.09628169699965103,False
4,False,10,32,256,0.04840196,1,10,RS,0.04661682027241744,0.0028802098024970336,True,1,256,True,False,False,False,True,0.05018709972758256,False
5,False,10,8,64,0.06874588000000001,1,13,RS,0.06239078229202576,0.010253547345070387,True,64,32,True,False,False,False,True,0.07510097770797426,False
6,True,10,64,8,0.071115,11,1,RS,0.06146922644408099,0.015562844251999695,True,128,1,True,False,False,False,False,0.08076077355591901,False
7,True,10,8,128,0.07240294,7,1,RS,0.06281774132136302,0.015465110526937728,True,1,64,True,False,False,True,False,0.08198813867863698,False
8,False,10,1,128,0.06352922,1,18,RS,0.056677855952751946,0.011054241628515272,True,1024,1,True,True,False,True,False,0.07038058404724805,False
9,True,10,256,2,0.129127,24,1,RS,0.129104813415466,3.5796647887758655e-05,True,128,512,False,False,True,False,False,0.12914918658453398,False
10,False,10,2,1,0.06348946,3,12,RS,0.057931019060095484,0.008968192144484863,True,2048,4,True,False,True,True,True,0.06904790093990451,False
11,False,10,2,4,0.1853014,5,10,RS,0.18456683602823024,0.0011851724093987345,True,1,2,False,True,True,False,True,0.18603596397176977,False
12,False,10,8,32,0.06308763,5,3,RS,0.053576999898166486,0.015344798854664074,True,1,64,True,True,False,False,True,0.07259826010183353,False
13,False,10,8,8,0.06906467000000001,1,27,RS,0.057862881617945255,0.01807337554869317,True,16,64,True,True,False,False,False,0.08026645838205476,False
14,False,10,16,1,0.14363889999999999,2,7,RS,0.14362099350044522,2.889100205946628e-05,True,4,32,False,True,False,False,True,0.14365680649955476,False
15,False,10,4,16,0.16718860000000002,2,17,RS,0.16717094030031687,2.849280610960863e-05,True,1,256,False,False,False,True,False,0.16720625969968317,False
