id,SCREP,T1_I,T1_J,cost_mean,U_J,U_I,technique,speedup,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,points
1,True,8,128,0.01866698,1,8,RS,7.200998768949236,2048,32,True,False,True,True,True,301
