id,T1_I,T1_J,cost_mean,U_J,U_I,technique,points,T2_I,speedup,T2_J,U1_I,OMP,VEC2,VEC1,RT_I,SCR,RT_J
1,128,1024,0.48843959999999986,17,1,DLMT,125,2048,11.847984889022106,1,1,True,False,True,4,True,16
