id,runs,baseline,mean_confidence_interval_inf,T1_I,T1_J,cost_mean,U_J,U_I,technique,T2_I,cost_std,correct_result,T2_J,U1_I,OMP,VEC2,mean_confidence_interval_sup,VEC1,RT_I,SCR,RT_J
1,10,False,1.9781247186489548,1,1,1.9946530000000002,1,1,DLMT,512,0.026667334343724723,True,32,21,False,True,2.0111812813510457,True,4,True,8
2,10,False,5.670778233309545,8,8,5.670942,30,1,DLMT,512,0.00026422717498397747,True,512,26,False,True,5.671105766690455,False,1,False,8
3,10,False,0.9045227761781682,2048,2,0.9608262,6,1,DLMT,1,0.09084200564254402,True,4,29,True,False,1.0171296238218317,True,32,False,4
4,10,False,1.6396441178306536,4,128,1.6434570000000002,1,10,DLMT,1,0.006151843707377479,True,256,12,False,False,1.6472698821693468,True,4,True,16
5,10,False,0.8110910778392544,256,8,0.8408099,1,4,DLMT,512,0.047949435880831795,True,1,15,True,True,0.8705287221607456,True,16,False,2
6,10,False,0.6235827514742129,1,1,0.7403332,1,28,DLMT,8,0.18836944867350436,True,64,25,True,True,0.8570836485257871,True,32,True,1
7,10,False,2.6673077413002058,128,4,2.66764,27,1,DLMT,256,0.0005360783524821228,True,64,30,False,False,2.6679722586997943,True,4,True,32
8,10,False,4.5114707602533795,64,2048,4.511559,1,7,DLMT,1024,0.00014236923825027665,True,2048,30,False,False,4.511647239746621,True,2,False,16
9,10,False,5.333133725936082,2048,2,5.333228,25,1,DLMT,2048,0.00015210522673467485,True,4,2,False,False,5.333322274063918,False,8,False,2
10,10,False,0.7720186906390695,1,64,0.7997123999999999,16,1,DLMT,256,0.044682044736560546,True,512,3,True,True,0.8274061093609303,False,16,True,2
11,10,False,0.47624620743025114,16,2048,0.6403375,2,1,DLMT,2048,0.2647508999218888,True,2048,29,True,True,0.8044287925697489,True,16,True,4
12,10,False,4.157260524067228,1,2,4.164161000000001,24,1,DLMT,1,0.011133480542939039,True,1024,7,False,False,4.171061475932774,True,32,True,1
13,10,False,1.5647931584555443,32,1,1.5665719999999999,18,1,DLMT,64,0.0028700480832208972,True,2048,13,False,False,1.5683508415444554,False,16,True,8
14,10,False,0.8658824025963796,32,1024,0.8868688,1,19,DLMT,32,0.03386022202467078,True,1,4,True,True,0.9078551974036204,True,1,True,32
15,10,False,2.135588304127147,1,32,2.135759,1,20,DLMT,8,0.0002754069715893547,True,32,22,False,False,2.1359296958728535,True,16,True,2
16,10,False,0.9169160425974514,16,4,0.9366132,21,1,DLMT,1,0.03178011499916261,True,32,27,True,False,0.9563103574025487,True,1,True,2
17,10,False,0.6741850720647817,64,1,0.8055229,1,7,DLMT,2048,0.21190526075510727,True,2,30,True,False,0.9368607279352184,False,2,False,1
18,10,False,1.6959838338163784,16,2048,1.696052,11,1,DLMT,64,0.000109981816678927,True,1,21,False,False,1.6961201661836214,False,2,True,1
19,10,False,0.4780884245170641,2048,16,0.6326180000000001,2,1,DLMT,1,0.2493236754550197,True,2048,12,True,False,0.7871475754829361,False,16,True,2
20,10,False,4.20197582015656,128,512,4.20228,1,1,DLMT,128,0.000490774897483441,True,1,30,False,False,4.2025841798434405,True,16,False,1
21,10,False,0.8208567653437777,1,1,0.8400346000000001,29,1,DLMT,256,0.030942220664328536,True,2,6,True,False,0.8592124346562224,True,8,False,16
