id,T1_I,T1_J,cost_mean,U_J,U_I,technique,points,T2_I,speedup,T2_J,U1_I,OMP,VEC2,VEC1,RT_I,SCR,RT_J
1,2048,1,0.4365291,11,1,DLMT,117,2048,13.524905899744141,16,30,True,True,True,8,True,4
