id,U2_I,U2_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,T2_J,T2_I,OMP,VEC2,T2_Ja,SCR,RT2_I
1,30,1,0.054533580000000005,82,DLMT,1.76017987449201,1,512,2,1,True,False,32,True,2
