id,runs,mean_confidence_interval_sup,mean_confidence_interval_inf,U2_I,U2_J,cost_mean,baseline,technique,RT2_J,T2_Ia,correct_result,T2_J,T2_I,OMP,VEC2,cost_std,T2_Ja,SCR,RT2_I
1,10,0.08942612040639454,0.04783551959360548,14,1,0.06863082000000001,False,DLMT,16,1024,True,4,4,True,False,0.033551899131995494,512,True,1
2,10,0.09169050180326377,0.0779829181967362,1,6,0.08483670999999998,False,DLMT,32,1,True,1,16,True,True,0.011058158658967594,1,False,2
3,10,0.10976286916168894,0.10968693083831109,1,9,0.10972490000000001,False,DLMT,1,16,True,2,8,False,True,6.126083577621112e-05,1024,False,32
4,10,0.1859607749396852,0.18579502506031478,19,1,0.18587789999999998,False,DLMT,32,2048,True,32,512,False,True,0.00013371346229904986,2048,False,1
5,10,0.09730752300391804,0.08000519699608197,1,19,0.08865636,False,DLMT,8,32,True,128,32,True,True,0.013958103167995289,1024,True,16
6,10,0.0893543021116528,0.07709111788834722,1,30,0.08322271,False,DLMT,2,1,True,8,512,True,False,0.009892935231916764,8,True,32
7,10,0.14726354240173392,0.14717285759826607,1,1,0.1472182,False,DLMT,16,256,True,1,256,False,True,7.315709124889966e-05,64,False,1
8,10,0.13579116397978402,0.13545243602021595,29,1,0.1356218,False,DLMT,32,2048,True,512,1024,False,False,0.00027325804654208927,2048,True,2
9,10,0.1536551484965336,0.15362245150346643,1,29,0.15363880000000002,False,DLMT,16,1,True,32,8,False,True,2.6377262936100022e-05,1024,False,2
10,10,0.07186629834329288,0.054655761656707116,23,1,0.06326103,False,DLMT,8,1,True,2048,512,True,False,0.013884055042029329,2048,False,8
11,10,0.10105562055182016,0.07949255944817984,1,21,0.09027409,False,DLMT,32,512,True,8,1,True,False,0.017395316176916704,1024,False,4
12,10,0.09484136725335013,0.07624865274664988,10,1,0.08554501,False,DLMT,32,16,True,2048,2,True,True,0.014999083194945617,2048,False,2
13,10,0.1137513589105594,0.11371464108944063,11,1,0.11373300000000001,False,DLMT,1,8,True,64,2,False,False,2.9620938540161937e-05,256,False,4
14,10,0.2436234530127687,0.24333134698723138,1,11,0.24347740000000004,False,DLMT,1,2048,True,2048,1,False,False,0.00023564727878760174,1,False,16
15,10,0.14385179586070382,0.11732340413929618,30,1,0.1305876,False,DLMT,32,2048,True,8,256,True,True,0.02140093929340486,1,False,1
16,10,0.0928496355681957,0.0679453044318043,1,30,0.08039747,False,DLMT,16,16,True,256,1,True,False,0.020090779885561932,1,True,1
17,10,0.12501726871485197,0.12498073128514806,1,12,0.12499900000000001,False,DLMT,4,2,True,128,1,False,True,2.947541348310392e-05,256,True,2
18,10,0.10152306851680257,0.07513195148319746,27,1,0.08832751000000001,False,DLMT,2,1024,True,1,8,True,False,0.021290197289478088,4,True,4
19,10,0.10583866667944551,0.06417681332055454,1,2,0.08500774000000003,False,DLMT,32,2048,True,128,4,True,True,0.033609379865454224,128,True,1
20,10,0.09886327748397036,0.09869496251602966,1,30,0.09877912000000001,False,DLMT,8,512,True,1,1,False,True,0.00013578276621132638,1024,False,8
21,10,0.11873002630497073,0.11868517369502926,23,1,0.1187076,False,DLMT,4,64,True,32,4,False,True,3.6183421618192564e-05,1,False,32
22,10,0.09855963576362077,0.06351010423637922,2,1,0.08103487,False,DLMT,16,1,True,512,2048,True,True,0.028275098782994553,1,False,4
23,10,0.09593281185117003,0.07036494814882999,1,22,0.08314888000000001,False,DLMT,1,512,True,2048,128,True,False,0.020626063754715783,1,True,4
24,10,0.11117167345732074,0.11113792654267926,3,1,0.1111548,False,DLMT,2,256,True,128,16,False,False,2.7224253892437258e-05,2048,False,32
25,10,0.1198529247010109,0.1198030752989891,1,1,0.119828,False,DLMT,8,4,True,2,2,False,False,4.021442527252992e-05,2,True,2
