id,speedup,T2_K,T2_J,T2_I,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,RT_I,cost_mean,U_J,U_I,U_K,points
1,2.0835544518928253,512,1,1024,1,512,128,256,DLMT,False,True,True,False,False,4,8,1,0.08511917142857144,1,12,8,120
2,1.8762317251285228,512,2048,256,1,16,16,32,DLMT,True,True,False,True,True,15,1,8,0.09452479999999999,1,1,2,120
3,1.760187711312048,1,2048,1024,8,1,1,16,DLMT,False,False,True,False,True,12,1,8,0.10075654285714286,1,1,6,106
