id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,cost_std,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,baseline,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,8,1024,DLMT,2,4,True,16,2,0.00023616943070603003,True,2,256,8,True,3.6379656233600666,128,32,2048,64,False,False,False,16,False,32,True,1024,False,4,16,2048,True,1,8,1,16,8,1,8,False,10,3.6382583766399343,8,3.6381120000000005,16,1,1,True,32,16,1,2048,False,16,2,8,1
2,32,1,DLMT,32,8,False,16,8,0.002029433664843519,True,1024,1,1,True,2.8356051670961384,2,64,64,2048,True,False,False,1024,False,1,True,2,True,4,4,256,False,12,1,1,1,12,16,1,False,10,2.838120832903862,16,2.836863,8,1,8,True,1024,2048,16,2,False,1,32,4,16
3,1,16,DLMT,4,1,True,1,64,0.00012823416081528765,False,2048,1,2,False,2.1860245211041547,8,1,32,1,False,True,True,64,True,4,False,64,True,4,12,512,False,1,16,12,1,12,1,1,False,10,2.186183478895845,12,2.186104,16,2,2,True,2048,128,12,4,True,16,1,16,1
4,8,1,DLMT,4,2,True,8,64,0.0013386862963368819,False,1,64,32,True,2.096397288883716,1,4,128,128,False,True,False,2,True,64,False,1024,True,1,16,512,False,12,1,1,8,12,12,1,False,10,2.0980567111162833,16,2.0972269999999997,16,16,1,True,1024,2048,4,64,True,1,32,4,12
5,1,512,DLMT,2,16,True,1,64,0.0007926815249519179,True,2048,8,8,False,3.917642699928635,2,64,16,2048,True,False,False,2,True,2,True,1024,True,16,8,1024,False,1,4,8,1,1,1,8,False,10,3.9186253000713647,12,3.918134,16,32,1,True,32,2048,1,1,False,16,2,8,1
6,1024,128,DLMT,4,16,True,2,8,0.00023300000000001575,True,8,2048,32,True,2.040094587757473,64,128,1,16,True,True,True,8,False,64,True,2048,False,1,16,512,False,1,16,1,16,16,1,4,False,10,2.040383412242527,8,2.040239,1,8,1,True,1,1,16,2048,True,1,16,8,12
7,1,1024,DLMT,8,1,False,1,64,0.0011871903806888052,False,16,4,4,False,2.015511185299649,512,1,1,64,False,False,False,32,False,16,False,32,False,8,1,1,False,1,1,1,16,12,1,4,False,10,2.016982814700351,8,2.016247,1,16,2,True,128,1,12,128,True,1,4,8,16
8,256,64,DLMT,8,1,True,1,1,0.0005131325364854043,False,1,64,8,False,2.3472569630029723,1,8,512,128,False,False,False,8,False,2048,False,2048,True,4,4,128,True,1,16,16,1,1,1,8,False,10,2.3478930369970277,1,2.347575,4,2,4,True,128,1024,12,128,True,1,16,1,8
9,8,2,DLMT,16,8,True,1,16,0.00011764777940949557,False,256,2048,8,False,5.886990082490761,4,1,32,1,False,True,True,4,True,1,True,2048,False,12,4,32,False,1,4,4,1,8,12,1,False,10,5.88713591750924,1,5.887063,8,8,1,True,128,16,12,2048,False,8,4,8,1
10,2,128,DLMT,4,16,True,1,8,0.0007552853765300178,False,1,32,32,False,3.2251538778756546,4,4,64,1024,False,False,True,32,True,8,True,256,True,8,16,512,True,1,1,16,1,16,1,12,False,10,3.2260901221243454,12,3.225622,1,8,16,True,1024,32,8,2048,False,1,16,8,4
