id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,speedup,U1_J,U1_I,U8_I,U7_I,U7_J,U2_I,cost_mean,U9_I,RT3_I,RT3_J,points,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,4,256,DLMT,2,1,True,2,1024,True,1,1,8,False,2048,256,2048,1024,False,True,True,1024,False,1,False,32,True,16,4,2048,False,8,1,1.8474336637056918,12,1,8,4,1,16,1.4004400000000001,4,4,32,237,1024,1,4,64,True,1,2,4,1
