id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,RT_I,U_K,U_J,U_I,cost_std,correct_result,cost_mean,mean_confidence_interval_sup
1,2048,2048,64,inf,32,False,64,256,DLMT,False,True,False,True,True,18,1,64,1,1,28,1,27,inf,False,inf,inf
2,2048,1,2048,0.15449833537141988,1,False,64,128,DLMT,True,True,True,False,False,11,1,1,35,1,29,1,28,5.6683467697416446e-05,True,0.1545171142857143,0.1545358932000087
3,2048,2048,2048,0.16461983499957142,1,False,32,1,DLMT,False,False,True,False,True,23,32,1,35,1,8,1,13,0.00011847685040391906,True,0.1646590857142857,0.16469833642899998
4,1024,64,2048,0.1042079541939734,8,False,64,512,DLMT,True,False,True,True,False,5,1,512,35,1,4,1,17,4.938234006407576e-05,True,0.10422431428571428,0.10424067437745517
5,512,64,256,inf,32,False,64,512,DLMT,False,True,False,False,True,7,1,256,1,1,1,3,6,inf,False,inf,inf
6,128,1024,128,0.10595601113255895,1,False,1,128,DLMT,False,False,True,False,True,10,1,32,35,8,28,30,1,3.929266432029898e-05,True,0.10596902857142859,0.10598204601029823
7,256,2048,512,0.1334266139806245,1,False,256,128,DLMT,False,False,True,True,False,29,8,512,35,1,27,1,18,4.523475275872477e-05,True,0.13344160000000002,0.13345658601937554
8,1024,2048,256,0.1191287948336987,8,False,32,16,DLMT,False,True,False,True,False,12,1,64,35,8,1,9,10,0.00010152221029741968,True,0.11916242857142859,0.11919606230915847
9,64,1,128,0.1872451494045863,32,False,64,64,DLMT,True,False,True,True,False,30,1,1,35,1,3,1,29,0.00010019322556430249,True,0.18727834285714284,0.18731153630969938
10,1024,512,512,0.16204540402302178,1,False,512,128,DLMT,False,False,False,False,False,9,1,16,35,32,26,1,15,0.00011287839221291205,True,0.1620828,0.16212019597697822
11,2048,1,2048,0.23784932071528564,1,False,32,512,DLMT,False,True,True,False,True,29,1,512,35,32,28,1,10,0.00016728971326194743,True,0.23790474285714283,0.23796016499900002
12,1024,2048,1,0.20742167028894273,1,False,128,512,DLMT,False,False,False,False,False,14,32,32,35,1,1,12,29,0.0006484987662254404,True,0.20763651428571428,0.20785135828248583
13,128,512,2048,inf,1,False,1,16,DLMT,False,True,False,True,False,16,32,512,1,1,1,30,28,inf,False,inf,inf
14,128,1,2048,0.09761132934969945,1,False,512,1,DLMT,False,False,False,True,True,6,1,32,35,8,1,11,27,4.410171490024962e-05,True,0.09762593999999998,0.09764055065030051
15,256,2048,2048,0.1455217397433986,32,False,512,32,DLMT,True,True,False,False,False,11,1,256,35,1,1,30,4,3.8042039044904746e-05,True,0.14553434285714287,0.14554694597088713
16,512,2048,2048,0.17986266909441612,1,False,32,256,DLMT,True,True,False,True,False,21,1,16,35,32,25,1,1,3.532306871824081e-05,True,0.1798743714285714,0.1798860737627267
17,1,64,2048,0.21074832745828692,1,False,64,512,DLMT,False,True,False,False,False,30,32,1,35,1,1,1,1,2.67814434690453e-05,True,0.21075719999999998,0.21076607254171303
18,2048,512,1,0.3277089447924238,1,False,32,32,DLMT,False,False,False,False,False,29,1,512,35,32,1,26,16,0.0008156692426893358,True,0.32797917142857147,0.32824939806471914
19,2048,2048,2048,0.27356693113883734,1,False,32,512,DLMT,True,False,True,False,True,25,8,64,35,1,6,1,30,0.00011715175575957743,True,0.27360574285714284,0.27364455457544834
20,512,2048,2048,inf,32,False,512,128,DLMT,False,False,False,False,True,26,1,1,1,1,30,23,1,inf,False,inf,inf
