id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,cost_std,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,1,1024,RS,8,1,False,8,128,True,512,32,1,True,0.1111555644820667,32,64,2048,1024,False,False,True,64,True,512,False,512,False,8,12,128,False,1,8,1,12,4,1,8,5.124860575505181e-05,35,0.11118952123221898,1,0.11117254285714284,1,1,1,True,1,128,8,64,True,1,1,1,8
2,128,2048,RS,32,1,True,1,128,True,512,512,1,True,0.12642807505349338,256,32,128,2048,True,True,False,128,True,512,True,512,True,12,16,512,False,12,1,1,4,16,8,1,9.118977744354697e-05,35,0.12648849637507806,16,0.12645828571428572,4,8,1,True,128,128,12,1,False,1,1,1,4
3,512,1,RS,1,8,False,8,512,True,1,32,32,False,0.1436812069250633,128,256,1,256,True,False,True,128,False,128,True,256,True,8,4,2048,True,1,8,1,4,1,12,1,0.00012020018676341247,35,0.14376085021779383,8,0.14372102857142857,1,1,8,True,128,1024,1,64,False,1,1,8,4
4,16,1024,RS,32,8,True,1,16,True,64,32,1,False,0.09148757588982648,128,128,1,1,False,False,False,1,False,64,False,2048,False,12,16,1,False,12,1,1,12,8,1,1,4.064954953687762e-05,35,0.09151450982445922,4,0.09150104285714285,4,1,32,True,128,2048,4,128,True,8,8,8,1
5,128,128,RS,1,8,False,1,512,False,1,32,8,False,0.08486676178250435,32,16,1024,64,False,False,True,256,False,1,False,512,True,1,8,128,True,1,4,8,1,8,12,1,2.1598194179994182e-05,35,0.08488107250320992,16,0.08487391714285714,4,8,1,True,2048,1,16,512,True,16,1,8,1
6,128,256,RS,1,1,True,8,32,True,128,256,32,True,0.15011518338656815,128,1,256,128,False,True,False,256,False,64,False,256,False,8,4,1,True,12,1,1,4,4,1,12,6.645634442463457e-05,35,0.15015921661343185,8,0.1501372,1,1,1,True,512,128,4,256,False,12,8,8,1
7,256,1024,RS,1,1,False,32,512,False,256,32,32,False,0.1290697152131031,16,1,2048,1,True,False,True,128,True,512,False,1024,False,8,1,1024,False,4,1,12,1,16,1,8,3.466641025546011e-05,35,0.12909268478689692,4,0.1290812,8,1,32,True,128,512,1,1,True,1,8,8,4
8,512,1024,RS,1,8,False,1,32,False,32,256,8,False,0.08913214151087553,1,512,2048,2048,False,False,True,32,False,64,True,512,True,8,1,128,False,16,1,1,12,4,1,8,0.00011333443247166103,35,0.08920723563198163,1,0.08916968857142858,12,1,8,True,1024,2048,4,512,True,16,1,8,1
9,512,1,RS,32,8,True,8,512,True,512,512,1,True,0.08729700297579872,64,512,512,2048,True,True,False,16,False,32,True,2048,False,16,4,1024,True,4,1,4,1,1,8,1,5.7893772108748224e-05,35,0.08733536273848701,4,0.08731618285714286,1,8,1,True,128,1,16,1024,True,1,1,8,16
10,1,1,RS,1,1,True,8,32,False,64,1,8,False,0.17233925755908713,1,64,64,128,False,False,True,128,True,16,False,64,False,1,12,64,True,8,1,4,1,8,16,1,0.00018369380912323585,35,0.17246097101234142,12,0.17240011428571428,1,32,1,True,128,1,1,1,False,1,8,8,16
11,32,512,RS,1,1,True,8,128,True,64,16,8,True,0.13742040186573892,64,64,2048,256,True,False,False,64,False,32,True,512,True,16,16,2048,False,1,8,16,1,8,12,1,0.00011943928181639405,35,0.1374995409914039,12,0.13745997142857141,16,8,1,True,1024,512,16,2048,True,1,1,32,1
12,32,512,RS,8,1,False,8,1,False,16,1,1,True,0.11003741751092938,32,128,1024,1,False,True,True,32,True,64,True,256,True,8,12,256,False,4,1,4,1,4,16,1,8.032451528084103e-05,35,0.11009063963192775,8,0.11006402857142857,12,8,1,True,512,128,12,128,True,1,1,8,1
13,32,64,RS,1,8,False,1,32,False,64,32,8,True,0.07711774097761018,64,64,512,1,True,False,False,1,True,128,True,2048,True,16,8,1024,True,16,1,4,1,16,8,1,0.00013688005755076938,35,0.07720843616524697,12,0.07716308857142858,1,8,1,True,1,64,12,2048,True,4,1,8,1
14,1,1024,RS,1,8,True,1,16,True,1,256,8,True,0.12565118924727392,32,16,1,64,True,True,False,1,False,128,False,128,False,1,4,128,True,1,1,1,4,12,4,1,0.00011318171771310913,35,0.1257261821812975,4,0.1256886857142857,12,32,1,True,256,2048,1,512,True,4,8,1,1
15,64,1024,RS,1,32,False,1,1,True,64,32,1,False,0.20827597155573324,512,16,512,1,True,False,True,16,True,32,False,64,True,1,8,512,True,16,1,1,1,16,1,12,8.020450391953759e-05,35,0.2083291141585525,1,0.20830254285714286,4,1,1,True,64,256,12,1,False,4,32,1,1
16,128,2048,RS,1,8,False,8,512,False,1,32,32,False,0.12401077309860407,32,32,256,256,True,True,True,32,True,32,False,1024,True,4,1,128,False,12,1,1,1,4,8,1,8.477066300391027e-05,35,0.12406694118711022,12,0.12403885714285715,12,8,1,True,128,1024,1,128,True,4,1,8,1
17,64,512,RS,32,1,False,8,32,True,256,64,1,False,0.14906060740308286,1,32,1024,1,True,False,False,256,True,16,True,128,False,4,8,256,True,1,12,4,1,8,1,12,0.00021696206007089041,35,0.1492043640254886,12,0.14913248571428572,4,8,1,True,1,128,12,2048,True,1,1,32,12
18,1,2048,RS,32,8,False,8,16,False,1,1,1,True,0.13455596843295173,32,128,256,2048,False,True,False,16,False,128,True,1,True,8,1,128,True,12,1,16,1,16,1,16,0.0031303281935259864,35,0.13663008870990537,12,0.13559302857142855,4,32,1,True,2048,64,1,256,True,16,8,8,1
19,1,1024,RS,1,1,True,8,512,True,64,512,32,True,0.14603923329375243,1,64,1024,512,False,True,False,512,False,512,False,1024,True,4,8,1024,True,1,8,1,8,12,1,16,9.856014014037262e-05,35,0.14610453813481902,1,0.14607188571428573,4,8,1,True,2048,1,8,1024,True,4,1,8,1
20,128,2048,RS,32,1,True,32,512,True,128,1,1,True,0.1775018364228948,16,32,2048,2048,True,False,True,64,True,128,False,1,True,16,16,1024,False,1,1,1,16,1,1,12,7.845635209257119e-05,35,0.17755382071996229,12,0.17752782857142854,8,32,1,True,1024,1,8,512,True,1,8,8,8
21,256,64,RS,8,1,True,32,16,True,64,512,8,True,0.15542580038289003,512,64,512,256,True,False,False,16,False,32,False,1024,True,8,1,2048,True,1,12,1,16,12,12,1,0.00022293393548725743,35,0.15557351390282428,8,0.15549965714285716,12,8,8,True,1024,512,1,2048,False,1,1,32,8
22,16,1,RS,8,1,True,1,256,False,1,128,8,True,0.1156521099899071,64,64,512,1024,False,True,False,128,False,16,False,1024,False,16,1,1024,False,1,4,1,4,8,1,1,2.8990216505938407e-05,35,0.11567131858152144,1,0.11566171428571427,16,1,1,True,256,1024,12,256,True,1,32,1,1
23,512,2048,RS,1,1,False,1,16,False,64,16,1,False,0.14049391350324128,64,256,1024,1024,True,True,True,256,True,64,True,64,True,4,4,64,True,8,1,12,1,8,8,1,5.6490750552271365e-05,35,0.14053134363961586,8,0.14051262857142857,8,1,8,True,512,128,8,128,False,1,32,1,1
24,1,1,RS,1,1,False,32,1,False,32,64,8,False,0.11734650227095836,128,32,2048,512,True,True,True,16,False,64,False,1024,False,1,8,512,False,12,1,16,1,1,1,8,0.00026333252664993034,35,0.11752098344332734,12,0.11743374285714285,1,8,8,True,1,1024,4,256,False,1,1,8,8
