id,runs,baseline,mean_confidence_interval_inf,T1_I,T1_J,cost_mean,U_J,U_I,technique,T2_I,cost_std,correct_result,T2_J,U1_I,OMP,VEC2,mean_confidence_interval_sup,VEC1,RT_I,SCR,RT_J
1,10,False,5.720330900719874,4,256,5.722293,30,1,DLMT,8,0.0031657228242536013,True,1,5,False,False,5.724255099280125,True,1,False,16
2,10,False,0.9459078997076613,256,256,0.9701365,15,1,DLMT,1,0.03909131088426174,True,2048,29,True,False,0.9943651002923386,False,1,False,1
3,10,False,4.259926067898739,2048,256,4.2600929999999995,1,30,DLMT,2048,0.00026933436468449764,True,512,9,False,False,4.26025993210126,False,8,False,4
4,10,False,1.5665610392151816,1,2048,1.5674199999999998,3,1,DLMT,128,0.001385878782578063,True,2048,3,False,False,1.568278960784818,True,16,True,8
5,10,False,1.5227104649862864,128,64,1.523006,15,1,DLMT,256,0.0004768270126576229,True,2048,9,False,True,1.5233015350137138,True,2,True,2
6,10,False,5.597568514033528,1,128,5.598825,1,23,DLMT,8,0.0020272604667382565,True,512,30,False,False,5.600081485966472,False,32,False,4
7,10,False,2.196202567289947,8,256,2.200012,1,16,DLMT,2048,0.006146278223445462,True,2048,18,False,True,2.203821432710053,True,16,True,8
8,10,False,0.8862635377500148,128,128,0.902823,1,9,DLMT,1024,0.026717642747817412,True,512,8,True,False,0.9193824622499853,True,32,False,2
9,10,False,0.5078062183143629,8,2048,0.6651260999999999,1,16,DLMT,2048,0.25382565765440257,True,2048,30,True,True,0.822445981685637,False,1,True,4
10,10,False,1.3979377131375113,32,32,1.398545,1,4,DLMT,32,0.0009798188608105278,True,64,22,False,True,1.3991522868624886,False,1,True,4
11,10,False,0.9429087618612529,2,1,0.9671403000000002,11,1,DLMT,4,0.039096050913231636,True,1024,12,True,True,0.9913718381387474,True,8,False,8
12,10,False,7.910681218516168,1,4,7.911730999999999,25,1,DLMT,2048,0.001693755885598706,True,2048,5,False,True,7.912780781483829,False,1,False,8
13,10,False,0.8013536842544117,128,2,0.8167106000000001,1,30,DLMT,1,0.024777410184278734,True,16,27,True,True,0.8320675157455885,True,1,True,8
14,10,False,4.176149040023968,512,1,4.176232,1,12,DLMT,2048,0.0001338506630540313,True,8,4,False,False,4.176314959976032,False,16,False,4
