id,T1_I,T1_J,cost_mean,U_J,U_I,technique,points,T2_I,speedup,T2_J,U1_I,OMP,VEC2,VEC1,RT_I,SCR,RT_J
1,2048,1,0.44491699999999995,1,9,DLMT,121,2048,12.991479309624044,16,10,True,True,True,4,True,1
