id,speedup,T2_J,T2_I,T4_I,T4_J,T2_Ja,T2_Ia,technique,T4_Ia,VEC4,points,VEC2,VEC3,VEC1,U4_J,U2_J,SCR,U4_I,U1_I,RT2_I,U2_I,RT2_J,cost_mean,OMP,RT4_J,RT4_I,T4_Ja,U3_I
1,3.3730881492923244,4,32,2,4,2048,64,DLMT,2048,True,152,True,False,True,1,1,True,5,8,2,23,16,1.906595,True,8,16,128,21
