id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,2048,2048,2048,0.20198287579119195,1,128,256,32,DLMT,True,False,False,True,True,8,1,35,0.20201449563737955,4.772167607436848e-05,0.20199868571428575,1,19,True,23,1
2,1024,2048,1,0.22122439025823504,1,512,1,32,DLMT,False,False,False,True,False,27,1,35,0.22128903831319358,9.756889768731734e-05,0.2212567142857143,26,7,True,1,1
3,64,1024,2048,inf,32,1,1,16,DLMT,True,False,True,False,True,13,1,1,inf,inf,inf,27,1,False,24,1
4,1,512,256,0.22250315147469035,8,16,512,512,DLMT,False,True,False,True,False,21,1,35,0.22253496281102392,4.80106790841625e-05,0.22251905714285714,30,23,True,1,1
5,64,512,2048,0.13019542923052937,32,512,32,1,DLMT,False,True,False,False,False,7,1,35,0.13022491362661356,4.449878695893024e-05,0.13021017142857147,4,15,True,1,1
6,512,2048,1024,0.30330111597957504,1,512,256,256,DLMT,False,False,False,True,True,11,1,35,0.30404071259185356,0.0011162226959432326,0.3036709142857143,29,1,True,27,32
7,1,256,2048,0.23778020842012182,1,1,1,512,DLMT,False,False,False,False,True,5,32,35,0.2378112201513068,4.680388959940033e-05,0.2377957142857143,2,1,True,21,1
8,1,2048,512,inf,1,256,16,512,DLMT,True,True,False,True,False,5,32,1,inf,inf,inf,1,11,False,4,1
9,1024,512,2048,inf,1,128,1,128,DLMT,False,False,True,True,True,30,32,1,inf,inf,inf,1,14,False,10,1
10,1024,1024,512,0.11426218689740539,8,512,1,256,DLMT,True,True,False,False,False,29,1,35,0.11431278453116603,7.636355579110463e-05,0.11428748571428571,1,1,True,18,8
11,128,2048,1,0.25553197100094244,32,256,32,16,DLMT,False,False,True,True,False,26,1,35,0.2556250004276291,0.00014040296525736005,0.25557848571428576,1,30,True,28,1
12,2048,1024,1,0.2901470832506038,1,512,128,256,DLMT,False,True,True,False,False,22,32,35,0.2904380596065391,0.0004391507574342833,0.29029257142857146,29,30,True,1,1
13,1024,1,64,0.17445300251801374,1,64,128,1,DLMT,True,True,False,True,False,10,8,35,0.17449002605341482,5.5877095449909e-05,0.17447151428571428,25,1,True,30,1
14,128,64,1,0.16099814986807512,1,256,16,64,DLMT,False,True,True,False,True,1,1,35,0.16102367870335352,3.8528928967036685e-05,0.16101091428571432,1,3,True,29,1
15,1,1,1024,0.19828992854664476,1,512,32,32,DLMT,True,True,True,True,True,26,1,35,0.19843978573906948,0.00022616923409026786,0.19836485714285712,1,29,True,3,32
16,512,1024,1,0.13581628564846232,8,16,512,64,DLMT,True,True,True,False,True,30,1,35,0.13588217149439485,9.943701113606319e-05,0.1358492285714286,3,13,True,1,1
17,1,2048,256,0.09203073528260337,1,1,64,1,DLMT,False,True,True,False,True,8,1,35,0.09213431614596808,0.00015632752859275395,0.09208252571428573,1,30,True,28,8
18,2048,128,1024,0.2056810087718934,1,1,128,1,DLMT,False,True,True,True,False,22,1,35,0.20596836265667803,0.00043368360892828326,0.20582468571428572,1,3,True,2,32
19,1,1,2048,0.13358078639161822,1,512,512,16,DLMT,True,False,True,False,False,30,32,35,0.13361961360838173,5.859926864487418e-05,0.13360019999999997,1,19,True,20,1
20,1,512,1024,0.1776609568477075,32,64,512,256,DLMT,False,False,True,True,False,3,1,35,0.1776787002951497,2.6778974390139006e-05,0.1776698285714286,5,4,True,1,1
