id,U2_I,U2_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,T2_J,T2_I,OMP,VEC2,T2_Ja,SCR,RT2_I
1,1,30,0.06378890000000001,74,DLMT,1.5041488409425463,1,1024,2048,64,True,True,1,False,2
