id,runs,mean_confidence_interval_sup,mean_confidence_interval_inf,U2_I,U2_J,cost_mean,baseline,technique,RT2_J,T2_Ia,correct_result,T2_J,T2_I,OMP,VEC2,cost_std,T2_Ja,SCR,RT2_I
1,10,0.11256104414113052,0.11252595585886946,10,1,0.11254349999999999,False,DLMT,8,1,True,64,4,False,True,2.8306359709437224e-05,128,True,2
2,10,0.10434857650556371,0.07716296349443628,1,29,0.09075577,False,DLMT,1,1,True,8,16,True,True,0.021931131740475684,2048,False,16
3,10,0.09290166306656458,0.08004091693343543,7,1,0.08647129,False,DLMT,4,32,True,2048,2,True,False,0.010374999364959015,1,False,1
4,10,0.09687634207715806,0.08170845792284195,1,9,0.08929240000000001,False,DLMT,16,256,True,8,256,True,True,0.01223620984659874,8,False,4
5,10,0.13294850113775292,0.13291829886224715,1,7,0.13293340000000003,False,DLMT,32,1,True,1024,1,False,False,2.4364728605092186e-05,1,True,4
6,10,0.08562707308342568,0.06403512691657434,1,24,0.07483110000000001,False,DLMT,8,2048,True,1,16,True,False,0.01741861828624762,8,False,16
7,10,0.08980472670767012,0.07601421329232991,22,1,0.08290947000000001,False,DLMT,32,8,True,256,4,True,True,0.011125059654046802,256,True,1
8,10,0.10585924907756593,0.08725333092243408,1,19,0.09655629,False,DLMT,4,2,True,256,1,True,True,0.015009734819872729,1,False,32
9,10,0.095061160205214,0.045692659794786,1,22,0.07037691,False,DLMT,1,1,True,512,2048,True,False,0.039826473138113806,1,False,1
10,10,0.10767356185812568,0.10764163814187436,30,1,0.10765760000000002,False,DLMT,2,128,True,256,2,False,True,2.5753446371311352e-05,1,True,1
11,10,0.3972617175042009,0.39719128249579905,1,16,0.3972265,False,DLMT,4,8,True,8,1,False,False,5.682121082835953e-05,2048,True,1
12,10,0.08240905513958167,0.05736072486041834,1,9,0.06988489,False,DLMT,4,2048,True,1,2048,True,False,0.020206946630426374,128,True,8
13,10,0.09566769176792893,0.08501496823207107,17,1,0.09034133,False,DLMT,8,128,True,512,1,True,False,0.008593747110434423,2048,True,4
14,10,0.1334856270363393,0.13345837296366073,1,30,0.133472,False,DLMT,2,1024,True,256,1024,False,False,2.1986359407602545e-05,1,True,1
15,10,0.12302245002378816,0.12298974997621186,1,1,0.12300610000000001,False,DLMT,2,1,True,128,64,False,False,2.637972706454801e-05,512,True,8
16,10,0.13061163013580876,0.13033416986419125,1,20,0.1304729,False,DLMT,32,2048,True,1,2048,False,True,0.00022383228096054414,2048,True,2
17,10,0.07972364424567495,0.06545013575432503,3,1,0.07258688999999999,False,DLMT,32,128,True,2,16,True,False,0.011514700624718821,1,True,1
18,10,0.12522246656399577,0.1251973334360042,22,1,0.12520989999999999,False,DLMT,2,2048,True,16,8,False,False,2.027535449752078e-05,32,False,2
19,10,0.17560480662585315,0.13867879337414685,1,30,0.1571418,False,DLMT,32,256,True,4,1,True,False,0.029788890945451462,32,False,2
