id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,2,2,1,False,2,128,4,4,64,17,6.488180407171552,64,8,16,DLMT,8,True,True,False,1024,2048,True,17,1,17,128,1,10,32,16,1,6.495859,1,False,0.012388922834532424,True,6.503537592828448
2,32,1,2048,False,2,256,16,2048,1,15,4.50043779681675,64,8,16,DLMT,32,False,True,False,2048,128,True,29,1,13,2048,2,10,2048,1,13,4.507562999999999,2,False,0.0114960637176382,True,4.5146882031832485
3,1,16,32,False,1,32,256,4,1,10,4.912369263938001,1,8,512,DLMT,32,False,False,False,32,2048,False,8,1,16,256,1,10,64,1,8,4.912668000000001,1,False,0.0004819917011733984,True,4.912966736062001
4,16,1,32,False,4,256,128,256,256,1,4.566339288676782,256,8,4,DLMT,1,True,False,True,1024,4,True,1,18,1,512,1,10,1,1,12,4.5786359999999995,1,True,0.019839964314483906,True,4.590932711323217
5,1,16,2048,False,4,2048,8,2048,64,28,17.95761259081305,512,2048,256,DLMT,2,True,True,False,512,1024,False,20,1,16,2048,32,10,2048,1,1,17.96708,2,True,0.01527506464798109,True,17.97654740918695
6,1,1,1024,False,4,8,4,128,1,21,5.869468130855785,4,256,1,DLMT,4,True,True,True,128,128,False,1,28,11,2048,4,10,1024,1,21,5.874630999999999,16,True,0.008329962124763937,True,5.879793869144213
7,4,8,16,False,4,4,32,2,128,25,4.10389794062249,32,2,128,DLMT,16,True,True,False,2048,1,True,13,9,1,4,1,10,2,1,20,4.111841,1,False,0.012815622848695168,True,4.11978405937751
8,2,32,1,False,1,1,512,4,2048,3,14.189350812657736,32,2048,512,DLMT,1,True,False,False,1024,1,True,20,1,12,128,2,10,1,24,1,14.674249999999997,32,True,0.7823541042903779,True,15.159149187342258
9,8,1,1,False,1,1,256,64,1024,1,10.889713435570098,4,2,1024,DLMT,2,True,False,False,512,2048,False,6,1,25,4,16,10,1024,25,20,10.892090000000001,4,False,0.003834436073271001,True,10.894466564429905
10,2,1,1024,False,2,8,1,512,2048,10,8.787907689997976,16,128,128,DLMT,4,False,False,False,1,128,True,1,2,4,32,8,10,2048,1,8,8.980849000000001,8,True,0.311298574441002,True,9.173790310002026
11,2,8,2048,False,4,1,1024,16,1,4,4.470782688282984,32,2048,4,DLMT,1,False,True,False,32,128,True,19,1,21,16,4,10,1,17,1,4.48404,8,False,0.021389832163904346,True,4.497297311717016
12,2,1,1,False,16,32,1,1,32,17,9.081518536867293,16,1,256,DLMT,2,True,False,True,2048,1024,True,20,1,1,2048,1,10,64,1,30,9.094553000000001,16,False,0.02103028009799191,True,9.10758746313271
13,1,1,64,False,2,1,256,1,1,1,26.846374518654123,4,64,512,DLMT,4,True,True,True,1024,1,False,16,22,1,256,8,10,1024,30,25,26.88742,8,True,0.06622428255556982,True,26.928465481345874
14,8,2,64,False,4,16,32,512,32,21,3.8909308059813963,8,64,256,DLMT,1,False,True,False,2048,512,False,12,1,17,16,2,10,512,24,1,3.8926760000000002,16,False,0.002815759932948792,True,3.894421194018604
15,1,2,512,False,1,2,1,32,16,29,3.406569086935533,256,4,1,DLMT,2,False,True,False,2048,1,False,3,1,11,2,8,10,32,1,21,3.4247419999999997,2,True,0.029320843371226604,True,3.4429149130644663
16,4,8,128,False,2,1024,4,8,16,1,5.783393651573185,2048,32,32,DLMT,32,True,True,True,2048,32,False,1,28,1,1,2,10,64,10,29,5.786217000000001,1,True,0.004555293733668663,True,5.789040348426816
17,2,1,8,False,2,256,512,8,2048,25,6.6873232161702125,64,4,2,DLMT,1,True,True,True,1024,512,False,1,3,30,1024,2,10,8,1,11,6.687513,8,False,0.00030620418024587944,True,6.687702783829788
18,2,8,1024,False,2,128,2,1,512,30,5.440508955251731,16,128,128,DLMT,1,True,False,True,256,1,False,5,1,6,1,1,10,32,1,29,5.441071,32,False,0.0009068235771085138,True,5.441633044748269
19,4,1,1,False,16,4,8,4,64,14,9.679174654665895,128,1024,128,DLMT,2,True,False,True,2048,1024,True,5,1,7,2048,2,10,1,13,1,9.900333999999999,8,True,0.3568265858985288,True,10.121493345334104
20,8,4,1,False,4,1,64,1,64,1,2.331427263902501,1,2048,64,DLMT,4,True,False,False,4,512,True,1,30,10,8,8,10,16,29,21,2.423672,8,True,0.14883103492215594,True,2.5159167360974988
