id,T_J,runs,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,correct_result,OMP,VEC,cost_std,SCREP,mean_confidence_interval_sup,baseline
1,4,1,2,16,1,inf,5,1,RS,inf,False,True,False,inf,True,inf,False
2,32,10,512,16,4,0.43529739999999995,12,1,RS,0.43505232059848165,True,False,True,0.00039542008042081216,True,0.43554247940151825,False
3,4,10,4,2,32,0.5874303000000001,8,1,RS,0.5874063851462333,True,False,False,3.858510075144304e-05,True,0.5874542148537668,False
4,64,10,128,1,2,0.2504756,30,1,RS,0.2504486831929936,True,False,True,4.342856203008161e-05,False,0.2505025168070064,False
5,4,1,1024,8,8,inf,9,1,RS,inf,False,True,True,inf,False,inf,False
6,4,1,256,2,2,inf,1,1,RS,inf,False,True,True,inf,True,inf,False
7,2048,1,1024,16,4,inf,1,23,RS,inf,False,True,False,inf,False,inf,False
8,64,10,16,4,32,0.6707743,1,10,RS,0.670577948376186,True,False,False,0.00031680089961992885,False,0.6709706516238141,False
9,128,10,512,2,4,0.38921220000000006,25,1,RS,0.38874254487601545,True,False,True,0.0007577587742811031,False,0.3896818551239847,False
10,512,10,2,32,16,0.3924939,1,19,RS,0.39243325094210857,True,False,False,9.785341077346133e-05,False,0.39255454905789144,False
11,1,1,1,16,1,inf,1,12,RS,inf,False,True,True,inf,True,inf,False
12,1,1,128,1,1,inf,1,8,RS,inf,False,True,True,inf,True,inf,False
13,1024,10,512,8,4,0.21804069999999998,9,1,RS,0.2179995500438685,True,False,True,6.639284600015228e-05,True,0.21808184995613145,False
14,64,10,1,8,32,0.8804827,14,1,RS,0.8802828934136415,True,False,True,0.0003223752626986153,False,0.8806825065863584,False
15,8,1,2,2,4,inf,26,1,RS,inf,False,True,False,inf,True,inf,False
16,2048,10,2048,32,4,0.4592362999999999,18,1,RS,0.45918616471126017,True,False,True,8.089011064401097e-05,True,0.4592864352887396,False
17,32,10,4,2,16,0.447694,1,25,RS,0.44740096866937606,True,False,False,0.0004727874786835964,False,0.4479870313306239,False
18,8,1,1024,4,8,inf,1,5,RS,inf,False,True,False,inf,True,inf,False
