id,T_J,runs,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,correct_result,OMP,VEC,cost_std,SCREP,mean_confidence_interval_sup,baseline
1,4,1,4,32,4,inf,1,13,DLMT,inf,False,True,True,inf,False,inf,False
2,2048,10,1,2,16,0.7828570000000001,19,1,DLMT,0.782839799152394,True,False,False,2.775247736691901e-05,False,0.7828742008476063,False
3,1,10,256,1,32,0.7141506,1,6,DLMT,0.7141047794121633,True,False,False,7.392861421667943e-05,True,0.7141964205878366,False
4,1,1,16,32,16,inf,1,30,DLMT,inf,False,True,True,inf,True,inf,False
5,256,10,2,32,1,0.356859,7,1,DLMT,0.35682997002865857,True,False,False,4.683801874546138e-05,False,0.3568880299713414,False
6,1,10,1,16,2,0.2105994,15,1,DLMT,0.21057110555913136,True,False,True,4.5651286947906544e-05,True,0.21062769444086862,False
7,128,1,4,2,2,inf,1,1,DLMT,inf,False,True,False,inf,False,inf,False
8,1024,1,1,32,32,inf,27,1,DLMT,inf,False,True,True,inf,True,inf,False
9,4,10,2048,4,32,0.9151792999999999,30,1,DLMT,0.9151116667289952,True,False,False,0.00010912199594947647,True,0.9152469332710046,False
10,1024,1,1024,4,1,inf,1,11,DLMT,inf,False,True,True,inf,True,inf,False
11,2048,10,4,2,8,0.4522055,30,1,DLMT,0.4521800170761814,True,False,False,4.111508239077025e-05,True,0.4522309829238186,False
12,1,10,2048,2,32,0.7966542,22,1,DLMT,0.7965665517780387,True,False,False,0.00014141485070528256,False,0.7967418482219613,False
13,8,10,1,8,4,0.2768349,1,30,DLMT,0.27664073720879295,True,False,True,0.0003132693569438256,False,0.27702906279120704,False
14,128,10,128,8,2,0.232786,1,23,DLMT,0.2327496058383614,True,False,False,5.871967302360955e-05,True,0.23282239416163858,False
15,2,1,128,8,1,inf,29,1,DLMT,inf,False,True,False,inf,False,inf,False
16,1,1,1,2,16,inf,8,1,DLMT,inf,False,True,True,inf,False,inf,False
17,2048,1,2048,16,16,inf,1,1,DLMT,inf,False,True,False,inf,True,inf,False
18,128,10,8,16,8,1.0302090000000002,1,10,DLMT,1.0300443758588964,True,False,False,0.0002656106172576701,False,1.030373624141104,False
19,8,10,16,1,1,0.2643046,20,1,DLMT,0.26427638577552615,True,False,True,4.552186287928434e-05,True,0.26433281422447386,False
20,2048,1,2048,1,2,inf,1,22,DLMT,inf,False,True,False,inf,False,inf,False
21,32,1,2,1,32,inf,1,21,DLMT,inf,False,True,False,inf,True,inf,False
22,8,1,512,32,2,inf,10,1,DLMT,inf,False,True,False,inf,False,inf,False
23,2048,10,8,8,32,0.21129289999999998,8,1,DLMT,0.21126219736593463,True,False,True,4.953675403172756e-05,False,0.21132360263406533,False
24,128,10,1024,1,8,0.6919112000000001,30,1,DLMT,0.6918278078279068,True,False,True,0.00013454798400570396,False,0.6919945921720934,False
25,2,10,256,32,16,0.8062924,1,1,DLMT,0.8062448619230419,True,False,True,7.669967405407917e-05,True,0.8063399380769581,False
26,128,1,2048,8,8,inf,15,1,DLMT,inf,False,True,True,inf,True,inf,False
27,1,10,1,1,1,0.20393319999999998,1,1,DLMT,0.20391377399812852,True,False,False,3.1342622736457384e-05,False,0.20395262600187145,True
