id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,1,1,32,16,30,1,1,RS,9,1.6069410694236115,1,256,128,171,8,0.1105930857142857,8
2,8,256,1,1,13,1,12,RS,11,1.6165007782233638,1024,1,1024,170,1,0.10993905714285715,8
3,1,32,128,16,17,26,1,RS,24,1.6038884770346495,2048,512,128,170,8,0.11080357142857142,8
