id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,128,64,1024,0.10241813630241452,8,256,1,16,RS,True,False,True,False,True,14,1,30,0.10245366369758548,4.964161560626241e-05,0.1024359,1,21,True,19,8
2,256,1,2048,0.2620571143043424,8,32,16,32,RS,True,True,True,False,True,10,8,30,0.2621687523623242,0.00015598930162745827,0.2621129333333333,28,1,True,17,1
3,1024,512,1024,0.20067501433673812,8,1,64,256,RS,True,False,False,False,False,29,8,30,0.20796318566326188,0.010183594877219603,0.2043191,29,1,True,29,1
4,512,64,64,0.21526268553672623,8,32,32,512,RS,False,True,True,False,False,20,1,30,0.21570204779660712,0.0006139108232381059,0.21548236666666667,13,30,True,1,1
5,2048,128,512,0.2290183427693563,1,64,64,64,RS,False,True,True,False,True,8,1,30,0.24192939056397705,0.018040311388172383,0.23547386666666667,6,1,True,10,1
6,1024,2048,256,0.2130639183676739,8,64,1,32,RS,True,True,False,False,False,25,1,30,0.22393328163232612,0.015187512354123916,0.21849860000000002,5,1,True,13,1
7,1024,1024,2048,0.13420853710541034,8,256,256,256,RS,True,True,False,True,False,21,8,30,0.1342681295612563,8.32671737374479e-05,0.13423833333333332,27,23,True,1,1
8,128,1024,64,0.09791944236688428,1,32,256,64,RS,False,False,True,True,True,9,8,30,0.09795048429978238,4.337418190070558e-05,0.09793496333333333,29,2,True,1,8
9,2048,1,1024,0.1661591230074977,32,128,32,512,RS,False,True,False,False,False,16,1,30,0.18632201032583556,0.028173140669419318,0.17624056666666663,14,25,True,1,1
10,2048,128,512,0.18527469139360944,1,512,128,128,RS,True,False,False,False,False,23,1,30,0.1852974419397239,3.178881704135442e-05,0.18528606666666667,16,1,True,25,1
11,2048,512,2048,0.21954604671978165,8,256,1,512,RS,False,False,True,True,True,30,8,30,0.22729928661355167,0.010833424535000722,0.22342266666666666,7,1,True,25,1
12,256,2048,128,0.2556972786402813,1,1,1,32,RS,False,False,False,True,False,17,1,30,0.25573405469305194,5.138633627293741e-05,0.2557156666666666,25,1,True,9,1
13,512,1,1024,inf,1,512,16,1,RS,True,False,True,True,True,19,32,1,inf,inf,inf,4,11,False,1,1
14,128,1024,512,0.2753850681397715,8,256,128,16,RS,True,False,False,False,False,9,8,30,0.27574286519356195,0.0004999416288150274,0.2755639666666667,1,29,True,17,1
15,2048,2048,512,0.12618968980240455,8,64,512,16,RS,True,False,False,False,False,14,1,30,0.1263513768642621,0.00022592162849586328,0.12627053333333332,22,10,True,1,1
16,2048,1,512,0.2428564538877694,1,1,1,32,RS,True,True,True,True,False,10,1,30,0.24975307944556388,0.009636496941950547,0.24630476666666665,1,14,True,20,32
17,2048,256,128,0.2476868310516229,1,32,16,128,RS,False,True,True,True,True,22,1,30,0.24784110228171044,0.0002155596566047444,0.24776396666666667,24,1,True,23,32
18,1024,1024,512,inf,1,1,256,512,RS,False,True,True,True,True,4,32,1,inf,inf,inf,12,1,False,7,1
19,128,512,512,0.1607999635995835,1,256,512,64,RS,False,True,True,False,True,23,32,30,0.16085516973374983,7.713826691222799e-05,0.16082756666666667,1,22,True,28,1
20,1,256,256,0.09899651607482227,1,128,1,16,RS,True,True,True,True,True,30,8,30,0.09902368392517774,3.796101509004581e-05,0.0990101,8,23,True,1,8
21,128,256,256,0.10125121308087873,8,16,128,16,RS,True,False,True,False,True,26,1,30,0.1013475869191213,0.00013466095697466817,0.10129940000000001,8,15,True,1,8
22,2048,2048,1024,0.09883059584270959,8,1,256,1,RS,False,True,True,True,True,9,1,30,0.09887068415729042,5.6014483841234746e-05,0.09885064,2,25,True,1,8
23,1024,2048,512,0.29842206472763644,8,256,1,1,RS,False,False,False,False,True,16,8,30,0.2985352686056969,0.00015817718616229512,0.29847866666666667,19,30,True,1,1
24,2048,1024,64,0.09160580910857154,1,1,256,32,RS,True,True,True,True,False,29,8,30,0.0916873242247618,0.00011389920495283891,0.09164656666666667,25,1,True,16,8
25,1,128,128,0.17890101798240457,8,1,32,1,RS,True,True,False,False,True,24,1,30,0.17891884868426208,2.4914431337857002e-05,0.17890993333333333,12,1,True,22,1
26,1,512,512,inf,32,512,128,1,RS,True,False,False,True,True,19,1,1,inf,inf,inf,27,1,False,19,1
27,128,1,2048,0.1544230557588267,8,32,512,128,RS,False,True,False,False,False,27,8,30,0.15447807757450666,7.688072291254596e-05,0.15445056666666668,15,21,True,1,1
28,256,256,1,0.09895534382770921,1,16,64,256,RS,False,True,False,True,True,16,1,30,0.09912742950562412,0.0002404513765585243,0.09904138666666666,15,26,True,1,8
29,512,128,256,0.23626847881503862,1,256,128,128,RS,False,False,False,True,True,24,1,30,0.23637812118496135,0.00015320077240884642,0.2363233,5,1,True,19,32
30,256,128,512,0.20334199791832167,1,1,128,128,RS,True,True,True,False,True,8,8,30,0.2033925354150116,7.061488668986456e-05,0.20336726666666663,17,1,True,19,1
31,256,1024,256,0.1367486061145836,32,64,32,1,RS,True,True,True,False,False,7,1,30,0.13686319388541643,0.00016011086783850826,0.1368059,9,18,True,1,1
32,256,256,512,inf,32,512,1,16,RS,False,False,False,True,True,26,1,1,inf,inf,inf,21,3,False,1,1
33,512,1024,128,0.099054249153373,8,1,32,64,RS,False,False,True,True,False,23,1,30,0.09914723084662701,0.00012992119047073623,0.09910074,12,20,True,1,8
34,1024,512,512,0.19204909093304903,8,1,16,16,RS,False,False,True,False,False,30,8,30,0.19207210906695102,3.216271132849598e-05,0.19206060000000003,26,1,True,27,1
35,512,256,64,0.23922275015742564,1,32,16,16,RS,True,True,True,True,False,11,1,30,0.23945638317590764,0.00032645006594509416,0.23933956666666664,30,1,True,4,1
36,128,256,1,0.2739031152146706,8,256,1,32,RS,False,False,False,False,True,10,8,30,0.2739826847853294,0.00011118073873952425,0.2739429,6,1,True,24,1
37,1,2048,64,0.42080548675759594,1,32,64,128,RS,False,False,False,False,False,25,1,30,0.4209565799090707,0.0002111190001449902,0.4208810333333333,1,1,True,14,1
38,512,512,128,0.09156524298644785,1,32,32,256,RS,True,False,True,False,True,3,8,30,0.09159195701355217,3.732689825492177e-05,0.09157860000000001,1,25,True,7,8
39,1,2048,128,0.16933899640339628,8,1,32,1,RS,False,False,True,True,False,22,1,30,0.16938947026327034,7.0525968424563e-05,0.1693642333333333,3,22,True,1,1
40,1,512,1024,0.12666674722057397,8,512,16,1,RS,False,False,False,False,True,14,1,30,0.12668658611275935,2.7720429690433122e-05,0.12667666666666666,1,7,True,13,1
41,512,256,512,0.09258929774551504,1,32,64,32,RS,True,True,True,True,False,12,8,30,0.09261328892115163,3.3522320259127745e-05,0.09260129333333333,26,7,True,1,8
42,2048,1024,128,0.19203550259187008,1,16,16,32,RS,False,False,False,False,True,24,1,30,0.19210783074146326,0.00010106246693121257,0.19207166666666667,2,10,True,1,1
43,1024,2048,512,inf,1,128,64,128,RS,False,False,True,True,True,8,32,1,inf,inf,inf,1,27,False,17,1
44,1024,512,2048,inf,32,128,16,1,RS,False,False,True,True,True,20,1,1,inf,inf,inf,23,1,False,5,1
45,64,1,256,inf,1,32,256,16,RS,False,False,True,True,True,22,32,1,inf,inf,inf,6,18,False,1,1
46,2048,512,1,0.09423619238267901,1,32,1,512,RS,True,True,True,False,False,3,1,30,0.09432122761732102,0.00011881778584594624,0.09427871000000002,30,7,True,1,8
47,1024,64,256,inf,1,32,64,32,RS,True,False,True,True,True,21,32,1,inf,inf,inf,25,1,False,17,1
48,1,1024,128,0.09983754427989608,1,64,16,1,RS,False,True,False,True,True,5,8,30,0.09986313572010391,3.575833329449194e-05,0.09985034,11,6,True,1,8
49,128,1,1,0.12038108631526286,1,256,128,32,RS,True,True,True,True,True,17,1,30,0.12044931368473717,9.533254078924666e-05,0.12041520000000001,10,1,True,29,8
50,256,512,512,0.1547934035292723,8,128,32,256,RS,False,True,False,False,False,17,1,30,0.15487879647072766,0.00011931760138386986,0.15483609999999998,22,23,True,1,1
51,1,1024,1024,0.10697025024404676,1,128,1,16,RS,True,True,True,True,False,27,1,30,0.10702388308928655,7.4939946327413e-05,0.10699706666666665,1,3,True,21,8
