id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,1,128,256,0.1798701211729932,8,32,16,1,RS,True,False,False,False,True,30,1,35,0.17989799311272106,4.206521661633791e-05,0.17988405714285713,19,1,True,12,1
2,256,1,512,0.17949583581845593,32,32,1,1,RS,False,False,True,True,False,14,1,35,0.17969033561011552,0.0002935452626503944,0.17959308571428573,12,12,True,1,1
3,64,1024,64,0.20148933321657003,1,16,1,1,RS,True,False,False,True,True,23,1,35,0.2016755810691443,0.00028109117411129154,0.20158245714285716,21,5,True,1,32
4,512,128,2048,0.10060945793895776,8,1,64,128,RS,True,False,True,True,False,14,8,35,0.10062459920389938,2.2851677918119758e-05,0.10061702857142857,1,8,True,19,1
5,1024,1,1024,0.10782774918119681,8,128,512,256,RS,False,False,False,False,True,22,1,35,0.10786305081880324,5.32783526128835e-05,0.10784540000000002,20,1,True,19,8
6,64,2048,1,0.10868608617852363,1,16,32,1,RS,False,False,True,True,False,3,1,35,0.1087108852500478,3.742754633274474e-05,0.10869848571428571,29,1,True,3,8
7,1,512,1,0.08897994603494082,1,64,32,128,RS,True,False,True,True,False,25,8,35,0.08901062539363062,4.630226247392445e-05,0.08899528571428572,15,15,True,1,8
8,1024,2048,2048,0.20651756833819487,1,256,256,512,RS,False,True,False,False,False,10,32,35,0.20724328880466228,0.0010952803759954855,0.20688042857142858,1,29,True,30,1
9,1,512,256,0.2600642164140305,8,1,16,32,RS,False,True,True,True,True,29,1,35,0.26016315501454096,0.00014932127806053822,0.2601136857142857,20,1,True,18,1
10,1024,2048,128,0.34291874469831257,1,128,512,16,RS,True,False,True,True,True,14,1,35,0.3429478838731161,4.3977768038324334e-05,0.34293331428571433,13,1,True,9,1
11,512,1,2048,0.24129119425243525,1,256,128,512,RS,False,True,True,False,False,3,1,35,0.2416373771761363,0.0005224702627999094,0.24146428571428577,1,28,True,28,32
12,512,2048,256,0.1269595748480959,1,128,128,32,RS,True,False,False,True,False,15,8,35,0.12699916800904698,5.9755255938244596e-05,0.12697937142857144,5,1,True,28,8
