id,correct_result,runs,baseline,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,mean_confidence_interval_sup,cost_std,RT_I,cost_mean,RT_J
1,True,35,True,1,1,1,1,1,1,1,RSL,1,1,1,1,0.17767274400407299,0.17785628456735567,0.0002770052471322085,1,0.17776451428571433,1
2,True,35,False,1,32,1,16,19,1,27,RSL,18,1024,1024,128,0.3112872840381546,0.3119403159618454,0.0009855765187369886,32,0.3116138,1
3,True,35,False,1,16,16,32,6,1,10,RSL,20,2048,128,128,0.24761844400954042,0.24768332741903099,9.792410222166243e-05,32,0.2476508857142857,1
4,True,35,False,1,64,32,32,17,8,1,RSL,20,2048,128,2048,0.11564261389431807,0.11577910039139622,0.00020598975603616071,8,0.11571085714285714,8
5,True,35,False,1,128,256,32,29,1,1,RSL,1,128,2048,1024,0.12520869938386123,0.1253608434732816,0.00022962069166522424,8,0.12528477142857142,8
6,True,35,False,8,16,64,64,1,29,2,RSL,4,1024,64,512,0.12411219902421212,0.12415282954721645,6.13208756943204e-05,8,0.12413251428571428,1
7,True,35,False,8,1,1,64,15,13,1,RSL,8,256,64,1,0.22256270944134204,0.22258037627294364,2.6663343330329016e-05,1,0.22257154285714284,1
8,True,35,False,1,16,1,64,7,24,1,RSL,3,2048,512,128,0.21230314732607378,0.21233136695964053,4.2589967200298545e-05,1,0.21231725714285715,1
9,True,35,False,1,512,1,512,26,28,1,RSL,28,512,64,1024,0.13026632304928099,0.13030036266500478,5.137366910734422e-05,8,0.13028334285714288,1
10,True,35,False,8,128,1,256,22,15,1,RSL,23,1024,1,2048,0.19500723169773507,0.19517356830226487,0.0002510404862054826,1,0.19509039999999997,8
11,True,35,False,8,512,128,256,1,4,30,RSL,9,2048,1,1024,0.2002813420338462,0.20048842939472525,0.00031254282188238514,1,0.20038488571428573,1
12,True,35,False,1,16,32,256,17,27,1,RSL,8,512,512,64,0.19785475963099922,0.19790398322614364,7.428981307373392e-05,1,0.19787937142857143,32
13,True,35,False,1,32,16,1,7,1,25,RSL,6,128,1024,512,0.15263143780843064,0.15271764790585513,0.0001301110169612635,1,0.15267454285714288,8
14,True,35,False,1,128,128,32,1,18,1,RSL,11,1,2048,512,0.21713626650396656,0.21724099063889057,0.00015805299033900703,1,0.21718862857142857,1
15,True,35,False,1,512,1,1,1,16,22,RSL,13,2048,1024,1,0.15732268850844675,0.15736388292012463,6.217191438885826e-05,1,0.15734328571428569,32
16,True,35,False,32,512,256,256,1,28,8,RSL,17,512,1024,1024,0.13712486748162322,0.13723096108980531,0.00016011984287286814,1,0.13717791428571427,1
17,True,35,False,1,1,256,64,1,11,9,RSL,19,64,1024,128,0.12250227252247196,0.12253041319181372,4.247079188413252e-05,1,0.12251634285714284,1
18,True,35,False,1,64,16,1,29,1,18,RSL,8,64,1,128,0.12247538605639197,0.12249935680075094,3.6177408668382476e-05,8,0.12248737142857145,8
19,True,35,False,1,64,16,16,18,1,28,RSL,12,1024,64,2048,0.21880879451205115,0.21892834834509173,0.0001804344417097306,1,0.21886857142857144,32
20,True,35,False,8,128,1,16,1,27,2,RSL,26,1024,512,128,0.1404373993206065,0.14045934353653633,3.311890760300442e-05,1,0.14044837142857142,1
21,True,35,False,1,16,512,256,3,1,16,RSL,25,1,512,256,0.12957236014250326,0.12979455414321103,0.00033534224248047713,1,0.12968345714285714,32
22,True,35,False,1,32,16,1,1,22,20,RSL,27,128,1,2048,0.18271731719459797,0.18276302566254485,6.898467147098044e-05,1,0.1827401714285714,8
23,True,35,False,8,256,256,512,12,1,22,RSL,9,1,1,1024,0.1254989120862078,0.12553034505664926,4.743963726329986e-05,8,0.12551462857142853,1
24,True,35,False,8,128,16,32,27,1,22,RSL,28,64,128,2048,0.14780645147412347,0.14797943424016224,0.00026107108422881244,1,0.14789294285714286,8
25,True,35,False,32,64,64,16,26,1,29,RSL,10,256,1024,512,0.2665246857823204,0.26671605707482243,0.00028882363236453813,1,0.2666203714285714,1
26,True,35,False,8,256,16,16,16,1,7,RSL,15,64,1024,1024,0.1399719660036387,0.14008866256778985,0.0001761221607583896,1,0.14003031428571427,1
27,True,35,False,8,64,128,1,3,1,19,RSL,29,2048,128,1024,0.1254920145005612,0.12552907121372447,5.592716838232854e-05,8,0.12551054285714283,1
28,True,35,False,8,128,128,512,10,12,1,RSL,4,2048,512,256,0.22717650772077527,0.22720892085065328,4.8918925013635244e-05,1,0.22719271428571428,8
29,True,35,False,8,256,1,128,25,24,1,RSL,19,128,1,1,0.11952561393100675,0.11954964321185035,3.62657537900308e-05,8,0.11953762857142855,1
30,True,35,False,1,512,512,256,2,1,23,RSL,6,256,2048,1,0.2868645182646996,0.28701771030672885,0.0002312022950242736,32,0.2869411142857142,1
31,True,35,False,1,1,64,16,1,16,16,RSL,21,256,128,2048,0.12325218884464482,0.12329055401249801,5.790192975529984e-05,8,0.12327137142857142,1
32,True,35,False,1,128,128,64,11,25,1,RSL,27,128,1024,128,0.3233533860473338,0.32391947109552327,0.0008543535329029038,32,0.32363642857142855,1
33,True,35,False,1,128,16,256,17,8,1,RSL,9,2048,1,2048,0.2212317824527217,0.2213575889758497,0.0001898712001675392,1,0.2212946857142857,1
34,True,35,False,1,16,1,1,1,22,13,RSL,9,64,2048,64,0.1494988522745427,0.1495393191540287,6.107389969937483e-05,1,0.1495190857142857,1
35,True,35,False,1,128,16,32,21,1,19,RSL,28,512,128,128,0.17846438484667523,0.17869824372475338,0.0003529472458701829,1,0.1785813142857143,32
36,True,35,False,1,64,256,512,4,8,1,RSL,6,1,256,1,0.19713836910965743,0.1971656308903426,4.1144345211183035e-05,1,0.19715200000000002,32
37,True,35,False,8,64,256,32,16,1,16,RSL,9,64,256,1024,0.12867666363449606,0.12870836493693252,4.784461243207481e-05,8,0.1286925142857143,1
38,True,35,False,1,128,64,64,27,1,19,RSL,4,64,512,1024,0.14452563462248322,0.1445709368060882,6.837149423911896e-05,1,0.1445482857142857,8
39,True,35,False,1,256,128,128,3,1,13,RSL,18,512,1,1,0.11398445002353286,0.11401040711932425,3.917527333428944e-05,1,0.11399742857142856,8
40,True,35,False,8,128,32,32,26,1,11,RSL,13,128,128,1024,0.12166510227988557,0.12168592629154297,3.142825973871328e-05,1,0.12167551428571427,8
41,True,35,False,1,256,64,1,4,1,25,RSL,4,512,512,2048,0.14661152914344713,0.14671384228512432,0.0001544142427606574,1,0.14666268571428573,1
42,True,35,False,32,64,64,256,18,1,2,RSL,13,1,1024,64,0.24513787846755591,0.24516423581815838,3.977935060674068e-05,1,0.24515105714285715,1
43,True,35,False,1,128,1,128,1,29,27,RSL,24,1024,512,256,0.1303057942488828,0.1303420343225458,5.4694670113051225e-05,8,0.1303239142857143,1
44,True,35,False,1,16,32,256,1,7,28,RSL,11,1,512,64,0.2142336219261353,0.21425757807386472,3.615537897148163e-05,1,0.2142456,32
45,True,35,False,1,256,32,16,1,24,11,RSL,15,1,128,1,0.1280873319250792,0.12812403950349227,5.5400243129208794e-05,8,0.12810568571428574,1
46,True,35,False,1,1,32,128,11,1,25,RSL,5,1,512,256,0.14316194639732838,0.14323308217410013,0.00010736037349002874,1,0.14319751428571426,32
