id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,8,512,16,256,23,1,10,RSL,2,1.581428699243366,256,256,512,170,1,0.11240754285714286,8
