id,T1_Ja,T1_La,T1_L,T1_M,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,8,1,8,2,0.4228161521062531,2,4,1,DLMT,500,10,True,1,4,2048,7,7,1,False,3,1,False,10,0.03990681855222238,0.44755020000000006,True,True,0.472284247893747
2,2048,512,1,128,0.3809671822606283,1,1,2,DLMT,500,10,True,8,2048,8,16,1,2,False,2,1,False,10,0.020639593853804393,0.39375950000000004,True,True,0.40655181773937177
3,256,4,1,8,6.005352639573996,16,128,8,DLMT,500,10,False,16,512,1,15,2,1,True,2,1,False,10,0.0005685112136096467,6.005705000000001,True,False,6.006057360426006
4,32,32,16,1,4.743982571489522,64,1,8,DLMT,500,10,False,256,64,1,2,29,1,False,1,1,False,10,0.0003733952329636032,4.7442139999999995,True,False,4.744445428510477
5,1024,1,32,2,3.4677149536509817,1,1024,2,DLMT,500,10,True,32,1,1,1,18,3,True,1,1,False,10,0.00017755280904560968,3.467825,True,False,3.467935046349018
6,8,64,2,2048,2.1780502233121113,256,8,8,DLMT,500,10,True,1,1,64,1,29,1,True,3,1,False,10,0.003103891750689776,2.179974,True,True,2.181897776687889
7,256,16,1,16,5.396201622152917,2048,4,2,DLMT,500,10,True,2048,16,128,6,1,2,True,4,1,False,10,0.00500710345409403,5.399305,True,True,5.402408377847083
8,64,128,16,4,12.3606079422157,2048,2,32,DLMT,500,10,False,2048,2048,32,1,2,22,True,3,1,False,10,0.006666813331720183,12.364740000000001,True,True,12.368872057784303
9,1024,256,2,32,4.14407635484095,32,512,32,DLMT,500,10,True,512,256,2048,1,1,1,False,1,30,False,10,0.008836219836559155,4.149553,True,True,4.1550296451590505
10,1,64,8,8,1.646627469505125,2,64,2,DLMT,500,10,False,64,256,1024,30,1,1,False,1,1,False,10,0.015618922369997254,1.656308,True,True,1.6659885304948747
11,128,256,256,256,0.7536820009053183,8,64,8,DLMT,500,10,True,128,2048,1,1,9,4,True,6,1,False,10,0.02876886416527424,0.7715128,True,True,0.7893435990946817
12,1,1,512,64,4.34838415697303,16,1024,2,DLMT,500,10,False,2048,512,32,1,20,1,False,1,5,False,10,0.0005531554935096456,4.348726999999999,True,False,4.349069843026968
13,1,1,256,8,3.9863411632907106,2,8,512,DLMT,500,10,True,256,32,2048,25,1,1,True,1,2,False,10,0.00020302955449877456,3.986467,True,False,3.9865928367092898
14,1024,8,2,512,1.540505247278767,128,64,256,DLMT,500,10,True,1,1,2048,21,1,2,False,1,1,False,10,0.020094954093005536,1.5529600000000001,True,True,1.5654147527212332
15,1024,1024,1024,4,5.953791311013669,2,8,512,DLMT,500,10,False,256,512,1024,10,5,1,False,2,1,False,10,0.001103088845016598,5.954475,True,False,5.955158688986332
16,1,64,8,8,0.3643448139422413,8,2048,1024,DLMT,500,10,False,1,16,1,2,9,1,False,4,1,False,10,0.011250632377337724,0.37131790000000003,True,True,0.3782909860577588
17,8,64,32,128,3.161694093719392,4,2,4,DLMT,500,10,True,1,1024,16,1,1,1,True,20,1,False,10,0.00022734335266291715,3.161835,True,False,3.161975906280608
18,512,1024,256,1,8.046943687638171,2,2,64,DLMT,500,10,False,512,2,256,3,1,1,False,1,2,False,10,0.0008185163407042443,8.047450999999999,True,False,8.047958312361827
19,256,2048,8,16,5.531433244391155,2,128,16,DLMT,500,10,False,1,512,128,1,4,6,False,2,3,False,10,0.00011899999999996568,5.5315069999999995,True,False,5.531580755608844
20,2048,128,8,512,2.2276596460707836,8,32,128,DLMT,500,10,True,16,1024,1024,1,5,1,False,1,19,False,10,0.00020547749268473337,2.227787,True,False,2.2279143539292168
21,2048,16,1,4,0.686920764583836,4,256,8,DLMT,500,10,False,32,256,8,4,1,1,False,1,1,False,10,0.12336229145281795,0.7633801,True,True,0.839839435416164
22,1024,256,4,1024,7.328191358561125,128,1,1,DLMT,500,10,False,2048,1024,1,1,1,12,True,1,4,False,10,0.0028148683805820397,7.329936000000001,True,True,7.331680641438877
