id,T1_Ja,T1_La,T1_L,T1_M,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,256,2048,512,128,3.9757309928454605,2,32,128,RS,500,10,False,2,2048,256,3,6,1,False,1,3,False,10,0.00010327148686829224,3.975795,True,False,3.97585900715454
2,1,1,16,256,3.9913600970707397,32,4,1,RS,500,10,False,256,1024,16,4,3,5,True,1,1,False,10,0.07753354000044117,4.039415,True,True,4.087469902929261
3,2,2,1,128,6.922708606365959,512,2,4,RS,500,10,True,1024,512,32,1,1,7,True,10,1,False,10,0.00038301958174483,6.9229460000000005,True,False,6.923183393634042
4,1024,256,4,16,6.7538172720313385,256,8,512,RS,500,10,False,256,64,2048,13,4,1,False,1,1,False,10,0.0002770721927585574,6.753989,True,False,6.754160727968661
5,2048,2048,128,8,0.2001657584508727,16,1,1024,RS,500,10,True,1,128,1024,2,3,1,False,2,6,False,10,0.025197268024331525,0.21578289999999994,True,True,0.2314000415491272
6,256,512,16,2,3.6981732989327787,256,8,1,RS,500,10,True,1,1024,32,6,2,1,False,5,2,False,10,0.00042223808449730674,3.698435,True,False,3.698696701067221
7,512,1,32,64,2.373126488736601,512,256,1,RS,500,10,True,2048,128,256,1,3,1,True,3,20,False,10,0.00037191531294101626,2.373357,True,False,2.373587511263399
8,512,1,64,4,3.8882923694993963,2,8,4,RS,500,10,True,1024,16,64,8,4,1,False,8,1,False,10,0.0001897893569196624,3.8884099999999995,True,False,3.8885276305006027
9,1,256,32,1024,3.650166781044634,16,32,1,RS,500,10,False,64,1024,1,7,6,1,True,2,1,False,10,0.0001568566224294751,3.650264,True,False,3.650361218955366
10,4,1024,512,2,2.8876046414104626,8,1,32,RS,500,10,True,512,64,128,5,2,1,True,2,4,False,10,0.0015010746150674495,2.888535,True,False,2.8894653585895376
11,2,2048,64,2,0.5030486363420482,2,2,4,RS,500,10,False,4,1,4,1,2,12,False,5,1,False,10,0.04523086213471948,0.5310824999999999,True,True,0.5591163636579516
12,1024,1024,4,16,0.5000180084590348,1,128,1,RS,500,10,False,8,1,2,1,1,1,False,5,18,False,10,0.01755579017874161,0.510899,True,True,0.5217799915409652
